mu_chain_1,tau_chain_1,phi_chain_1,mu_chain_2,tau_chain_2,phi_chain_2,mu_chain_3,tau_chain_3,phi_chain_3,mu_chain_4,tau_chain_4,phi_chain_4
0.43335544533269843,0.23213697379975373,0.3178839358988633,0.4179704025068286,0.22723329145572568,0.6188353227253217,0.3703558159800022,0.16556017168550027,0.17603519822762592,0.3962929092327617,0.18246158060874362,0.37743693997952427
0.4433189756388433,0.23213697379975373,0.3166942485430731,0.41251065313742263,0.22723329145572568,0.6188353227253217,0.3678082376622606,0.16556017168550027,0.17603519822762592,0.3958143787159622,0.18246158060874362,0.3852091387098845
0.4353843869883659,0.22936829543037232,0.3166942485430731,0.4226373025696692,0.22723329145572568,0.671712642139705,0.3651067973806952,0.16556017168550027,0.17603519822762592,0.39544955046644314,0.18246158060874362,0.3648385638003958
0.42740577033256594,0.22936829543037232,0.3166942485430731,0.4116636729048037,0.22723329145572568,0.671712642139705,0.35785058684337273,0.16556017168550027,0.17603519822762592,0.4000181020590013,0.18246158060874362,0.3648385638003958
0.42299447540272483,0.22936829543037232,0.3166942485430731,0.4227762979713286,0.22723329145572568,0.671712642139705,0.35888894924761455,0.16556017168550027,0.17603519822762592,0.4015940991254323,0.18246158060874362,0.38808584717565686
0.41738444882495246,0.22936829543037232,0.27926282583461887,0.4252576337720424,0.22723329145572568,0.671712642139705,0.36564878596896183,0.16556017168550027,0.17603519822762592,0.402898335054145,0.18246158060874362,0.38808584717565686
0.4195889778067762,0.22936829543037232,0.25809859921196243,0.42089372710742073,0.22723329145572568,0.6421320704457654,0.36414944686361733,0.16556017168550027,0.17603519822762592,0.3993934307503748,0.1800520565128019,0.36138694999528553
0.41682207643350117,0.23777120930404996,0.2580985992119625,0.4178201030878755,0.22723329145572568,0.6066456642426683,0.3615957668941803,0.16556017168550027,0.12864892097489308,0.3962770949587813,0.1800520565128019,0.3705332483661502
0.405569414799334,0.23786131919863004,0.2580985992119625,0.42510580514948876,0.22723329145572568,0.6025312618912099,0.3640782877683292,0.16556017168550027,0.11454230299634777,0.39531432568159225,0.1800520565128019,0.3705332483661502
0.4023178804015607,0.23786131919863004,0.24005873356359897,0.41345280552637337,0.22723329145572568,0.6025312618912099,0.36139494646960646,0.16556017168550027,0.11454230299634775,0.4045582015891083,0.1800520565128019,0.3989039123399052
