Rank_by_RMSE,Model,Z_prior,mu_prior_sd,tau_halfcauchy_scale,Z_mean,sigma_y_used,sigma_c_used,Validation_RMSE,Validation_Bias,Validation_SE,Validation_Coverage,Rhat_mu,Rhat_tau,Rhat_phi,Rhat_Z_mean,tau_accept_rate,phi_accept_rate,z_accept_rate,Method_Type
11,AR1_SampledZ_Beta1_1_muSD10_HC2p5_sigY1p36_sigC1p19,"Beta(1,1)",10.0,2.5,0.9984648295280952,1.3580511528512091,1.1882947587448078,1.642330416049186,0.04977780618337034,1.6433515156366605,0.9460043196544277,0.999344442078264,1.1938617812516,1.245909567137062,1.1218906891195597,0.20850000000000002,0.7525,0.007333333333333333,Bayesian AR(1) sampled Z
12,AR1_SampledZ_Beta1_1_muSD5_HC2p5_sigY1p36_sigC1p19,"Beta(1,1)",5.0,2.5,0.9984648295280952,1.3580511528512091,1.1882947587448078,1.6423309560334791,0.04975946791846766,1.6433526130267402,0.9460043196544277,0.9993443487474972,1.1938617812516,1.245909567137062,1.1218906891195597,0.20850000000000002,0.7525,0.007333333333333333,Bayesian AR(1) sampled Z
13,AR1_SampledZ_Beta1_1_muSD10_HC5p0_sigY1p36_sigC0p849,"Beta(1,1)",10.0,5.0,0.9980398484353048,1.3580511528512091,0.8487819705320057,1.6450689701575971,0.05229222869898607,1.6460161629651167,0.9481641468682506,0.9992861547914167,1.197259343865715,0.999392333461358,2.4001859251233135,0.1845,0.729,0.0038333333333333336,Bayesian AR(1) sampled Z
14,AR1_SampledZ_Beta1_1_muSD5_HC5p0_sigY1p36_sigC0p849,"Beta(1,1)",5.0,5.0,0.9980398484353048,1.3580511528512091,0.8487819705320057,1.6450694562412123,0.052274121858073834,1.6460172262011434,0.9481641468682506,0.999286136200242,1.197259343865715,0.999392333461358,2.4001859251233135,0.1845,0.729,0.0038333333333333336,Bayesian AR(1) sampled Z
15,MICE-style iterative regression,,,,,,,1.681353368294812,-0.0586376178746888,1.6821481129908267,,,,,,,,,Comparison method
16,AR1_SampledZ_Beta1_1_muSD5_HC1p0_sigY1p36_sigC1p02,"Beta(1,1)",5.0,1.0,0.8326712325823451,1.3580511528512091,1.0185383646384067,1.6850697779756751,0.12556552990531084,1.6822025279199924,0.9330453563714903,1.7560201758534746,1.0121730896453354,1.3157109547098698,265.5741425373735,0.20450000000000002,0.694,0.007666666666666667,Bayesian AR(1) sampled Z
17,AR1_SampledZ_Beta1_1_muSD10_HC1p0_sigY1p36_sigC1p02,"Beta(1,1)",10.0,1.0,0.8326712325823451,1.3580511528512091,1.0185383646384067,1.6850701088173456,0.12557960736685034,1.6822018069179236,0.9330453563714903,1.7559160916849101,1.0121730896453354,1.3157109547098698,265.5741425373735,0.20450000000000002,0.694,0.007666666666666667,Bayesian AR(1) sampled Z
18,AR1_SampledZ_Beta1_1_muSD5_HC2p5_sigY1p36_sigC1p02,"Beta(1,1)",5.0,2.5,0.8322063942521001,1.3580511528512091,1.0185383646384067,1.6884356799234732,0.13318741934300318,1.684995061132371,0.937365010799136,1.409656189327158,1.000987437247538,1.4291931402096032,293.2091006773741,0.1825,0.644,0.008166666666666666,Bayesian AR(1) sampled Z
19,AR1_SampledZ_Beta1_1_muSD10_HC2p5_sigY1p36_sigC1p02,"Beta(1,1)",10.0,2.5,0.8322063942521001,1.3580511528512091,1.0185383646384067,1.6884361157222485,0.13320198386669357,1.684994344984502,0.937365010799136,1.4095538015157345,1.000987437247538,1.4291931402096032,293.2091006773741,0.1825,0.644,0.008166666666666666,Bayesian AR(1) sampled Z
20,AR1_SampledZ_Beta1_1_muSD10_HC1p0_sigY1p36_sigC1p19,"Beta(1,1)",10.0,1.0,0.9971523185559505,1.3580511528512091,1.1882947587448078,1.6888529689030018,0.05761886649550392,1.6896954981809214,0.9244060475161987,3.1270362800702265,29.941827783821058,2.1415667325234784,1.4975709214781723,0.1805,0.65,0.009000000000000001,Bayesian AR(1) sampled Z
21,AR1_SampledZ_Beta1_1_muSD5_HC1p0_sigY1p36_sigC1p19,"Beta(1,1)",5.0,1.0,0.9971523185559505,1.3580511528512091,1.1882947587448078,1.6888531824119963,0.05760663779147672,1.6896961299041289,0.9244060475161987,3.126779362558586,29.941827783821058,2.1415667325234784,1.4975709214781723,0.1805,0.65,0.009000000000000001,Bayesian AR(1) sampled Z
22,AR1_SampledZ_Beta1_1_muSD5_HC1p0_sigY1p7_sigC1p36,"Beta(1,1)",5.0,1.0,0.9982266786194972,1.6975639410640113,1.3580511528512091,1.6977204689880436,0.08496158329268158,1.6974272716447814,0.9568034557235421,0.999725063135223,1.0288549439095487,1.0004321313003697,1.5933793729642154,0.202,0.711,0.007666666666666667,Bayesian AR(1) sampled Z
23,AR1_SampledZ_Beta1_1_muSD10_HC1p0_sigY1p7_sigC1p36,"Beta(1,1)",10.0,1.0,0.9982266786194972,1.6975639410640113,1.3580511528512091,1.6977208989863768,0.08498200553570363,1.697426678114954,0.9568034557235421,0.999724899634707,1.0288549439095487,1.0004321313003697,1.5933793729642154,0.202,0.711,0.007666666666666667,Bayesian AR(1) sampled Z
24,AR1_SampledZ_Beta1_1_muSD5_HC2p5_sigY1p7_sigC1p19,"Beta(1,1)",5.0,2.5,0.9976565127579017,1.6975639410640113,1.1882947587448078,1.7012653675624345,0.09307604681814954,1.7005548141468392,0.9568034557235421,1.0118383975464393,1.0014646270903547,1.0970958714502848,1.1896786619740474,0.2005,0.6825,0.008666666666666666,Bayesian AR(1) sampled Z
25,AR1_SampledZ_Beta1_1_muSD10_HC2p5_sigY1p7_sigC1p19,"Beta(1,1)",10.0,2.5,0.9976565127579017,1.6975639410640113,1.1882947587448078,1.7012659143929818,0.09309642515159038,1.7005542444911133,0.9568034557235421,1.0118396572189756,1.0014646270903547,1.0970958714502848,1.1896786619740474,0.2005,0.6825,0.008666666666666666,Bayesian AR(1) sampled Z
26,AR1_SampledZ_Beta1_1_muSD5_HC5p0_sigY1p7_sigC1p19,"Beta(1,1)",5.0,5.0,0.9970042754826242,1.6975639410640113,1.1882947587448078,1.702943388490183,0.10134934141891559,1.7017636009773867,0.9546436285097192,0.9995517875500876,1.1368814948302932,1.1009974810223313,1.3962690980444152,0.1895,0.6419999999999999,0.0085,Bayesian AR(1) sampled Z
27,AR1_SampledZ_Beta1_1_muSD10_HC5p0_sigY1p7_sigC1p19,"Beta(1,1)",10.0,5.0,0.9970042754826242,1.6975639410640113,1.1882947587448078,1.7029440476616877,0.10137012125010529,1.7017630216751058,0.9546436285097192,0.9995520374202267,1.1368814948302932,1.1009974810223313,1.3962690980444152,0.1895,0.6419999999999999,0.0085,Bayesian AR(1) sampled Z
28,AR1_SampledZ_Beta1_1_muSD5_HC2p5_sigY1p36_sigC0p849,"Beta(1,1)",5.0,2.5,0.8325801967361156,1.3580511528512091,0.8487819705320057,1.7052950391238912,0.143117555260564,1.701116880432593,0.9352051835853131,1.3407996168390721,2.332033130626429,4.908096626924807,2574.9377960366783,0.201,0.5820000000000001,0.006166666666666667,Bayesian AR(1) sampled Z
29,AR1_SampledZ_Beta1_1_muSD10_HC2p5_sigY1p36_sigC0p849,"Beta(1,1)",10.0,2.5,0.8325801967361156,1.3580511528512091,0.8487819705320057,1.7052956673221324,0.14313142618601346,1.7011163419721722,0.9352051835853131,1.3406943543453644,2.332033130626429,4.908096626924807,2574.9377960366783,0.201,0.5820000000000001,0.006166666666666667,Bayesian AR(1) sampled Z
30,AR1_SampledZ_Beta1_1_muSD5_HC5p0_sigY1p7_sigC1p36,"Beta(1,1)",5.0,5.0,0.9972952114035682,1.6975639410640113,1.3580511528512091,1.7067752751918435,0.07392019178232868,1.707018216053874,0.958963282937365,1.0272783636522478,1.235352162132495,1.018752880978165,1.1946002380482432,0.2185,0.656,0.009166666666666667,Bayesian AR(1) sampled Z
31,AR1_SampledZ_Beta1_1_muSD10_HC5p0_sigY1p7_sigC1p36,"Beta(1,1)",10.0,5.0,0.9972952114035682,1.6975639410640113,1.3580511528512091,1.7067755575985726,0.0739401129814373,1.707017634386314,0.958963282937365,1.0272777742595964,1.235352162132495,1.018752880978165,1.1946002380482432,0.2185,0.656,0.009166666666666667,Bayesian AR(1) sampled Z
32,AR1_SampledZ_Beta1_1_muSD5_HC2p5_sigY1p7_sigC1p36,"Beta(1,1)",5.0,2.5,0.9985328443576018,1.6975639410640113,1.3580511528512091,1.707821778048906,0.08528494576195338,1.7075359634863692,0.9524838012958964,1.0088333666599572,1.0060150241748143,1.0707880324693784,1.2995247137721713,0.195,0.7675000000000001,0.007166666666666667,Bayesian AR(1) sampled Z
33,AR1_SampledZ_Beta1_1_muSD10_HC2p5_sigY1p7_sigC1p36,"Beta(1,1)",10.0,2.5,0.9985328443576018,1.6975639410640113,1.3580511528512091,1.7078222588228291,0.08530457552645361,1.7075354627140538,0.9524838012958964,1.0088340942086043,1.0060150241748143,1.0707880324693784,1.2995247137721713,0.195,0.7675000000000001,0.007166666666666667,Bayesian AR(1) sampled Z
34,AR1_SampledZ_Beta1_1_muSD5_HC1p0_sigY1p7_sigC1p19,"Beta(1,1)",5.0,1.0,0.9976367885379195,1.6975639410640113,1.1882947587448078,1.713020322020674,0.08316655976706705,1.7128510077012586,0.9546436285097192,1.0174603241002125,0.9992898029192729,0.9994773994364263,1.4781006093367615,0.202,0.6759999999999999,0.009666666666666667,Bayesian AR(1) sampled Z
35,AR1_SampledZ_Beta1_1_muSD10_HC1p0_sigY1p7_sigC1p19,"Beta(1,1)",10.0,1.0,0.9976367885379195,1.6975639410640113,1.1882947587448078,1.7130207614082995,0.08318609774175822,1.71285049726255,0.9546436285097192,1.0174612387373585,0.9992898029192729,0.9994773994364263,1.4781006093367615,0.202,0.6759999999999999,0.009666666666666667,Bayesian AR(1) sampled Z
36,Gaussian NB baseline,,,,,,,1.7145470924005723,0.013584667223946972,1.71634778388837,,,,,,,,,Comparison method
37,AR1_SampledZ_Beta1_1_muSD5_HC2p5_sigY1p7_sigC1p02,"Beta(1,1)",5.0,2.5,0.997938961457361,1.6975639410640113,1.0185383646384067,1.719531235117345,0.08807860408275169,1.7191314695197122,0.9460043196544277,1.0080926219292379,2.284751669222219,1.0321531840604916,1.002194743602,0.1865,0.79,0.008166666666666666,Bayesian AR(1) sampled Z
38,AR1_SampledZ_Beta1_1_muSD10_HC2p5_sigY1p7_sigC1p02,"Beta(1,1)",10.0,2.5,0.997938961457361,1.6975639410640113,1.0185383646384067,1.7195317773165832,0.08809716242957309,1.7191310600354246,0.9460043196544277,1.0080968366006604,2.284751669222219,1.0321531840604916,1.002194743602,0.1865,0.79,0.008166666666666666,Bayesian AR(1) sampled Z
39,AR1_SampledZ_Beta1_1_muSD5_HC1p0_sigY1p7_sigC0p849,"Beta(1,1)",5.0,1.0,0.8324603948428705,1.6975639410640113,0.8487819705320057,1.7378510567692758,0.1631765430882618,1.732044788076913,0.9568034557235421,2.7401295662879934,5.78669825124325,7.069013655984961,895.8639677682194,0.216,0.5635,0.008333333333333333,Bayesian AR(1) sampled Z
40,AR1_SampledZ_Beta1_1_muSD10_HC1p0_sigY1p7_sigC0p849,"Beta(1,1)",10.0,1.0,0.8324603948428705,1.6975639410640113,0.8487819705320057,1.737852277419205,0.16319194499101888,1.732044561242167,0.9568034557235421,2.73993950841712,5.78669825124325,7.069013655984961,895.8639677682194,0.216,0.5635,0.008333333333333333,Bayesian AR(1) sampled Z
41,AR1_SampledZ_Beta1_1_muSD5_HC1p0_sigY1p7_sigC1p02,"Beta(1,1)",5.0,1.0,0.832615140692372,1.6975639410640113,1.0185383646384067,1.7416184893720226,0.16100052386493624,1.7360366157007752,0.9546436285097192,2.925925111552891,4.0845440403367315,2.805734953718808,197.5900881385431,0.1975,0.528,0.0075,Bayesian AR(1) sampled Z
42,AR1_SampledZ_Beta1_1_muSD10_HC1p0_sigY1p7_sigC1p02,"Beta(1,1)",10.0,1.0,0.832615140692372,1.6975639410640113,1.0185383646384067,1.7416196716555388,0.16101558618501127,1.7360364043805174,0.9546436285097192,2.925790455590585,4.0845440403367315,2.805734953718808,197.5900881385431,0.1975,0.528,0.0075,Bayesian AR(1) sampled Z
43,AR1_SampledZ_Beta1_1_muSD5_HC5p0_sigY2p04_sigC1p19,"Beta(1,1)",5.0,5.0,0.9982289596762582,2.0370767292768135,1.1882947587448078,1.7472589811285428,0.08155454322746931,1.7472425263956277,0.9740820734341252,1.0669883158943818,1.20976683466036,1.2717032296401363,1.0269670735892142,0.20700000000000002,0.5245,0.007333333333333334,Bayesian AR(1) sampled Z
44,AR1_SampledZ_Beta1_1_muSD10_HC5p0_sigY2p04_sigC1p19,"Beta(1,1)",10.0,5.0,0.9982289596762582,2.0370767292768135,1.1882947587448078,1.7472598383808593,0.08157781498460566,1.7472422967693997,0.9740820734341252,1.0669994421900793,1.20976683466036,1.2717032296401363,1.0269670735892142,0.20700000000000002,0.5245,0.007333333333333334,Bayesian AR(1) sampled Z
45,Naive mean,,,,,,,1.7498964502585075,0.0803020635253511,1.749943773677618,,,,,,,,,Comparison method
46,AR1_SampledZ_Beta1_1_muSD5_HC2p5_sigY2p04_sigC1p19,"Beta(1,1)",5.0,2.5,0.9963709504649514,2.0370767292768135,1.1882947587448078,1.7507659185713187,0.10028972203294748,1.749781727594409,0.9697624190064795,1.000671451041222,1.0240851591217761,1.1157477075026123,1.0502481373257195,0.199,0.498,0.011166666666666667,Bayesian AR(1) sampled Z
47,AR1_SampledZ_Beta1_1_muSD10_HC2p5_sigY2p04_sigC1p19,"Beta(1,1)",10.0,2.5,0.9963709504649514,2.0370767292768135,1.1882947587448078,1.750767097167333,0.10031385817705821,1.7497815228684404,0.9697624190064795,1.000672247890068,1.0240851591217761,1.1157477075026123,1.0502481373257195,0.199,0.498,0.011166666666666667,Bayesian AR(1) sampled Z
48,AR1_SampledZ_Beta1_1_muSD5_HC5p0_sigY2p04_sigC1p36,"Beta(1,1)",5.0,5.0,0.9956350380769179,2.0370767292768135,1.3580511528512091,1.7554475708112067,0.08573418447596093,1.7552492800791406,0.9676025917926566,1.5342031647688583,1.0011703710315698,1.002996683145455,1.0339683285417953,0.21750000000000003,0.4155,0.0115,Bayesian AR(1) sampled Z
49,AR1_SampledZ_Beta1_1_muSD10_HC5p0_sigY2p04_sigC1p36,"Beta(1,1)",10.0,5.0,0.9956350380769179,2.0370767292768135,1.3580511528512091,1.7554485705298895,0.08575718921180871,1.7552491558382965,0.9676025917926566,1.5342317638946283,1.0011703710315698,1.002996683145455,1.0339683285417953,0.21750000000000003,0.4155,0.0115,Bayesian AR(1) sampled Z
50,AR1_SampledZ_Beta1_1_muSD5_HC1p0_sigY2p04_sigC0p849,"Beta(1,1)",5.0,1.0,0.9981757043953491,2.0370767292768135,0.8487819705320057,1.7563088166106984,0.10661879079991494,1.7549658559995298,0.9697624190064795,1.1318462975234183,1.0961256195504714,1.0049744369342943,1.1252508692541485,0.1815,0.5175000000000001,0.006666666666666666,Bayesian AR(1) sampled Z
51,AR1_SampledZ_Beta1_1_muSD10_HC1p0_sigY2p04_sigC0p849,"Beta(1,1)",10.0,1.0,0.9981757043953491,2.0370767292768135,0.8487819705320057,1.7563101352339314,0.10664272410686894,1.7549657211665632,0.9697624190064795,1.131858217628949,1.0961256195504714,1.0049744369342943,1.1252508692541485,0.1815,0.5175000000000001,0.006666666666666666,Bayesian AR(1) sampled Z
52,AR1_SampledZ_Beta1_1_muSD5_HC5p0_sigY1p7_sigC0p849,"Beta(1,1)",5.0,5.0,0.9981557297119357,1.6975639410640113,0.8487819705320057,1.7584649517172737,0.10056697055435639,1.7574858324013571,0.9352051835853131,1.0259270947128496,2.359082294688576,1.0138059457774387,1.0707485019977816,0.192,0.661,0.007166666666666667,Bayesian AR(1) sampled Z
53,AR1_SampledZ_Beta1_1_muSD10_HC5p0_sigY1p7_sigC0p849,"Beta(1,1)",10.0,5.0,0.9981557297119357,1.6975639410640113,0.8487819705320057,1.7584657213896213,0.10058251143565877,1.7574857128945007,0.9352051835853131,1.0259381673307217,2.359082294688576,1.0138059457774387,1.0707485019977816,0.192,0.661,0.007166666666666667,Bayesian AR(1) sampled Z
54,AR1_SampledZ_Beta1_1_muSD5_HC5p0_sigY2p04_sigC1p02,"Beta(1,1)",5.0,5.0,0.9969675474934429,2.0370767292768135,1.0185383646384067,1.758769854495491,0.10417598626792149,1.757580913373797,0.9697624190064795,1.02252146606173,1.0144875844834274,1.0016310782369284,1.0061030339653285,0.187,0.362,0.008833333333333334,Bayesian AR(1) sampled Z
55,AR1_SampledZ_Beta1_1_muSD10_HC5p0_sigY2p04_sigC1p02,"Beta(1,1)",10.0,5.0,0.9969675474934429,2.0370767292768135,1.0185383646384067,1.7587711578894138,0.1041996860411431,1.75758081253058,0.9697624190064795,1.0225235318699202,1.0144875844834274,1.0016310782369284,1.0061030339653285,0.187,0.362,0.008833333333333334,Bayesian AR(1) sampled Z
56,AR1_SampledZ_Beta1_1_muSD5_HC1p0_sigY2p04_sigC1p19,"Beta(1,1)",5.0,1.0,0.9965399682034455,2.0370767292768135,1.1882947587448078,1.7620128914764164,0.07197415687079033,1.762446607627281,0.9697624190064795,1.5376462516555947,4.937185816853276,2.070861630094133,1.076070371125034,0.189,0.447,0.0105,Bayesian AR(1) sampled Z
57,AR1_SampledZ_Beta1_1_muSD10_HC1p0_sigY2p04_sigC1p19,"Beta(1,1)",10.0,1.0,0.9965399682034455,2.0370767292768135,1.1882947587448078,1.762013515566676,0.0719918888675581,1.7624465071249305,0.9697624190064795,1.53775568054403,4.937185816853276,2.070861630094133,1.076070371125034,0.189,0.447,0.0105,Bayesian AR(1) sampled Z
58,AR1_SampledZ_Beta1_1_muSD5_HC2p5_sigY2p04_sigC1p36,"Beta(1,1)",5.0,2.5,0.9974406169374754,2.0370767292768135,1.3580511528512091,1.7645988558434014,0.0868287115436531,1.7643677124712038,0.9697624190064795,1.0966654772899591,4.344424742830361,1.199909583335253,1.0676427854380282,0.21100000000000002,0.3395,0.010333333333333333,Bayesian AR(1) sampled Z
59,AR1_SampledZ_Beta1_1_muSD10_HC2p5_sigY2p04_sigC1p36,"Beta(1,1)",10.0,2.5,0.9974406169374754,2.0370767292768135,1.3580511528512091,1.7645998253225823,0.08684973790103594,1.7643676470542629,0.9697624190064795,1.0967006712939915,4.344424742830361,1.199909583335253,1.0676427854380282,0.21100000000000002,0.3395,0.010333333333333333,Bayesian AR(1) sampled Z
60,AR1_SampledZ_Beta1_1_muSD5_HC1p0_sigY2p04_sigC1p36,"Beta(1,1)",5.0,1.0,0.996054419640763,2.0370767292768135,1.3580511528512091,1.766699505232551,0.020925886792497253,1.768486416158013,0.9676025917926566,3.142356661723686,3.612276496550359,3.3372403284457777,1.407060114630409,0.2,0.475,0.011833333333333335,Bayesian AR(1) sampled Z
61,AR1_SampledZ_Beta1_1_muSD10_HC1p0_sigY2p04_sigC1p36,"Beta(1,1)",10.0,1.0,0.996054419640763,2.0370767292768135,1.3580511528512091,1.7666996436661648,0.020940860164277816,1.7684863771293546,0.9676025917926566,3.1425563412205144,3.612276496550359,3.3372403284457777,1.407060114630409,0.2,0.475,0.011833333333333335,Bayesian AR(1) sampled Z
62,AR1_SampledZ_Beta1_1_muSD5_HC2p5_sigY2p04_sigC1p02,"Beta(1,1)",5.0,2.5,0.8311922855661685,2.0370767292768135,1.0185383646384067,1.7689868944730949,0.18162830970413013,1.7615413119782053,0.9676025917926566,3.73710708011581,4.4563813397118945,1.2119826827320785,162.48211094760035,0.221,0.373,0.009666666666666667,Bayesian AR(1) sampled Z
63,AR1_SampledZ_Beta1_1_muSD10_HC2p5_sigY2p04_sigC1p02,"Beta(1,1)",10.0,2.5,0.8311922855661685,2.0370767292768135,1.0185383646384067,1.7689887181682504,0.18164593692220574,1.761541325824027,0.9676025917926566,3.7369315282705498,4.4563813397118945,1.2119826827320785,162.48211094760035,0.221,0.373,0.009666666666666667,Bayesian AR(1) sampled Z
64,AR1_SampledZ_Beta1_1_muSD5_HC1p0_sigY2p04_sigC1p02,"Beta(1,1)",5.0,1.0,0.9967496736251477,2.0370767292768135,1.0185383646384067,1.7703217175405719,0.09592336397319642,1.7696331285855753,0.9676025917926566,1.6374650273211278,6.04640019649812,1.0077675744135075,1.0119960766811384,0.182,0.364,0.010833333333333334,Bayesian AR(1) sampled Z
65,AR1_SampledZ_Beta1_1_muSD10_HC1p0_sigY2p04_sigC1p02,"Beta(1,1)",10.0,1.0,0.9967496736251477,2.0370767292768135,1.0185383646384067,1.7703228403426445,0.09594488220030363,1.7696330852000015,0.9676025917926566,1.6375465903219506,6.04640019649812,1.0077675744135075,1.0119960766811384,0.182,0.364,0.010833333333333334,Bayesian AR(1) sampled Z
66,AR1_SampledZ_Beta1_1_muSD5_HC5p0_sigY1p7_sigC1p02,"Beta(1,1)",5.0,5.0,0.6673336732595879,1.6975639410640113,1.0185383646384067,1.7729312979692828,0.24703419266030108,1.7575355052812311,0.9524838012958964,1.0050314702706193,1.0788752357308122,1.082589959789098,1.3671096182248728,0.2155,0.394,0.009666666666666667,Bayesian AR(1) sampled Z
67,AR1_SampledZ_Beta1_1_muSD10_HC5p0_sigY1p7_sigC1p02,"Beta(1,1)",10.0,5.0,0.6673336732595879,1.6975639410640113,1.0185383646384067,1.7729328990262008,0.24704571082089133,1.7575355013578233,0.9524838012958964,1.0050331206785093,1.0788752357308122,1.082589959789098,1.3671096182248728,0.2155,0.394,0.009666666666666667,Bayesian AR(1) sampled Z
68,AR1_SampledZ_Beta1_1_muSD5_HC2p5_sigY2p04_sigC0p849,"Beta(1,1)",5.0,2.5,0.8322032388930863,2.0370767292768135,0.8487819705320057,1.7790121066019953,0.18989785714966553,1.7707611988015193,0.9740820734341252,3.493859329666599,15.24676826511079,2.8669951951716524,403.2400388819695,0.188,0.37,0.006833333333333334,Bayesian AR(1) sampled Z
69,AR1_SampledZ_Beta1_1_muSD10_HC2p5_sigY2p04_sigC0p849,"Beta(1,1)",10.0,2.5,0.8322032388930863,2.0370767292768135,0.8487819705320057,1.7790140977240092,0.189915321004343,1.7707613265542985,0.9740820734341252,3.493613346217229,15.24676826511079,2.8669951951716524,403.2400388819695,0.188,0.37,0.006833333333333334,Bayesian AR(1) sampled Z
70,AR1_SampledZ_Beta1_1_muSD5_HC5p0_sigY2p04_sigC0p849,"Beta(1,1)",5.0,5.0,0.8320861159826602,2.0370767292768135,0.8487819705320057,1.7793144979008757,0.198465051104535,1.7701240569958019,0.9762419006479481,2.5471938158718697,14.322050154918676,1.7039896221185489,270.7656354188286,0.1815,0.365,0.007666666666666667,Bayesian AR(1) sampled Z
71,AR1_SampledZ_Beta1_1_muSD10_HC5p0_sigY2p04_sigC0p849,"Beta(1,1)",10.0,5.0,0.8320861159826602,2.0370767292768135,0.8487819705320057,1.7793165431898224,0.1984821357742772,1.770124197605231,0.9762419006479481,2.5470461493385583,14.322050154918676,1.7039896221185489,270.7656354188286,0.1815,0.365,0.007666666666666667,Bayesian AR(1) sampled Z
72,AR1_SampledZ_Beta1_1_muSD5_HC1p0_sigY1p36_sigC0p849,"Beta(1,1)",5.0,1.0,0.6659953321892135,1.3580511528512091,0.8487819705320057,1.8044103221423995,0.2180340796678276,1.7931263893137743,0.91792656587473,1.0047089835539993,1.082021774216789,1.0158249616172486,1.3656835671337049,0.2125,0.372,0.008,Bayesian AR(1) sampled Z
