Model,Z,mu_prior_sd,tau_halfcauchy_scale,sigma_y_used,sigma_c_used,mu_mean,mu_sd,mu_2.5%,mu_97.5%,tau_mean,tau_sd,tau_2.5%,tau_97.5%,phi_mean,phi_sd,phi_2.5%,phi_97.5%,Rhat_mu,Rhat_tau,Rhat_phi,tau_accept_rate,phi_accept_rate,Validation_RMSE,Validation_Bias,Validation_SE,Validation_Coverage
AR1_FixedZ0p7_muSD10_HC5p0_sigY1p36_sigC1p19,0.7,10.0,5.0,1.3580511528512091,1.1882947587448078,0.41543627806191724,0.026780620882136036,0.363476782737377,0.46826965315469044,0.2891114149698122,0.039640680664372846,0.20164184493300116,0.33948205864806474,0.8968683343254955,0.06058092202745132,0.7628863110278504,0.9821290735548018,0.9996728661206905,1.151449507408333,1.2691091069364322,0.197,0.655,1.7566405528739586,0.1639278745142504,1.7508668450937437,0.8876889848812095
AR1_FixedZ0p7_muSD5_HC2p5_sigY1p36_sigC1p36,0.7,5.0,2.5,1.3580511528512091,1.3580511528512091,0.4021301923640078,0.031247552528291707,0.34220166891758574,0.4701033275853789,0.29033197387509524,0.03472501883401015,0.23226937708293063,0.3495070746092364,0.7552422258787411,0.10360742442726763,0.5038475971930972,0.9347308113032807,1.0085739835177228,1.0006517621957045,1.1394901651091693,0.203,0.5065000000000001,1.7569222498306734,0.15620437619137728,1.7518574440451415,0.8941684665226782
AR1_FixedZ0p7_muSD10_HC2p5_sigY1p36_sigC1p36,0.7,10.0,2.5,1.3580511528512091,1.3580511528512091,0.4021405216732408,0.031248001306534247,0.3422109986886177,0.470115020566007,0.29033197387509524,0.03472501883401015,0.23226937708293063,0.3495070746092364,0.7552422258787411,0.10360742442726763,0.5038475971930972,0.9347308113032807,1.0085738178066093,1.0006517621957045,1.1394901651091693,0.203,0.5065000000000001,1.7569230341843078,0.1562140365230973,1.75185736911461,0.8941684665226782
AR1_FixedZ0p9_muSD5_HC2p5_sigY1p7_sigC1p36,0.9,5.0,2.5,1.6975639410640113,1.3580511528512091,0.3646346934187927,0.03409328384446835,0.3027144149291517,0.4340392149015538,0.3804303237148164,0.05947580924510015,0.2688086988402787,0.4795608792003888,0.5566833281057599,0.14310742339019122,0.27003209311107795,0.8575300027202188,1.0365553418607067,1.4359943356190448,1.0756583146530887,0.189,0.39749999999999996,1.7576316357984123,0.12320358297284013,1.7552047511398559,0.9395248380129589
AR1_FixedZ0p9_muSD10_HC2p5_sigY1p7_sigC1p36,0.9,10.0,2.5,1.6975639410640113,1.3580511528512091,0.3646501561913328,0.03409380158709349,0.30272923623985554,0.4340558078303381,0.3804303237148164,0.05947580924510015,0.2688086988402787,0.4795608792003888,0.5566833281057599,0.14310742339019122,0.27003209311107795,0.8575300027202188,1.0365555867867002,1.4359943356190448,1.0756583146530887,0.189,0.39749999999999996,1.757632588595116,0.12321842774898147,1.7552046629975147,0.9395248380129589
AR1_FixedZ0p7_muSD5_HC5p0_sigY1p36_sigC1p02,0.7,5.0,5.0,1.3580511528512091,1.0185383646384067,0.42992019849313473,0.0265773263520849,0.38358598061122706,0.4866457809162839,0.3020766797577488,0.025155943919245465,0.2559056108196469,0.36025532642719077,0.9344796547449837,0.059406975670794046,0.7536766971018947,0.9896627322099031,1.032632070576237,1.0074405657104155,1.5569300402690178,0.2145,0.76,1.7594092545527054,0.17602368318497685,1.7524753305086909,0.8920086393088553
AR1_FixedZ0p7_muSD10_HC5p0_sigY1p36_sigC1p02,0.7,10.0,5.0,1.3580511528512091,1.0185383646384067,0.42992892968315094,0.026577625947059567,0.3835940430239185,0.4866556710148165,0.3020766797577488,0.025155943919245465,0.2559056108196469,0.36025532642719077,0.9344796547449837,0.059406975670794046,0.7536766971018947,0.9896627322099031,1.0326339781617226,1.0074405657104155,1.5569300402690178,0.2145,0.76,1.7594099200706477,0.1760313257018469,1.7524752307914737,0.8920086393088553
AR1_FixedZ0p7_muSD5_HC2p5_sigY1p36_sigC0p849,0.7,5.0,2.5,1.3580511528512091,0.8487819705320057,0.4363547564978502,0.025255686684764744,0.38515064357755335,0.48320148146749814,0.3927397070517939,0.030408171060176795,0.34562053803360665,0.4717924686981443,0.9761967658027497,0.01404793043114296,0.9377047223739982,0.99,0.9993826284966102,1.3503933897960383,1.0181987205948715,0.191,0.857,1.7594657719978284,0.16418173951119255,1.7536836960831967,0.8855291576673866
AR1_FixedZ0p7_muSD10_HC2p5_sigY1p36_sigC0p849,0.7,10.0,2.5,1.3580511528512091,0.8487819705320057,0.436363090714643,0.025255933884943668,0.3851583812553567,0.48320965540169547,0.3927397070517939,0.030408171060176795,0.34562053803360665,0.4717924686981443,0.9761967658027497,0.01404793043114296,0.9377047223739982,0.99,0.9993827921531664,1.3503933897960383,1.0181987205948715,0.191,0.857,1.759466218556319,0.16418804127377262,1.753683553817757,0.8855291576673866
AR1_FixedZ0p7_muSD5_HC5p0_sigY1p36_sigC0p849,0.7,5.0,5.0,1.3580511528512091,0.8487819705320057,0.4369983721115436,0.02627538329070395,0.38429247413302775,0.4846844787622758,0.39781105737495515,0.027254111434575602,0.344640386647489,0.4422311052055395,0.9671670308719847,0.02172813007999276,0.9023355051804798,0.99,1.040286439765263,1.402945136041441,1.0672508070231512,0.2225,0.8200000000000001,1.7597708548141675,0.16193284619286563,1.7541999523480516,0.8941684665226782
AR1_FixedZ0p7_muSD10_HC5p0_sigY1p36_sigC0p849,0.7,10.0,5.0,1.3580511528512091,0.8487819705320057,0.43700674504027487,0.02627568290132556,0.38429960290806336,0.484692671072973,0.39781105737495515,0.027254111434575602,0.344640386647489,0.4422311052055395,0.9671670308719847,0.02172813007999276,0.9023355051804798,0.99,1.040289530701897,1.402945136041441,1.0672508070231512,0.2225,0.8200000000000001,1.7597712956907947,0.16193916102311853,1.7541998113774897,0.896328293736501
AR1_FixedZ0p9_muSD5_HC5p0_sigY1p7_sigC1p19,0.9,5.0,5.0,1.6975639410640113,1.1882947587448078,0.3620884956617941,0.03214711692272428,0.29926579640300827,0.42384867175895435,0.3253744104979563,0.07049281898556255,0.23246367420736808,0.4614793090594664,0.5038808693999492,0.15118096056850414,0.18492514437143187,0.7406570176731895,1.063173970052805,1.0876354189204955,2.0106271838373644,0.20800000000000002,0.363,1.7599970995717387,0.12370707574800348,1.757543161742211,0.9352051835853131
AR1_FixedZ0p9_muSD10_HC5p0_sigY1p7_sigC1p19,0.9,10.0,5.0,1.6975639410640113,1.1882947587448078,0.36210253568171535,0.03214773866126274,0.2992782935767385,0.4238624282552706,0.3253744104979563,0.07049281898556255,0.23246367420736808,0.4614793090594664,0.5038808693999492,0.15118096056850414,0.18492514437143187,0.7406570176731895,1.0631788804385531,1.0876354189204955,2.0106271838373644,0.20800000000000002,0.363,1.7599979933180152,0.12372064667786438,1.7575431013453175,0.9352051835853131
AR1_FixedZ0p7_muSD5_HC1p0_sigY1p36_sigC1p36,0.7,5.0,1.0,1.3580511528512091,1.3580511528512091,0.4028763414910659,0.02954197190034805,0.33863430246905774,0.4527347852644994,0.2704910986425843,0.041141268684768036,0.20705884797668217,0.36122589989064197,0.8491061642825776,0.0993937249458851,0.6627192079409204,0.9891150617430613,1.0774824954438245,1.1680076609276102,2.063808801352737,0.209,0.6034999999999999,1.760276929679366,0.1565451993464368,1.7551986490364968,0.8941684665226782
AR1_FixedZ0p7_muSD10_HC1p0_sigY1p36_sigC1p36,0.7,10.0,1.0,1.3580511528512091,1.3580511528512091,0.40288662458627866,0.02954230810894955,0.3386440479901057,0.4527452623123981,0.2704910986425843,0.041141268684768036,0.20705884797668217,0.36122589989064197,0.8491061642825776,0.0993937249458851,0.6627192079409204,0.9891150617430613,1.0774849533008286,1.1680076609276102,2.063808801352737,0.209,0.6034999999999999,1.7602777060843797,0.15655481460489565,1.7551985699112052,0.8941684665226782
AR1_FixedZ0p7_muSD5_HC1p0_sigY1p36_sigC0p849,0.7,5.0,1.0,1.3580511528512091,0.8487819705320057,0.4392908805755191,0.024669006350080836,0.3926241090704476,0.48812177498750936,0.3952635867425871,0.01976949240931207,0.36790748036145426,0.43561593871936133,0.9724658857054185,0.017771701043074344,0.9231120344588091,0.99,1.002407927619498,1.0213626438988366,1.0359315135053577,0.2195,0.842,1.7604509724913118,0.1649108890560733,1.7546057558905517,0.8920086393088553
AR1_FixedZ0p7_muSD10_HC1p0_sigY1p36_sigC0p849,0.7,10.0,1.0,1.3580511528512091,0.8487819705320057,0.43929927430271637,0.024669219102819682,0.39263203474130004,0.48813034427711893,0.3952635867425871,0.01976949240931207,0.36790748036145426,0.43561593871936133,0.9724658857054185,0.017771701043074344,0.9231120344588091,0.99,1.0024078902430262,1.0213626438988366,1.0359315135053577,0.2195,0.842,1.7604514255884625,0.16491723116889745,1.7546056141005821,0.8920086393088553
AR1_FixedZ0p7_muSD5_HC2p5_sigY1p36_sigC1p19,0.7,5.0,2.5,1.3580511528512091,1.1882947587448078,0.40704522755578554,0.024433121208816123,0.3598479248629617,0.457113215199003,0.28730925194956075,0.02822197400019736,0.24506208469201402,0.3454019526629726,0.8595736066239331,0.09106517317427631,0.6672157269456418,0.9874945348761512,1.0988996453785975,1.7838067939956308,1.0993411130931863,0.21,0.64,1.760945714937023,0.15715590753568537,1.755816147021061,0.8941684665226782
AR1_FixedZ0p7_muSD10_HC2p5_sigY1p36_sigC1p19,0.7,10.0,2.5,1.3580511528512091,1.1882947587448078,0.4070546112009825,0.024433303477992985,0.3598570381723718,0.45712300368804476,0.28730925194956075,0.02822197400019736,0.24506208469201402,0.3454019526629726,0.8595736066239331,0.09106517317427631,0.6672157269456418,0.9874945348761512,1.098899325132082,1.7838067939956308,1.0993411130931863,0.21,0.64,1.7609463974194834,0.15716448905517708,1.7558160631988524,0.8941684665226782
AR1_FixedZ0p7_muSD5_HC1p0_sigY1p36_sigC1p02,0.7,5.0,1.0,1.3580511528512091,1.0185383646384067,0.3638427476380295,0.06586875470422648,0.19989916696367138,0.4523704048248672,0.18453210655945287,0.11788089797957647,0.061096465455363555,0.34676067384028675,0.8492676986247772,0.1422584122788504,0.4553568242201376,0.9872180191798872,1.650434668608401,12.544523614081715,1.1704571135978572,0.1865,0.6685,1.7625548687636028,0.12085729606952823,1.7603084403928924,0.8790496760259179
AR1_FixedZ0p7_muSD10_HC1p0_sigY1p36_sigC1p02,0.7,10.0,1.0,1.3580511528512091,1.0185383646384067,0.36384849482027487,0.06587107934050251,0.19990045488989772,0.4523789764827111,0.18453210655945287,0.11788089797957647,0.061096465455363555,0.34676067384028675,0.8492676986247772,0.1422584122788504,0.4553568242201376,0.9872180191798872,1.650475156293009,12.544523614081715,1.1704571135978572,0.1865,0.6685,1.762555181487244,0.12086253200462803,1.7603083939244943,0.8790496760259179
AR1_FixedZ0p9_muSD5_HC2p5_sigY1p7_sigC1p19,0.9,5.0,2.5,1.6975639410640113,1.1882947587448078,0.38213966634953817,0.027871794433459655,0.3276517119873541,0.43517187063833573,0.2976204176770941,0.0423590493674592,0.23517540981036283,0.41428962023500676,0.5875565288403517,0.18079660529425565,0.2322147131929775,0.8579057920974886,1.1075556650602525,1.008285641255033,1.0453178109795154,0.21,0.434,1.76296767481608,0.14095436220201538,1.7592246239269482,0.9352051835853131
AR1_FixedZ0p9_muSD10_HC2p5_sigY1p7_sigC1p19,0.9,10.0,2.5,1.6975639410640113,1.1882947587448078,0.38215424565421635,0.027872416413209058,0.3276650527347417,0.43518835441942966,0.2976204176770941,0.0423590493674592,0.23517540981036283,0.41428962023500676,0.5875565288403517,0.18079660529425565,0.2322147131929775,0.8579057920974886,1.1075627196014322,1.008285641255033,1.0453178109795154,0.21,0.434,1.7629687416215498,0.14096848339716136,1.7592245613782018,0.9352051835853131
AR1_FixedZ0p9_muSD5_HC1p0_sigY1p7_sigC1p36,0.9,5.0,1.0,1.6975639410640113,1.3580511528512091,0.3603579343882135,0.03806584037829144,0.28419572177018226,0.431473444815201,0.3081101113858588,0.04925071399431577,0.23709098712521476,0.4228436895044385,0.566629740603249,0.2321287608607024,0.2087713169561375,0.9462700932473861,1.0009810648536266,1.0027155308619504,1.8177695940312963,0.20750000000000002,0.42200000000000004,1.76419049682632,0.12081152775946657,1.7619528425959805,0.937365010799136
AR1_FixedZ0p9_muSD10_HC1p0_sigY1p7_sigC1p36,0.9,10.0,1.0,1.6975639410640113,1.3580511528512091,0.360372722399415,0.0380666805325598,0.28421022693020115,0.431490050356382,0.3081101113858588,0.04925071399431577,0.23709098712521476,0.4228436895044385,0.566629740603249,0.2321287608607024,0.2087713169561375,0.9462700932473861,1.0009812974883745,1.0027155308619504,1.8177695940312963,0.20750000000000002,0.42200000000000004,1.764191417550444,0.12082589130751989,1.7619527794316672,0.937365010799136
AR1_FixedZ0p9_muSD5_HC1p0_sigY1p7_sigC1p19,0.9,5.0,1.0,1.6975639410640113,1.1882947587448078,0.39039000066731755,0.03544270433685225,0.2971771030776473,0.4507789234812168,0.23561348517628797,0.06621880177579852,0.16256865351213426,0.38354466736992,0.6260513173240613,0.171098501633443,0.3375091313800004,0.9258285242098929,0.9998468946818247,1.912387491382568,1.0500134090901478,0.1905,0.4335,1.764807033916805,0.15258246924285007,1.7601004236467013,0.9395248380129589
AR1_FixedZ0p9_muSD10_HC1p0_sigY1p7_sigC1p19,0.9,10.0,1.0,1.6975639410640113,1.1882947587448078,0.3904045000543608,0.03544331682595426,0.29718993201400984,0.45079369987088785,0.23561348517628797,0.06621880177579852,0.16256865351213426,0.38354466736992,0.6260513173240613,0.171098501633443,0.3375091313800004,0.9258285242098929,0.9998464174232431,1.912387491382568,1.0500134090901478,0.1905,0.4335,1.764808210161124,0.1525966284004565,1.7601003754233993,0.9395248380129589
AR1_FixedZ0p9_muSD5_HC1p0_sigY1p7_sigC0p849,0.9,5.0,1.0,1.6975639410640113,0.8487819705320057,0.39204484141269225,0.030931074145379087,0.33745147735121117,0.45886779707914593,0.23721663827751283,0.036558632300311235,0.18194299326498564,0.30662356483810455,0.7374001376354509,0.15958529383740577,0.3676897492755814,0.962282394460151,1.0996022781067103,2.9541536606198644,1.0032072491377517,0.1885,0.5055000000000001,1.7650119656549865,0.1512768806401571,1.7604192719348548,0.9330453563714903
AR1_FixedZ0p9_muSD10_HC1p0_sigY1p7_sigC0p849,0.9,10.0,1.0,1.6975639410640113,0.8487819705320057,0.39205642568143895,0.030931614716885557,0.3374625051200886,0.45888102948662707,0.23721663827751283,0.036558632300311235,0.18194299326498564,0.30662356483810455,0.7374001376354509,0.15958529383740577,0.3676897492755814,0.962282394460151,1.0996082570901073,2.9541536606198644,1.0032072491377517,0.1885,0.5055000000000001,1.7650128715951543,0.15128802993957421,1.7604192220106305,0.9330453563714903
AR1_FixedZ0p5_muSD5_HC2p5_sigY1p36_sigC1p36,0.5,5.0,2.5,1.3580511528512091,1.3580511528512091,0.41590973214568433,0.02888345908841003,0.34874262846667303,0.4654529039974793,0.2331314334261075,0.03272227755249629,0.18031966222799206,0.31519214485436026,0.884401456302857,0.06540666235942225,0.749099398143135,0.9788361240038403,1.298291468316076,1.0682307684800647,1.525308530176233,0.201,0.653,1.7654748453862763,0.17233872099224218,1.7589437306921878,0.8920086393088553
AR1_FixedZ0p5_muSD10_HC2p5_sigY1p36_sigC1p36,0.5,10.0,2.5,1.3580511528512091,1.3580511528512091,0.415918935504248,0.028883850582444148,0.3487506265605993,0.4654625096318174,0.2331314334261075,0.03272227755249629,0.18031966222799206,0.31519214485436026,0.884401456302857,0.06540666235942225,0.749099398143135,0.9788361240038403,1.2982992231230033,1.0682307684800647,1.525308530176233,0.201,0.653,1.7654756341412028,0.17234732168000033,1.7589436795618045,0.8920086393088553
AR1_FixedZ0p7_muSD5_HC1p0_sigY1p36_sigC1p19,0.7,5.0,1.0,1.3580511528512091,1.1882947587448078,0.3257350824272154,0.0989086595061372,0.16006820234636207,0.4560668976679065,0.11900008330118071,0.06715310949882461,0.04649553526544928,0.20802694544427622,0.8082675423618654,0.11305905438919256,0.5985662488382197,0.9705272621036108,3.9061306483825025,9.447944224744488,1.1709541156578789,0.1855,0.5545,1.7656458664081451,0.09159576626855988,1.7651756933757008,0.8855291576673866
AR1_FixedZ0p7_muSD10_HC1p0_sigY1p36_sigC1p19,0.7,10.0,1.0,1.3580511528512091,1.1882947587448078,0.32574058839539627,0.09891209688443293,0.16006905586322862,0.4560758270492031,0.11900008330118071,0.06715310949882461,0.04649553526544928,0.20802694544427622,0.8082675423618654,0.11305905438919256,0.5985662488382197,0.9705272621036108,3.906215610408985,9.447944224744488,1.1709541156578789,0.1855,0.5545,1.7656461236260506,0.09160109365342722,1.7651756741722082,0.8855291576673866
AR1_FixedZ0p9_muSD5_HC5p0_sigY1p7_sigC1p36,0.9,5.0,5.0,1.6975639410640113,1.3580511528512091,0.2705786066214003,0.09417389341476733,0.12273375983264657,0.40475835275798283,0.16724330958941272,0.1136290454295884,0.05063336746167617,0.3656045681572221,0.49730667675417256,0.1931065096959775,0.06495046774973874,0.8290184103583007,4.131301721749151,4.70603220838161,1.3976986412607526,0.1925,0.3715,1.7668066902141204,0.04043310889797294,1.7682545711431852,0.9308855291576674
AR1_FixedZ0p9_muSD10_HC5p0_sigY1p7_sigC1p36,0.9,10.0,5.0,1.6975639410640113,1.3580511528512091,0.2705871828620235,0.09417974416222097,0.12273509911924275,0.4047740379804856,0.16724330958941272,0.1136290454295884,0.05063336746167617,0.3656045681572221,0.49730667675417256,0.1931065096959775,0.06495046774973874,0.8290184103583007,4.131477333875686,4.70603220838161,1.3976986412607526,0.1925,0.3715,1.766806865851438,0.0404415490725266,1.7682545535846443,0.9308855291576674
AR1_FixedZ0p9_muSD5_HC5p0_sigY1p7_sigC1p02,0.9,5.0,5.0,1.6975639410640113,1.0185383646384067,0.3778619902607659,0.03055031877053171,0.3208886267389497,0.4318458735366213,0.290118554758987,0.0445165904033325,0.2385149933249153,0.3749656574647737,0.5220557084449556,0.16246734795756718,0.20272079455850656,0.8083204317181021,1.0166123492409733,1.0086207112728316,1.2938474861714815,0.217,0.384,1.7669703718768943,0.13975891030397428,1.763339853372811,0.9352051835853131
AR1_FixedZ0p9_muSD10_HC5p0_sigY1p7_sigC1p02,0.9,10.0,5.0,1.6975639410640113,1.0185383646384067,0.377875049484834,0.030550855659394506,0.32090035322582233,0.43185882570301404,0.290118554758987,0.0445165904033325,0.2385149933249153,0.3749656574647737,0.5220557084449556,0.16246734795756718,0.20272079455850656,0.8083204317181021,1.0166117413900186,1.0086207112728316,1.2938474861714815,0.217,0.384,1.7669713184211175,0.13977152879629434,1.7633398015918043,0.9352051835853131
AR1_FixedZ0p5_muSD5_HC5p0_sigY1p36_sigC1p19,0.5,5.0,5.0,1.3580511528512091,1.1882947587448078,0.426665754896882,0.02668742016444168,0.3743329172269088,0.47911640719472964,0.3011759700044829,0.03295657552720193,0.244885093691236,0.38236575393295225,0.9597969739814968,0.026434337986123768,0.8895713415633834,0.99,1.0065371571734323,1.0016557754056634,1.0272776413996443,0.20400000000000001,0.796,1.7672570408664148,0.17708670772359147,1.760264194924726,0.8898488120950324
AR1_FixedZ0p5_muSD10_HC5p0_sigY1p36_sigC1p19,0.5,10.0,5.0,1.3580511528512091,1.1882947587448078,0.4266743337851636,0.026687710345621677,0.37434035226974943,0.47912538197545895,0.3011759700044829,0.03295657552720193,0.244885093691236,0.38236575393295225,0.9597969739814968,0.026434337986123768,0.8895713415633834,0.99,1.0065373936142712,1.0016557754056634,1.0272776413996443,0.20400000000000001,0.796,1.7672576957190662,0.17709411387269025,1.760264107097726,0.8898488120950324
AR1_FixedZ0p7_muSD5_HC5p0_sigY2p04_sigC1p36,0.7,5.0,5.0,2.0370767292768135,1.3580511528512091,0.30282358718970664,0.13213320391095495,0.11417415628067389,0.47315812508191957,0.1255959331925425,0.08919022371692394,0.03969534431384656,0.29191487570802643,0.5855835455243966,0.2999777667585116,0.1397574851979069,0.9654222523015502,5.722223748502883,3.5688022224327893,3.6099927378183394,0.2075,0.46499999999999997,1.7674042412714854,0.07131303832195347,1.7678751338209961,0.9676025917926566
AR1_FixedZ0p7_muSD10_HC5p0_sigY2p04_sigC1p36,0.7,10.0,5.0,2.0370767292768135,1.3580511528512091,0.302831619702302,0.13213986819784543,0.11417475728206446,0.47317330866151525,0.1255959331925425,0.08919022371692394,0.03969534431384656,0.29191487570802643,0.5855835455243966,0.2999777667585116,0.1397574851979069,0.9654222523015502,5.722452326088937,3.5688022224327893,3.6099927378183394,0.2075,0.46499999999999997,1.767404557908122,0.07132097184940638,1.7678751303231306,0.9676025917926566
AR1_FixedZ0p5_muSD5_HC1p0_sigY1p36_sigC1p36,0.5,5.0,1.0,1.3580511528512091,1.3580511528512091,0.4289526217079677,0.034201783136851335,0.36339348429513163,0.49534888207799815,0.23784476259152948,0.03747591619173491,0.18567218179248995,0.31600575384735785,0.9439045503305153,0.04293213850127168,0.8356743577521564,0.9888074678085093,1.182037665077605,1.2674122440191753,1.278070515435417,0.198,0.7515000000000001,1.7683046095581405,0.18519209337720607,1.7604826131280982,0.8812095032397408
AR1_FixedZ0p5_muSD10_HC1p0_sigY1p36_sigC1p36,0.5,10.0,1.0,1.3580511528512091,1.3580511528512091,0.4289622190899078,0.03420222681135637,0.3634019188736933,0.4953595530325039,0.23784476259152948,0.03747591619173491,0.18567218179248995,0.31600575384735785,0.9439045503305153,0.04293213850127168,0.8356743577521564,0.9888074678085093,1.182043928092874,1.2674122440191753,1.278070515435417,0.198,0.7515000000000001,1.7683054775255964,0.18520097831573434,1.7604825501521486,0.8812095032397408
AR1_FixedZ0p7_muSD5_HC2p5_sigY1p7_sigC1p02,0.7,5.0,2.5,1.6975639410640113,1.0185383646384067,0.42561510989837587,0.02737688250113114,0.3788595981823209,0.47973079083432046,0.2421983163723937,0.03218029580972287,0.1780911574646236,0.29144523018562984,0.9035302302611876,0.07441249827483583,0.7105615718478752,0.987772131479085,1.1325048314351776,1.1904234356421943,1.1995570039637902,0.20550000000000002,0.669,1.7683682081339631,0.18455008573952592,1.7606141929574153,0.9352051835853131
AR1_FixedZ0p7_muSD10_HC2p5_sigY1p7_sigC1p02,0.7,10.0,2.5,1.6975639410640113,1.0185383646384067,0.42562453501871694,0.027377243191123345,0.37886851757299217,0.4797409667145468,0.2421983163723937,0.03218029580972287,0.1780911574646236,0.29144523018562984,0.9035302302611876,0.07441249827483583,0.7105615718478752,0.987772131479085,1.1325107910698642,1.1904234356421943,1.1995570039637902,0.20550000000000002,0.669,1.7683690644692955,0.18455881403201302,1.7606141380120368,0.9352051835853131
AR1_FixedZ0p9_muSD5_HC5p0_sigY1p7_sigC0p849,0.9,5.0,5.0,1.6975639410640113,0.8487819705320057,0.40267680454743976,0.032187814646946984,0.3387090197694269,0.4630485901834831,0.25725514058132937,0.05297422271647839,0.17815469984024906,0.37332305669597776,0.6186337954930218,0.19999136368210274,0.21932761734432268,0.9627887702132001,1.033584434014492,1.3363553745068901,1.2922711210477276,0.2205,0.45499999999999996,1.7687778749010101,0.16192395241741092,1.7632557557616193,0.9330453563714903
AR1_FixedZ0p9_muSD10_HC5p0_sigY1p7_sigC0p849,0.9,10.0,5.0,1.6975639410640113,0.8487819705320057,0.40268876694066114,0.03218829186926352,0.33872018139477417,0.4630609582287845,0.25725514058132937,0.05297422271647839,0.17815469984024906,0.37332305669597776,0.6186337954930218,0.19999136368210274,0.21932761734432268,0.9627887702132001,1.0335873832161564,1.3363553745068901,1.2922711210477276,0.2205,0.45499999999999996,1.7687788834850973,0.16193547167556732,1.7632557095264039,0.9330453563714903
AR1_FixedZ0p7_muSD5_HC1p0_sigY1p7_sigC0p849,0.7,5.0,1.0,1.6975639410640113,0.8487819705320057,0.44205962774222873,0.02673667099186387,0.38849253074219126,0.4940164721377313,0.36612645833747237,0.02009232552232452,0.33626193367832047,0.4062965393000557,0.9647435221687637,0.023631302974098743,0.904391012631341,0.99,1.1081680677708987,1.3825244797551852,1.1734751033233362,0.1955,0.864,1.7688198587165793,0.1841730839544439,1.7611083662352314,0.9395248380129589
AR1_FixedZ0p7_muSD10_HC1p0_sigY1p7_sigC0p849,0.7,10.0,1.0,1.6975639410640113,0.8487819705320057,0.44206851507230743,0.02673697015442291,0.3885010298056878,0.4940259000134908,0.36612645833747237,0.02009232552232452,0.33626193367832047,0.4062965393000557,0.9647435221687637,0.023631302974098743,0.904391012631341,0.99,1.1081726501435858,1.3825244797551852,1.1734751033233362,0.1955,0.864,1.7688204826052576,0.18418015524158968,1.7611082530966882,0.9395248380129589
AR1_FixedZ0p9_muSD5_HC2p5_sigY1p7_sigC1p02,0.9,5.0,2.5,1.6975639410640113,1.0185383646384067,0.37862344969297534,0.03487330239359329,0.30688348929478,0.4469860618708353,0.2624627978915694,0.043472264459051564,0.2146410121509986,0.39667328725799195,0.3667917442388808,0.18430325170470177,-0.010980432936676497,0.6046227034001419,1.0599157876609246,1.0476180260978902,1.036016400678589,0.225,0.3625,1.7690778984138837,0.1427688652214854,1.7652149013819143,0.9330453563714903
AR1_FixedZ0p9_muSD10_HC2p5_sigY1p7_sigC1p02,0.9,10.0,2.5,1.6975639410640113,1.0185383646384067,0.37863628114307685,0.03487391612777363,0.3068944447941502,0.44699937452920485,0.2624627978915694,0.043472264459051564,0.2146410121509986,0.39667328725799195,0.3667917442388808,0.18430325170470177,-0.010980432936676497,0.6046227034001419,1.059919208094478,1.0476180260978902,1.036016400678589,0.225,0.3625,1.7690788899821717,0.14278145017154342,1.765214877164736,0.9330453563714903
AR1_FixedZ0p5_muSD5_HC1p0_sigY1p36_sigC1p19,0.5,5.0,1.0,1.3580511528512091,1.1882947587448078,0.43129389647066657,0.023556978082589778,0.385060908457757,0.47746018799911644,0.2594557361952073,0.04053074115799644,0.1838518111786401,0.32970026890998994,0.8973586406426697,0.0939263039419089,0.6768120897238026,0.9877900936656824,1.021141514726449,2.7116218612135725,1.4199914454477418,0.1905,0.703,1.7693462359422802,0.18613861439239104,1.7614311466817167,0.8876889848812095
AR1_FixedZ0p5_muSD10_HC1p0_sigY1p36_sigC1p19,0.5,10.0,1.0,1.3580511528512091,1.1882947587448078,0.43130218991319647,0.023557227652582252,0.38506914497393807,0.4774692921236057,0.2594557361952073,0.04053074115799644,0.1838518111786401,0.32970026890998994,0.8973586406426697,0.0939263039419089,0.6768120897238026,0.9877900936656824,1.0211461360721483,2.7116218612135725,1.4199914454477418,0.1905,0.703,1.7693469580735501,0.1861460668540812,1.7614310843714687,0.8876889848812095
AR1_FixedZ0p9_muSD5_HC2p5_sigY1p7_sigC0p849,0.9,5.0,2.5,1.6975639410640113,0.8487819705320057,0.40546093859589893,0.03224136640697396,0.3449916492380196,0.4584065728254139,0.23083375982048457,0.06009461064540608,0.12971461027783898,0.3143159017547145,0.6790400183397994,0.17360952600364843,0.306977769331892,0.9201721548390489,1.284275311293492,1.9046166689028405,2.2786121599600855,0.20350000000000001,0.468,1.7696522298833204,0.16840847561876313,1.7635262164448369,0.9330453563714903
AR1_FixedZ0p9_muSD10_HC2p5_sigY1p7_sigC0p849,0.9,10.0,2.5,1.6975639410640113,0.8487819705320057,0.4054728360313243,0.03224177982824054,0.345002357454562,0.4584186197787542,0.23083375982048457,0.06009461064540608,0.12971461027783898,0.3143159017547145,0.6790400183397994,0.17360952600364843,0.306977769331892,0.9201721548390489,1.2842817330705047,1.9046166689028405,2.2786121599600855,0.20350000000000001,0.468,1.7696532873640776,0.16842000149136388,1.7635261768093122,0.9330453563714903
