Rank_by_RMSE,Model,Z,mu_prior_sd,tau_halfcauchy_scale,sigma_y_used,sigma_c_used,Validation_RMSE,Validation_Bias,Validation_SE,Validation_Coverage,Rhat_mu,Rhat_tau,tau_accept_rate,Method_Type
42,Ind_FixedZ0p7_muSD5_HC5p0_sigY1p7_sigC0p849,0.7,5.0,5.0,1.6975639410640113,0.8487819705320057,1.7802041547920489,0.1963013877489585,1.771261915234743,0.9352051835853131,1.000963755145514,1.0720130934941896,0.21500000000000002,Bayesian independent fixed Z
43,Ind_FixedZ0p7_muSD10_HC5p0_sigY1p7_sigC0p849,0.7,10.0,5.0,1.6975639410640113,0.8487819705320057,1.7802048806197512,0.19630796997492517,1.771261915234743,0.9352051835853131,1.0009636741048993,1.0720130934941896,0.21500000000000002,Bayesian independent fixed Z
44,Ind_FixedZ0p7_muSD5_HC1p0_sigY1p7_sigC1p19,0.7,5.0,1.0,1.6975639410640113,1.1882947587448078,1.7805109078889219,0.17958284800943738,1.7733474658701125,0.9330453563714903,1.053443482775911,1.013036884660981,0.208,Bayesian independent fixed Z
45,Ind_FixedZ0p7_muSD10_HC1p0_sigY1p7_sigC1p19,0.7,10.0,1.0,1.6975639410640113,1.1882947587448078,1.7805119401464222,0.17959308224908155,1.7733474658701123,0.9330453563714903,1.0534438899748038,1.013036884660981,0.208,Bayesian independent fixed Z
46,Ind_FixedZ0p7_muSD5_HC1p0_sigY1p36_sigC1p19,0.7,5.0,1.0,1.3580511528512091,1.1882947587448078,1.7808789843018744,0.17079657367831405,1.7745873122771099,0.8790496760259179,1.0295252289064427,1.1166594904553857,0.205,Bayesian independent fixed Z
47,Ind_FixedZ0p7_muSD10_HC1p0_sigY1p36_sigC1p19,0.7,10.0,1.0,1.3580511528512091,1.1882947587448078,1.7808797848038176,0.17080492023085356,1.7745873122771099,0.8790496760259179,1.0295263074934085,1.1166594904553857,0.205,Bayesian independent fixed Z
48,Ind_FixedZ0p7_muSD5_HC1p0_sigY2p04_sigC0p849,0.7,5.0,1.0,2.0370767292768135,0.8487819705320057,1.7810726364125202,0.20846229974019342,1.7707443125690303,0.9654427645788337,1.1253179040475725,2.3996995106119132,0.198,Bayesian independent fixed Z
49,Ind_FixedZ0p7_muSD10_HC1p0_sigY2p04_sigC0p849,0.7,10.0,1.0,2.0370767292768135,0.8487819705320057,1.7810734902311611,0.20846959452096223,1.7707443125690303,0.9654427645788337,1.1253172980895552,2.3996995106119132,0.198,Bayesian independent fixed Z
50,Ind_FixedZ0p7_muSD5_HC1p0_sigY1p36_sigC0p849,0.7,5.0,1.0,1.3580511528512091,0.8487819705320057,1.7812553022227202,0.1890279163398832,1.7731128679463672,0.8855291576673866,1.1880438893049479,1.0743309184490215,0.1995,Bayesian independent fixed Z
51,Ind_FixedZ0p7_muSD10_HC1p0_sigY1p36_sigC0p849,0.7,10.0,1.0,1.3580511528512091,0.8487819705320057,1.7812559176454414,0.1890337155275397,1.7731128679463672,0.8855291576673866,1.1880469841274155,1.0743309184490215,0.1995,Bayesian independent fixed Z
