Model,Z_prior,mu_prior_sd,tau_halfcauchy_scale,sigma_y_used,sigma_c_used,mu_mean,mu_sd,mu_2.5%,mu_97.5%,tau_mean,tau_sd,tau_2.5%,tau_97.5%,phi_mean,phi_sd,phi_2.5%,phi_97.5%,Z_mean,Z_sd,Z_2.5%,Z_97.5%,Rhat_mu,Rhat_tau,Rhat_phi,Rhat_Z_mean,tau_accept_rate,phi_accept_rate,z_accept_rate,Validation_RMSE,Validation_Bias,Validation_SE,Validation_Coverage
AR1_SampledZ_Beta3_2_muSD5_HC5p0_sigY1p36_sigC1p02,"Beta(3,2)",5.0,5.0,1.3580511528512091,1.0185383646384067,0.4166727647139473,0.042712454565197754,0.3302941813566232,0.5053836838533899,0.7283508263405556,0.032914146671714765,0.6725178741767645,0.7881175617869312,0.9091546534376819,0.05883180232357806,0.7859115762517709,0.99,0.9806980059063408,0.0022776257391629202,0.9774576309196193,0.9844772420016149,0.9994390019338502,1.1661564022562352,1.1824497779205494,0.9999557305759335,0.216,0.6970000000000001,0.006833333333333334,1.6594031642850875,0.05666475781569642,1.6602292705703583,0.9308855291576674
AR1_SampledZ_Beta3_2_muSD10_HC1p0_sigY1p36_sigC0p849,"Beta(3,2)",10.0,1.0,1.3580511528512091,0.8487819705320057,0.4233815370814563,0.04152856160846877,0.34048946946320374,0.5033414005904919,0.7143729656373861,0.034780482567827425,0.6431485336043352,0.7726139247926095,0.940311114867919,0.04149648291358186,0.8525818347444882,0.99,0.9870927354075567,0.0026780842447415294,0.9840688724478096,0.9908336903909701,1.0389652211595433,1.0840284485447451,1.322214552774759,3.621095646331986,0.20700000000000002,0.7685,0.006666666666666666,1.66036155085063,0.0636230634343197,1.6609367610693835,0.9395248380129589
AR1_SampledZ_Beta3_2_muSD5_HC1p0_sigY1p36_sigC0p849,"Beta(3,2)",5.0,1.0,1.3580511528512091,0.8487819705320057,0.4233613263654086,0.04152753335211225,0.340471720983834,0.5033200116803025,0.7143729656373861,0.034780482567827425,0.6431485336043352,0.7726139247926095,0.940311114867919,0.04149648291358186,0.8525818347444882,0.99,0.9870927354075567,0.0026780842447415294,0.9840688724478096,0.9908336903909701,1.0389623513078863,1.0840284485447451,1.322214552774759,3.621095646331986,0.20700000000000002,0.7685,0.006666666666666666,1.660361756027046,0.06360746853669742,1.660937565208976,0.9395248380129589
AR1_SampledZ_Beta3_2_muSD10_HC2p5_sigY1p36_sigC0p849,"Beta(3,2)",10.0,2.5,1.3580511528512091,0.8487819705320057,0.41899909781593203,0.04031867828072073,0.3396051176006385,0.4948209476249644,0.6752045939250099,0.04014160754225891,0.586661833322447,0.7545187744895182,0.9539345595821647,0.028189664651784647,0.8829718603450522,0.9895682903881654,0.9843236653103083,0.0021234541289038436,0.9808074234691654,0.9876282088906679,1.0016489574589313,1.2749853733173047,1.140080218194518,1.2551328049067279,0.195,0.8415,0.007,1.6618513486727835,0.07018096532830662,1.6621647601453469,0.9330453563714903
AR1_SampledZ_Beta3_2_muSD5_HC2p5_sigY1p36_sigC0p849,"Beta(3,2)",5.0,2.5,1.3580511528512091,0.8487819705320057,0.41897994158192503,0.04031754605660825,0.33958724277787383,0.4947994665480534,0.6752045939250099,0.04014160754225891,0.586661833322447,0.7545187744895182,0.9539345595821647,0.028189664651784647,0.8829718603450522,0.9895682903881654,0.9843236653103083,0.0021234541289038436,0.9808074234691654,0.9876282088906679,1.0016495107955783,1.2749853733173047,1.140080218194518,1.2551328049067279,0.195,0.8415,0.007,1.6618514457828262,0.07016602828811613,1.6621654894260272,0.9330453563714903
AR1_SampledZ_Beta3_2_muSD5_HC1p0_sigY1p36_sigC1p19,"Beta(3,2)",5.0,1.0,1.3580511528512091,1.1882947587448078,0.3899351695999514,0.05283325074622028,0.3036502952264666,0.49021979052752046,0.5463534390839919,0.25157040918378015,0.19170100339693044,0.8445795575870707,0.9264970827105744,0.06977140681287769,0.7662729823639475,0.99,0.9812728027649124,0.006275931916327734,0.9709198281776792,0.9881808046286823,1.7393130654724627,3.8379782705974947,1.6379810548813032,0.9997366543989192,0.202,0.7745,0.008333333333333333,1.6894717308814065,0.07172162238157267,1.6897744744670877,0.9308855291576674
AR1_SampledZ_Beta3_2_muSD10_HC1p0_sigY1p36_sigC1p19,"Beta(3,2)",10.0,1.0,1.3580511528512091,1.1882947587448078,0.38995174914186714,0.0528379395963527,0.3036617406528037,0.49024385443923446,0.5463534390839919,0.25157040918378015,0.19170100339693044,0.8445795575870707,0.9264970827105744,0.06977140681287769,0.7662729823639475,0.99,0.9812728027649124,0.006275931916327734,0.9709198281776792,0.9881808046286823,1.7394210111191815,3.8379782705974947,1.6379810548813032,0.9997366543989192,0.202,0.7745,0.008333333333333333,1.6894717440849047,0.07173522003821879,1.6897739092469837,0.9308855291576674
AR1_SampledZ_Beta3_2_muSD10_HC2p5_sigY1p36_sigC1p36,"Beta(3,2)",10.0,2.5,1.3580511528512091,1.3580511528512091,0.30515372597469465,0.13996627382190632,0.10793172517885653,0.505783683810969,0.3994460960839567,0.3384306169207281,0.05380906738842384,0.7798411298207115,0.5455908690279744,0.39304816017317484,-0.023408125501561766,0.9870203153788204,0.9754054264023292,0.009032320183659901,0.9625151163222844,0.9887661819874562,4.96003827945702,25.738472304508633,5.439492441020468,1.4691059983918837,0.206,0.526,0.008666666666666666,1.7022019166391393,0.013291062740993688,1.7039911844337614,0.9222462203023758
AR1_SampledZ_Beta3_2_muSD5_HC2p5_sigY1p36_sigC1p36,"Beta(3,2)",5.0,2.5,1.3580511528512091,1.3580511528512091,0.30514194720596616,0.13995645357301287,0.10793098898901059,0.5057584724517887,0.3994460960839567,0.3384306169207281,0.05380906738842384,0.7798411298207115,0.5455908690279744,0.39304816017317484,-0.023408125501561766,0.9870203153788204,0.9754054264023292,0.009032320183659901,0.9625151163222844,0.9887661819874562,4.95980957524107,25.738472304508633,5.439492441020468,1.4691059983918837,0.206,0.526,0.008666666666666666,1.7022023277357545,0.013281771772672745,1.7039916685882277,0.9222462203023758
AR1_SampledZ_Beta3_2_muSD5_HC5p0_sigY1p36_sigC0p849,"Beta(3,2)",5.0,5.0,1.3580511528512091,0.8487819705320057,0.4541110807321003,0.05263236145090772,0.352035555592794,0.5456771858321128,0.7567668084903144,0.10292011510207041,0.6095129872728784,0.9023261290807283,0.7230548731772581,0.22724941908429225,0.36965316697704104,0.9790280812662513,0.8277219520010363,0.15047852858258057,0.6732366688540602,0.9813685202608339,1.798393319618621,3.929270676460955,4.994580867157656,47.794407553540395,0.2245,0.5605,0.005166666666666667,1.7141276785330979,0.14589607647656386,1.7097548869687653,0.9265658747300216
AR1_SampledZ_Beta3_2_muSD10_HC5p0_sigY1p36_sigC0p849,"Beta(3,2)",10.0,5.0,1.3580511528512091,0.8487819705320057,0.4541273849898447,0.05263149993381217,0.35205409291087797,0.5456934910368669,0.7567668084903144,0.10292011510207041,0.6095129872728784,0.9023261290807283,0.7230548731772581,0.22724941908429225,0.36965316697704104,0.9790280812662513,0.8277219520010363,0.15047852858258057,0.6732366688540602,0.9813685202608339,1.798301876970819,3.929270676460955,4.994580867157656,47.794407553540395,0.2245,0.5605,0.005166666666666667,1.714128315723675,0.1459074867191213,1.709754551372211,0.9265658747300216
AR1_SampledZ_Beta3_2_muSD5_HC2p5_sigY1p7_sigC1p36,"Beta(3,2)",5.0,2.5,1.6975639410640113,1.3580511528512091,0.3766563085230053,0.039625179494987776,0.30301901556112915,0.45925091291598963,0.46185346470795885,0.07293481087573694,0.378913708981328,0.6163993767004088,0.934046698846288,0.06577879081818572,0.7691146738485346,0.99,0.9902967087840647,0.004400003544795129,0.9714679102227151,0.994358556971345,1.0559121125265791,2.181304428329518,1.0011916119048514,1.3278725802318985,0.195,0.7115,0.008166666666666668,1.717862196475561,0.10266156705182834,1.7166466938287508,0.9438444924406048
AR1_SampledZ_Beta3_2_muSD10_HC2p5_sigY1p7_sigC1p36,"Beta(3,2)",10.0,2.5,1.6975639410640113,1.3580511528512091,0.37667699804756677,0.03962644374264139,0.3030381665581514,0.4592759528058987,0.46185346470795885,0.07293481087573694,0.378913708981328,0.6163993767004088,0.934046698846288,0.06577879081818572,0.7691146738485346,0.99,0.9902967087840647,0.004400003544795129,0.9714679102227151,0.994358556971345,1.0559274998785277,2.181304428329518,1.0011916119048514,1.3278725802318985,0.195,0.7115,0.008166666666666668,1.7178629296275398,0.10268053690760504,1.7166462920626764,0.9438444924406048
AR1_SampledZ_Beta3_2_muSD5_HC1p0_sigY1p7_sigC1p19,"Beta(3,2)",5.0,1.0,1.6975639410640113,1.1882947587448078,0.37889700825128314,0.04336222839274315,0.3035777591211699,0.47021363535509925,0.46277862658808505,0.06540683393850949,0.3862305834596037,0.5792564583966705,0.910127553473073,0.07593798316881809,0.7126468493316305,0.9885529135793728,0.9887471682856589,0.004456780682686952,0.9749779908651366,0.992490955394163,1.022514012303189,2.788026631316205,1.0772238068672408,1.6644305294837625,0.1805,0.6755,0.007166666666666667,1.7179884431770955,0.10301890410778812,1.7167518512555262,0.9503239740820735
AR1_SampledZ_Beta3_2_muSD10_HC1p0_sigY1p7_sigC1p19,"Beta(3,2)",10.0,1.0,1.6975639410640113,1.1882947587448078,0.3789174327832562,0.04336347982047739,0.303596314196824,0.4702378161765713,0.46277862658808505,0.06540683393850949,0.3862305834596037,0.5792564583966705,0.910127553473073,0.07593798316881809,0.7126468493316305,0.9885529135793728,0.9887471682856589,0.004456780682686952,0.9749779908651366,0.992490955394163,1.0225219965109218,2.788026631316205,1.0772238068672408,1.6644305294837625,0.1805,0.6755,0.007166666666666667,1.7179891906910496,0.10303765792805931,1.7167514730087696,0.9503239740820735
AR1_SampledZ_Beta3_2_muSD5_HC2p5_sigY1p7_sigC1p02,"Beta(3,2)",5.0,2.5,1.6975639410640113,1.0185383646384067,0.36845814610499655,0.046280170438042265,0.27601028402217254,0.46197074205103694,0.47761919345627346,0.03562193878837025,0.42216991590288844,0.5806229587856327,0.9121682253345735,0.0980779288448695,0.6020292204690874,0.9882290759422628,0.9764068953870394,0.03413968349064397,0.9377215771373347,0.9904783309603227,1.0025010001512793,1.4851996868544008,1.2898011211232865,1.0522888949131968,0.20450000000000002,0.6855,0.006500000000000001,1.7201945022369158,0.09315706543179975,1.7195281370616202,0.9481641468682506
AR1_SampledZ_Beta3_2_muSD10_HC2p5_sigY1p7_sigC1p02,"Beta(3,2)",10.0,2.5,1.6975639410640113,1.0185383646384067,0.36847708365528253,0.04628083354513625,0.27602702259789075,0.4619898634943044,0.47761919345627346,0.03562193878837025,0.42216991590288844,0.5806229587856327,0.9121682253345735,0.0980779288448695,0.6020292204690874,0.9882290759422628,0.9764068953870394,0.03413968349064397,0.9377215771373347,0.9904783309603227,1.0025003090031561,1.4851996868544008,1.2898011211232865,1.0522888949131968,0.20450000000000002,0.6855,0.006500000000000001,1.7201950733542746,0.0931742189246997,1.7195277782330691,0.9481641468682506
AR1_SampledZ_Beta3_2_muSD5_HC2p5_sigY1p7_sigC1p19,"Beta(3,2)",5.0,2.5,1.6975639410640113,1.1882947587448078,0.3854925275878843,0.047026714286197834,0.30075267452926246,0.480551176123899,0.5044255575404605,0.05074674410543468,0.3866822992026535,0.5940395953249304,0.8626822450001116,0.09813455086198651,0.6583961962408318,0.9821578787012455,0.9833745414739843,0.004814981521984401,0.9720383686710669,0.9883938567474898,1.080447406042451,1.238208505423113,2.012320333372164,1.0227310388689033,0.183,0.6234999999999999,0.004666666666666667,1.7210108854828368,0.10777659576204955,1.7194907744151149,0.9524838012958964
AR1_SampledZ_Beta3_2_muSD10_HC2p5_sigY1p7_sigC1p19,"Beta(3,2)",10.0,2.5,1.6975639410640113,1.1882947587448078,0.3855133910268311,0.04702832866591878,0.3007698077648351,0.48057802378089554,0.5044255575404605,0.05074674410543468,0.3866822992026535,0.5940395953249304,0.8626822450001116,0.09813455086198651,0.6583961962408318,0.9821578787012455,0.9833745414739843,0.004814981521984401,0.9720383686710669,0.9883938567474898,1.0804495511831849,1.238208505423113,2.012320333372164,1.0227310388689033,0.183,0.6234999999999999,0.004666666666666667,1.7210116737953494,0.10779557902309772,1.7194903725931996,0.9524838012958964
AR1_SampledZ_Beta3_2_muSD5_HC1p0_sigY1p7_sigC1p36,"Beta(3,2)",5.0,1.0,1.6975639410640113,1.3580511528512091,0.3628435610094523,0.036978844385108664,0.2908169930473102,0.4329293150628807,0.44897665247016577,0.12525567967877077,0.2990510400977595,0.6206659330071711,0.8893119909033973,0.059460684949716826,0.7583411043710857,0.9868750724755235,0.9865676124011137,0.00593726571325295,0.9768927628643862,0.9925216913411393,1.008394998478647,6.493569185676724,1.044040284976022,2.162189050350704,0.1915,0.634,0.008666666666666666,1.723894102379229,0.09053461227093854,1.7233772395782179,0.9481641468682506
AR1_SampledZ_Beta3_2_muSD10_HC1p0_sigY1p7_sigC1p36,"Beta(3,2)",10.0,1.0,1.6975639410640113,1.3580511528512091,0.36286301185673836,0.036979815658452965,0.290835473792724,0.43295078878567794,0.44897665247016577,0.12525567967877077,0.2990510400977595,0.6206659330071711,0.8893119909033973,0.059460684949716826,0.7583411043710857,0.9868750724755235,0.9865676124011137,0.00593726571325295,0.9768927628643862,0.9925216913411393,1.0084043861238818,6.493569185676724,1.044040284976022,2.162189050350704,0.1915,0.634,0.008666666666666666,1.7238946954242103,0.09055252215262477,1.72337689109105,0.9481641468682506
AR1_SampledZ_Beta3_2_muSD5_HC5p0_sigY1p7_sigC1p36,"Beta(3,2)",5.0,5.0,1.6975639410640113,1.3580511528512091,0.36634084385525006,0.04657430782061439,0.27595808156196283,0.46076191884142104,0.44343873302510833,0.06761688950279651,0.3303499966187124,0.5793692042160927,0.9109845848782512,0.0422739686595501,0.8189655138541816,0.970712350492474,0.9867394026992107,0.004274994875267111,0.978358359436232,0.992096587910314,1.0693592064097743,1.9307085568963538,1.0156300087408994,1.4625085736464958,0.1945,0.6990000000000001,0.008333333333333333,1.7246275374377371,0.1003036845146057,1.7235705679641242,0.9438444924406048
AR1_SampledZ_Beta3_2_muSD10_HC5p0_sigY1p7_sigC1p36,"Beta(3,2)",10.0,5.0,1.6975639410640113,1.3580511528512091,0.36636056293669006,0.046575961640902525,0.27597519249340513,0.4607860024507041,0.44343873302510833,0.06761688950279651,0.3303499966187124,0.5793692042160927,0.9109845848782512,0.0422739686595501,0.8189655138541816,0.970712350492474,0.9867394026992107,0.004274994875267111,0.978358359436232,0.992096587910314,1.069368291188039,1.9307085568963538,1.0156300087408994,1.4625085736464958,0.1945,0.6990000000000001,0.008333333333333333,1.7246282549246432,0.10032191212694186,1.723570224291345,0.9438444924406048
AR1_SampledZ_Beta3_2_muSD5_HC5p0_sigY1p7_sigC1p19,"Beta(3,2)",5.0,5.0,1.6975639410640113,1.1882947587448078,0.3611505305540187,0.04319406821079327,0.2731307435743767,0.43790515819584913,0.470876400946935,0.03319650280432899,0.4123665818528687,0.5390402454698965,0.8347246609081992,0.15136840657665698,0.4146442590188866,0.9830647402777873,0.9814139039392746,0.004208038482609068,0.9733469689263542,0.9877750106151711,1.0969352193993955,1.1797503199471642,1.0004283035108854,1.4565885993478052,0.187,0.604,0.008333333333333333,1.7249866364164126,0.09372638236668071,1.7243015669143749,0.9460043196544277
AR1_SampledZ_Beta3_2_muSD10_HC5p0_sigY1p7_sigC1p19,"Beta(3,2)",10.0,5.0,1.6975639410640113,1.1882947587448078,0.36116952034696265,0.0431953239612836,0.27314806719342943,0.4379240372626817,0.470876400946935,0.03319650280432899,0.4123665818528687,0.5390402454698965,0.8347246609081992,0.15136840657665698,0.4146442590188866,0.9830647402777873,0.9814139039392746,0.004208038482609068,0.9733469689263542,0.9877750106151711,1.0969414092496554,1.1797503199471642,1.0004283035108854,1.4565885993478052,0.187,0.604,0.008333333333333333,1.7249872707033085,0.09374390447406997,1.7243012482418827,0.9460043196544277
AR1_SampledZ_Beta3_2_muSD5_HC1p0_sigY1p7_sigC1p02,"Beta(3,2)",5.0,1.0,1.6975639410640113,1.0185383646384067,0.3725539798945863,0.04327365657315317,0.27651050716804887,0.44995672604286463,0.3813477839087245,0.09414987257965803,0.2462793392106465,0.5135957513086916,0.9370154410502952,0.05173233907822972,0.808624253721769,0.99,0.9824314129753396,0.0046631204414417805,0.972787227901941,0.9871970713505052,1.1399740298205487,4.880967166414857,1.131033686702386,1.6717525274082266,0.1805,0.726,0.007166666666666667,1.7331394960093067,0.11320883279265678,1.7313088124686296,0.9481641468682506
AR1_SampledZ_Beta3_2_muSD10_HC1p0_sigY1p7_sigC1p02,"Beta(3,2)",10.0,1.0,1.6975639410640113,1.0185383646384067,0.3725723151461411,0.04327443424938098,0.27652570434965057,0.4499784572863505,0.3813477839087245,0.09414987257965803,0.2462793392106465,0.5135957513086916,0.9370154410502952,0.05173233907822972,0.808624253721769,0.99,0.9824314129753396,0.0046631204414417805,0.972787227901941,0.9871970713505052,1.1399558688256972,4.880967166414857,1.131033686702386,1.6717525274082266,0.1805,0.726,0.007166666666666667,1.7331403465656834,0.11322594645857233,1.7313085442123248,0.9481641468682506
AR1_SampledZ_Beta3_2_muSD5_HC5p0_sigY1p7_sigC1p02,"Beta(3,2)",5.0,5.0,1.6975639410640113,1.0185383646384067,0.3745562390320512,0.05448501542388314,0.2887787352265798,0.5227309866220028,0.4099134299444303,0.07127456932177904,0.310692412994896,0.5930452259927146,0.8855522353316241,0.08649144469492914,0.673093536172675,0.9880717493841332,0.9566192246728306,0.07264149090294832,0.680088059790997,0.9827637733361186,1.268145089089657,1.0677483229443678,1.0482607807086552,1.10659035190017,0.2155,0.624,0.008166666666666666,1.7331793140817882,0.10914336377156947,1.7316103625289272,0.9481641468682506
AR1_SampledZ_Beta3_2_muSD10_HC5p0_sigY1p7_sigC1p02,"Beta(3,2)",10.0,5.0,1.6975639410640113,1.0185383646384067,0.37457366284854177,0.054485153133665365,0.28879596951081454,0.522745116588989,0.4099134299444303,0.07127456932177904,0.310692412994896,0.5930452259927146,0.8855522353316241,0.08649144469492914,0.673093536172675,0.9880717493841332,0.9566192246728306,0.07264149090294832,0.680088059790997,0.9827637733361186,1.2681533564787928,1.0677483229443678,1.0482607807086552,1.10659035190017,0.2155,0.624,0.008166666666666666,1.7331800893442484,0.10915940002883968,1.7316101271463924,0.9481641468682506
AR1_SampledZ_Beta3_2_muSD5_HC1p0_sigY1p7_sigC0p849,"Beta(3,2)",5.0,1.0,1.6975639410640113,0.8487819705320057,0.38719967108159487,0.04154198199488223,0.30599728434365214,0.4670902778042092,0.42806725461858686,0.04947640231620373,0.34858866260612814,0.5508730193023655,0.8638084154709239,0.1296552129648639,0.5418235045932219,0.9856221718647874,0.9831097923146563,0.0026003014065234848,0.9797976986152638,0.9885567972686727,1.1405347676537874,1.1133841410020202,1.1463196143399201,3.8393131404590886,0.20800000000000002,0.6245,0.005,1.7365215239012817,0.12318744673069687,1.7340202077071678,0.9416846652267818
