Rank_by_RMSE,Model,Z,mu_prior_sd,tau_halfcauchy_scale,sigma_y_used,sigma_c_used,Validation_RMSE,Validation_Bias,Validation_SE,Validation_Coverage,Rhat_mu,Rhat_tau,tau_accept_rate,Method_Type
14,Ind_FixedZ0p5_muSD5_HC1p0_sigY1p36_sigC1p36,0.5,5.0,1.0,1.3580511528512091,1.3580511528512091,1.7798732271181281,0.19500253377837842,1.7710723985558448,0.8790496760259179,1.3137270575715276,1.4577097725065977,0.201,Bayesian independent fixed Z
15,Ind_FixedZ0p5_muSD10_HC1p0_sigY1p36_sigC1p36,0.5,10.0,1.0,1.3580511528512091,1.3580511528512091,1.7798741838648462,0.19501126623003354,1.7710723985558448,0.8790496760259179,1.3137366688949508,1.4577097725065977,0.201,Bayesian independent fixed Z
16,Ind_FixedZ0p5_muSD5_HC5p0_sigY1p36_sigC1p36,0.5,5.0,5.0,1.3580511528512091,1.3580511528512091,1.7802311482653128,0.18324329164482459,1.7726905954956425,0.8768898488120951,1.1129478156860113,1.0663473472363056,0.216,Bayesian independent fixed Z
17,Ind_FixedZ0p5_muSD10_HC5p0_sigY1p36_sigC1p36,0.5,10.0,5.0,1.3580511528512091,1.3580511528512091,1.7802320251287918,0.18325181028561593,1.7726905954956427,0.8768898488120951,1.1129487391932986,1.0663473472363056,0.216,Bayesian independent fixed Z
18,Ind_FixedZ0p5_muSD5_HC2p5_sigY1p7_sigC1p36,0.5,5.0,2.5,1.6975639410640113,1.3580511528512091,1.7802816451561694,0.1890973996332316,1.7721251904764996,0.9287257019438445,1.0963039264964574,0.99930513853629,0.1975,Bayesian independent fixed Z
19,Ind_FixedZ0p5_muSD10_HC2p5_sigY1p7_sigC1p36,0.5,10.0,2.5,1.6975639410640113,1.3580511528512091,1.7802826824758493,0.18910716536265568,1.7721251904764996,0.9287257019438445,1.0963058660818783,0.99930513853629,0.1975,Bayesian independent fixed Z
20,Ind_FixedZ0p5_muSD5_HC1p0_sigY1p36_sigC1p19,0.5,5.0,1.0,1.3580511528512091,1.1882947587448078,1.7807342395619934,0.19284612079546115,1.7721760567780949,0.8812095032397408,1.114388960165911,2.055505877616286,0.20950000000000002,Bayesian independent fixed Z
21,Ind_FixedZ0p5_muSD10_HC1p0_sigY1p36_sigC1p19,0.5,10.0,1.0,1.3580511528512091,1.1882947587448078,1.7807350037158878,0.19285317683784736,1.7721760567780949,0.8812095032397408,1.114398818217452,2.055505877616286,0.20950000000000002,Bayesian independent fixed Z
22,Ind_FixedZ0p5_muSD5_HC5p0_sigY1p36_sigC1p19,0.5,5.0,5.0,1.3580511528512091,1.1882947587448078,1.7810668475548612,0.19689707305505086,1.772064608168421,0.8812095032397408,1.000367610426536,1.2779818208700409,0.2115,Bayesian independent fixed Z
23,Ind_FixedZ0p5_muSD10_HC5p0_sigY1p36_sigC1p19,0.5,10.0,5.0,1.3580511528512091,1.1882947587448078,1.781067651131263,0.19690434181314842,1.772064608168421,0.8812095032397408,1.0003676669519,1.2779818208700409,0.2115,Bayesian independent fixed Z
24,Ind_FixedZ0p5_muSD5_HC2p5_sigY2p04_sigC1p02,0.5,5.0,2.5,2.0370767292768135,1.0185383646384067,1.7812575999060754,0.2142347072651423,1.7702402342646448,0.9676025917926566,1.067596807016816,1.2166342366660654,0.21250000000000002,Bayesian independent fixed Z
25,Ind_FixedZ0p5_muSD10_HC2p5_sigY2p04_sigC1p02,0.5,10.0,2.5,2.0370767292768135,1.0185383646384067,1.7812584251717034,0.2142415688399588,1.7702402342646448,0.9676025917926566,1.0675967209723751,1.2166342366660654,0.21250000000000002,Bayesian independent fixed Z
26,Ind_FixedZ0p5_muSD5_HC5p0_sigY1p7_sigC1p02,0.5,5.0,5.0,1.6975639410640113,1.0185383646384067,1.7814792620585054,0.20433781595930994,1.7716358129284182,0.9330453563714903,1.165194001896821,2.394036542864366,0.188,Bayesian independent fixed Z
27,Ind_FixedZ0p5_muSD10_HC5p0_sigY1p7_sigC1p02,0.5,10.0,5.0,1.6975639410640113,1.0185383646384067,1.7814799761635414,0.20434404165073325,1.7716358129284182,0.9330453563714903,1.165199332557102,2.394036542864366,0.188,Bayesian independent fixed Z
28,Ind_FixedZ0p5_muSD5_HC2p5_sigY1p7_sigC1p19,0.5,5.0,2.5,1.6975639410640113,1.1882947587448078,1.7817537990461434,0.2020516868843936,1.7721751832509411,0.9330453563714903,1.0005434653105278,1.0084639965301925,0.21050000000000002,Bayesian independent fixed Z
29,Ind_FixedZ0p5_muSD10_HC2p5_sigY1p7_sigC1p19,0.5,10.0,2.5,1.6975639410640113,1.1882947587448078,1.7817547394291042,0.20205997930203662,1.772175183250941,0.9330453563714903,1.0005433993076185,1.0084639965301925,0.21050000000000002,Bayesian independent fixed Z
30,Ind_FixedZ0p5_muSD5_HC1p0_sigY1p7_sigC1p19,0.5,5.0,1.0,1.6975639410640113,1.1882947587448078,1.782022366516861,0.207544703570931,1.7718096050066359,0.9330453563714903,1.0159204157770265,1.1793775155677975,0.1995,Bayesian independent fixed Z
31,Ind_FixedZ0p5_muSD10_HC1p0_sigY1p7_sigC1p19,0.5,10.0,1.0,1.6975639410640113,1.1882947587448078,1.7820233225448585,0.20755291206776197,1.7718096050066359,0.9330453563714903,1.0159207446579186,1.1793775155677975,0.1995,Bayesian independent fixed Z
32,Ind_FixedZ0p5_muSD5_HC5p0_sigY1p7_sigC1p36,0.5,5.0,5.0,1.6975639410640113,1.3580511528512091,1.7820373093836883,0.1995817933907717,1.7727412608134794,0.9308855291576674,1.0175984861083427,1.1498669788817462,0.218,Bayesian independent fixed Z
33,Ind_FixedZ0p5_muSD10_HC5p0_sigY1p7_sigC1p36,0.5,10.0,5.0,1.6975639410640113,1.3580511528512091,1.7820384192472405,0.19959170296088286,1.7727412608134796,0.9308855291576674,1.0175996526027553,1.1498669788817462,0.218,Bayesian independent fixed Z
34,Ind_FixedZ0p5_muSD5_HC1p0_sigY1p36_sigC1p02,0.5,5.0,1.0,1.3580511528512091,1.0185383646384067,1.7822149992983416,0.20499568790095746,1.7723011029525286,0.8833693304535637,1.0050932319481676,1.5928544927876884,0.20500000000000002,Bayesian independent fixed Z
35,Ind_FixedZ0p5_muSD10_HC1p0_sigY1p36_sigC1p02,0.5,10.0,1.0,1.3580511528512091,1.0185383646384067,1.7822156763797607,0.2050015743055845,1.7723011029525286,0.8833693304535637,1.0050929056123494,1.5928544927876884,0.20500000000000002,Bayesian independent fixed Z
36,Ind_FixedZ0p5_muSD5_HC5p0_sigY1p36_sigC1p02,0.5,5.0,5.0,1.3580511528512091,1.0185383646384067,1.7828998149119684,0.19339157968093074,1.7742972878404357,0.8855291576673866,1.0942774360969365,1.0012932540302453,0.2115,Bayesian independent fixed Z
37,Ind_FixedZ0p5_muSD10_HC5p0_sigY1p36_sigC1p02,0.5,10.0,5.0,1.3580511528512091,1.0185383646384067,1.7829004456349409,0.19339739430412423,1.7742972878404357,0.8855291576673866,1.0942789034642169,1.0012932540302453,0.2115,Bayesian independent fixed Z
38,Ind_FixedZ0p5_muSD5_HC2p5_sigY1p36_sigC1p19,0.5,5.0,2.5,1.3580511528512091,1.1882947587448078,1.7831358302151195,0.1952988612556586,1.7743256126197002,0.8812095032397408,1.0018701797329992,1.1845035359965204,0.21650000000000003,Bayesian independent fixed Z
39,Ind_FixedZ0p5_muSD10_HC2p5_sigY1p36_sigC1p19,0.5,10.0,2.5,1.3580511528512091,1.1882947587448078,1.7831366275682108,0.19530614118896922,1.7743256126197,0.8812095032397408,1.0018703889509257,1.1845035359965204,0.21650000000000003,Bayesian independent fixed Z
40,Ind_FixedZ0p5_muSD5_HC1p0_sigY1p7_sigC1p02,0.5,5.0,1.0,1.6975639410640113,1.0185383646384067,1.7832446384755811,0.21050791324062876,1.7726914496587254,0.9352051835853131,1.001611528541635,1.0312274948091085,0.197,Bayesian independent fixed Z
41,Ind_FixedZ0p5_muSD10_HC1p0_sigY1p7_sigC1p02,0.5,10.0,1.0,1.6975639410640113,1.0185383646384067,1.7832454088254663,0.21051443889225746,1.7726914496587252,0.9352051835853131,1.0016114688233282,1.0312274948091085,0.197,Bayesian independent fixed Z
42,Ind_FixedZ0p5_muSD5_HC5p0_sigY1p7_sigC1p19,0.5,5.0,5.0,1.6975639410640113,1.1882947587448078,1.7834613181097714,0.20179825383710354,1.7739245474781267,0.9352051835853131,1.2683501379367048,1.213902293898854,0.223,Bayesian independent fixed Z
43,Ind_FixedZ0p5_muSD10_HC5p0_sigY1p7_sigC1p19,0.5,10.0,5.0,1.6975639410640113,1.1882947587448078,1.7834622497524524,0.20180648738318768,1.7739245474781267,0.9352051835853131,1.2683530297506,1.213902293898854,0.223,Bayesian independent fixed Z
44,Ind_FixedZ0p5_muSD5_HC2p5_sigY1p7_sigC1p02,0.5,5.0,2.5,1.6975639410640113,1.0185383646384067,1.7839523674447486,0.2115565667745909,1.7732798683394493,0.9352051835853131,1.0207759510513474,1.9567441840564335,0.1825,Bayesian independent fixed Z
45,Ind_FixedZ0p5_muSD10_HC2p5_sigY1p7_sigC1p02,0.5,10.0,2.5,1.6975639410640113,1.0185383646384067,1.7839531406029343,0.21156308633785825,1.7732798683394493,0.9352051835853131,1.0207754946490568,1.9567441840564335,0.1825,Bayesian independent fixed Z
46,Ind_FixedZ0p5_muSD5_HC5p0_sigY2p04_sigC1p36,0.5,5.0,5.0,2.0370767292768135,1.3580511528512091,1.7847490937975306,0.20400651886558596,1.7749690804678997,0.9676025917926566,1.2416373988863203,1.0617949550968662,0.224,Bayesian independent fixed Z
47,Ind_FixedZ0p5_muSD10_HC5p0_sigY2p04_sigC1p36,0.5,10.0,5.0,2.0370767292768135,1.3580511528512091,1.784750332923175,0.20401735906028204,1.7749690804678997,0.9676025917926566,1.2416428767185037,1.0617949550968662,0.224,Bayesian independent fixed Z
48,Ind_FixedZ0p5_muSD5_HC2p5_sigY2p04_sigC1p19,0.5,5.0,2.5,2.0370767292768135,1.1882947587448078,1.785096717862157,0.2127968083139609,1.774284964361355,0.9632829373650108,1.0475601065155453,1.1206554453604411,0.1995,Bayesian independent fixed Z
49,Ind_FixedZ0p5_muSD10_HC2p5_sigY2p04_sigC1p19,0.5,10.0,2.5,2.0370767292768135,1.1882947587448078,1.7850977929682268,0.2128058269089396,1.7742849643613552,0.9632829373650108,1.0475619839708061,1.1206554453604411,0.1995,Bayesian independent fixed Z
50,Ind_FixedZ0p5_muSD5_HC5p0_sigY2p04_sigC1p19,0.5,5.0,5.0,2.0370767292768135,1.1882947587448078,1.7854393278748855,0.19290466065423975,1.776907658165831,0.9654427645788337,1.0045943241718789,1.690179656846703,0.22449999999999998,Bayesian independent fixed Z
51,Ind_FixedZ0p5_muSD10_HC5p0_sigY2p04_sigC1p19,0.5,10.0,5.0,2.0370767292768135,1.1882947587448078,1.78544025606101,0.19291325134114154,1.776907658165831,0.9654427645788337,1.004594323097544,1.690179656846703,0.22449999999999998,Bayesian independent fixed Z
52,Ind_FixedZ0p5_muSD5_HC1p0_sigY2p04_sigC1p02,0.5,5.0,1.0,2.0370767292768135,1.0185383646384067,1.7855000645514332,0.210088013173994,1.775015050146084,0.9654427645788337,1.1645441880007807,1.2161690560570686,0.2015,Bayesian independent fixed Z
53,Ind_FixedZ0p5_muSD10_HC1p0_sigY2p04_sigC1p02,0.5,10.0,1.0,2.0370767292768135,1.0185383646384067,1.785500860045339,0.21009477382569336,1.775015050146084,0.9654427645788337,1.1645488793276337,1.2161690560570686,0.2015,Bayesian independent fixed Z
54,Ind_FixedZ0p5_muSD5_HC1p0_sigY2p04_sigC1p19,0.5,5.0,1.0,2.0370767292768135,1.1882947587448078,1.7858176535178698,0.2236306040433258,1.773676607216034,0.9632829373650108,1.1778676868875557,1.4493848011597905,0.1865,Bayesian independent fixed Z
55,Ind_FixedZ0p5_muSD10_HC1p0_sigY2p04_sigC1p19,0.5,10.0,1.0,2.0370767292768135,1.1882947587448078,1.785818785959337,0.22363964705300757,1.773676607216034,0.9632829373650108,1.1778752695726542,1.4493848011597905,0.1865,Bayesian independent fixed Z
56,Ind_FixedZ0p5_muSD5_HC2p5_sigY2p04_sigC1p36,0.5,5.0,2.5,2.0370767292768135,1.3580511528512091,1.7876457398664585,0.2169709493866984,1.7763490793885757,0.9654427645788337,1.0006226236912559,1.345054662162305,0.1865,Bayesian independent fixed Z
57,Ind_FixedZ0p5_muSD10_HC2p5_sigY2p04_sigC1p36,0.5,10.0,2.5,2.0370767292768135,1.3580511528512091,1.7876470990866147,0.21698214785520006,1.7763490793885757,0.9654427645788337,1.0006228851323986,1.345054662162305,0.1865,Bayesian independent fixed Z
58,Ind_FixedZ0p5_muSD5_HC5p0_sigY1p36_sigC0p849,0.5,5.0,5.0,1.3580511528512091,0.8487819705320057,1.7972322177226177,0.21212514654709594,1.7866002929614744,0.8920086393088553,0.9996093207936084,0.9993316062718066,0.199,Bayesian independent fixed Z
59,Ind_FixedZ0p5_muSD10_HC5p0_sigY1p36_sigC0p849,0.5,10.0,5.0,1.3580511528512091,0.8487819705320057,1.7972327603577127,0.21212974397870807,1.7866002929614744,0.8920086393088553,0.9996093263016839,0.9993316062718066,0.199,Bayesian independent fixed Z
60,Ind_FixedZ0p5_muSD5_HC2p5_sigY1p36_sigC0p849,0.5,5.0,2.5,1.3580511528512091,0.8487819705320057,1.8013772522341511,0.20803201567691296,1.7912600968096415,0.8941684665226782,1.0182336819178914,1.0332393367793486,0.2115,Bayesian independent fixed Z
61,Ind_FixedZ0p5_muSD10_HC2p5_sigY1p36_sigC0p849,0.5,10.0,2.5,1.3580511528512091,0.8487819705320057,1.8013777797196335,0.20803658319530097,1.7912600968096415,0.8941684665226782,1.0182336132242,1.0332393367793486,0.2115,Bayesian independent fixed Z
62,Ind_FixedZ0p5_muSD5_HC5p0_sigY1p7_sigC0p849,0.5,5.0,5.0,1.6975639410640113,0.8487819705320057,1.802917426252692,0.21382273131779983,1.7921294213026793,0.9438444924406048,1.0075998175384855,1.004004931283174,0.20650000000000002,Bayesian independent fixed Z
63,Ind_FixedZ0p5_muSD10_HC5p0_sigY1p7_sigC0p849,0.5,10.0,5.0,1.6975639410640113,0.8487819705320057,1.8029180067777728,0.21382762615272582,1.7921294213026795,0.9438444924406048,1.0076000104910672,1.004004931283174,0.20650000000000002,Bayesian independent fixed Z
64,Ind_FixedZ0p5_muSD5_HC1p0_sigY2p04_sigC0p849,0.5,5.0,1.0,2.0370767292768135,0.8487819705320057,1.8036565627334362,0.21854746213666054,1.7923035816046404,0.9568034557235421,1.0062058247845487,1.0023538327470294,0.1775,Bayesian independent fixed Z
65,Ind_FixedZ0p5_muSD10_HC1p0_sigY2p04_sigC0p849,0.5,10.0,1.0,2.0370767292768135,0.8487819705320057,1.8036571803641577,0.21855255934022982,1.7923035816046404,0.9568034557235421,1.0062059532225078,1.0023538327470294,0.1775,Bayesian independent fixed Z
66,Ind_FixedZ0p5_muSD5_HC1p0_sigY1p7_sigC0p849,0.5,5.0,1.0,1.6975639410640113,0.8487819705320057,1.803679554364546,0.21821513543346824,1.7923673475997555,0.937365010799136,1.0027840823378822,1.0325481973610218,0.1895,Bayesian independent fixed Z
67,Ind_FixedZ0p5_muSD10_HC1p0_sigY1p7_sigC0p849,0.5,10.0,1.0,1.6975639410640113,0.8487819705320057,1.8036801454735452,0.2182200212515549,1.7923673475997555,0.937365010799136,1.002783980416463,1.0325481973610218,0.1895,Bayesian independent fixed Z
68,Ind_FixedZ0p5_muSD5_HC2p5_sigY1p7_sigC0p849,0.5,5.0,2.5,1.6975639410640113,0.8487819705320057,1.8047446803786775,0.21256645391809317,1.794121252690912,0.937365010799136,1.0004202024156654,0.9993237763794872,0.2115,Bayesian independent fixed Z
69,Ind_FixedZ0p5_muSD10_HC2p5_sigY1p7_sigC0p849,0.5,10.0,2.5,1.6975639410640113,0.8487819705320057,1.8047452567152868,0.21257134711080938,1.7941212526909118,0.937365010799136,1.000420214457052,0.9993237763794872,0.2115,Bayesian independent fixed Z
70,Ind_FixedZ0p5_muSD5_HC5p0_sigY2p04_sigC0p849,0.5,5.0,5.0,2.0370767292768135,0.8487819705320057,1.8054590189140325,0.2160083815406552,1.7944295033682922,0.9632829373650108,1.0035730463988668,1.182882585533196,0.21350000000000002,Bayesian independent fixed Z
71,Ind_FixedZ0p5_muSD10_HC5p0_sigY2p04_sigC0p849,0.5,10.0,5.0,2.0370767292768135,0.8487819705320057,1.8054596230881663,0.21601343134040524,1.7944295033682922,0.9632829373650108,1.0035728124623757,1.182882585533196,0.21350000000000002,Bayesian independent fixed Z
72,Ind_FixedZ0p5_muSD5_HC1p0_sigY1p36_sigC0p849,0.5,5.0,1.0,1.3580511528512091,0.8487819705320057,1.8063893981663133,0.20850333408632865,1.7962566023788598,0.8876889848812095,1.00086302823062,1.0570018350904509,0.206,Bayesian independent fixed Z
73,Ind_FixedZ0p5_muSD10_HC1p0_sigY1p36_sigC0p849,0.5,10.0,1.0,1.3580511528512091,0.8487819705320057,1.8063899281094944,0.20850792525197726,1.7962566023788598,0.8876889848812095,1.0008629430660338,1.0570018350904509,0.206,Bayesian independent fixed Z
74,Ind_FixedZ0p5_muSD5_HC2p5_sigY2p04_sigC0p849,0.5,5.0,2.5,2.0370767292768135,0.8487819705320057,1.8100000294103322,0.21722723940396255,1.7988611455241323,0.9632829373650108,0.999343270980705,1.0075097675835738,0.19,Bayesian independent fixed Z
75,Ind_FixedZ0p5_muSD10_HC2p5_sigY2p04_sigC0p849,0.5,10.0,2.5,2.0370767292768135,0.8487819705320057,1.8100006362239256,0.21723229549189835,1.7988611455241321,0.9632829373650108,0.9993432769348888,1.0075097675835738,0.19,Bayesian independent fixed Z
