Rank_by_RMSE,Model,Z_prior,mu_prior_sd,tau_halfcauchy_scale,Z_mean,sigma_y_used,sigma_c_used,Validation_RMSE,Validation_Bias,Validation_SE,Validation_Coverage,Rhat_mu,Rhat_tau,Rhat_phi,Rhat_Z_mean,tau_accept_rate,phi_accept_rate,z_accept_rate,Method_Type
1,AR1_SampledZ_Beta3_2_muSD10_HC2p5_sigY1p36_sigC1p02,"Beta(3,2)",10.0,2.5,0.9890258106650643,1.3580511528512091,1.0185383646384067,1.6470113757412312,0.06375406039049018,1.6475571683470833,0.937365010799136,1.0052108560213553,1.2406985269062947,1.167314487043471,1.002501159258966,0.1835,0.7809999999999999,0.005833333333333334,Bayesian AR(1) sampled Z
2,AR1_SampledZ_Beta3_2_muSD5_HC2p5_sigY1p36_sigC1p02,"Beta(3,2)",5.0,2.5,0.9890258106650643,1.3580511528512091,1.0185383646384067,1.6470116279147204,0.06373744591781777,1.6475580652056288,0.937365010799136,1.0052086747573752,1.2406985269062947,1.167314487043471,1.002501159258966,0.1835,0.7809999999999999,0.005833333333333334,Bayesian AR(1) sampled Z
3,AR1_SampledZ_Beta3_2_muSD10_HC5p0_sigY1p36_sigC1p19,"Beta(3,2)",10.0,5.0,0.9855270675817365,1.3580511528512091,1.1882947587448078,1.6484124764935126,0.06316079042339215,1.6489837159717098,0.9395248380129589,1.0098021898168186,1.0299374252998417,1.2946223079279005,1.0104396283290122,0.211,0.739,0.008166666666666666,Bayesian AR(1) sampled Z
4,AR1_SampledZ_Beta3_2_muSD5_HC5p0_sigY1p36_sigC1p19,"Beta(3,2)",5.0,5.0,0.9855270675817365,1.3580511528512091,1.1882947587448078,1.6484127321681572,0.0631439936474979,1.648984616782141,0.9395248380129589,1.0098000697781815,1.0299374252998417,1.2946223079279005,1.0104396283290122,0.211,0.739,0.008166666666666666,Bayesian AR(1) sampled Z
5,AR1_SampledZ_Beta3_2_muSD10_HC5p0_sigY1p36_sigC1p36,"Beta(3,2)",10.0,5.0,0.9819963324824598,1.3580511528512091,1.3580511528512091,1.650735396914973,0.0689581281784895,1.6510784189865924,0.9438444924406048,1.0233723650617264,1.013350148492191,1.0702164544274064,1.0231074889190934,0.1985,0.8095,0.0085,Bayesian AR(1) sampled Z
6,AR1_SampledZ_Beta3_2_muSD5_HC5p0_sigY1p36_sigC1p36,"Beta(3,2)",5.0,5.0,0.9819963324824598,1.3580511528512091,1.3580511528512091,1.6507356103135251,0.0689410657538608,1.6510793468773088,0.9438444924406048,1.0233716323119117,1.013350148492191,1.0702164544274064,1.0231074889190934,0.1985,0.8095,0.0085,Bayesian AR(1) sampled Z
7,AR1_SampledZ_Beta3_2_muSD10_HC2p5_sigY1p36_sigC1p19,"Beta(3,2)",10.0,2.5,0.9855946397325117,1.3580511528512091,1.1882947587448078,1.653277294725631,0.060696491002454535,1.653949837422473,0.9395248380129589,0.9998024271258737,0.9997690940912014,1.1273626698489256,1.967538563316537,0.2005,0.7629999999999999,0.0061666666666666675,Bayesian AR(1) sampled Z
8,AR1_SampledZ_Beta3_2_muSD5_HC2p5_sigY1p36_sigC1p19,"Beta(3,2)",5.0,2.5,0.9855946397325117,1.3580511528512091,1.1882947587448078,1.6532775833929712,0.060679918330286006,1.6539507360123025,0.9395248380129589,0.9998026319919585,0.9997690940912014,1.1273626698489256,1.967538563316537,0.2005,0.7629999999999999,0.0061666666666666675,Bayesian AR(1) sampled Z
9,AR1_SampledZ_Beta3_2_muSD10_HC1p0_sigY1p36_sigC1p02,"Beta(3,2)",10.0,1.0,0.9890007671154779,1.3580511528512091,1.0185383646384067,1.6553833162824494,0.06481032577530525,1.6559033262544927,0.9395248380129589,0.9992857107008163,1.0051083351220742,1.3023725835271658,1.006873903065726,0.1985,0.8165,0.005666666666666667,Bayesian AR(1) sampled Z
10,AR1_SampledZ_Beta3_2_muSD5_HC1p0_sigY1p36_sigC1p02,"Beta(3,2)",5.0,1.0,0.9890007671154779,1.3580511528512091,1.0185383646384067,1.6553835920304645,0.0647934223676118,1.6559042654395866,0.9395248380129589,0.9992857053902694,1.0051083351220742,1.3023725835271658,1.006873903065726,0.1985,0.8165,0.005666666666666667,Bayesian AR(1) sampled Z
11,AR1_SampledZ_Beta3_2_muSD10_HC1p0_sigY1p36_sigC1p36,"Beta(3,2)",10.0,1.0,0.9852687850698437,1.3580511528512091,1.3580511528512091,1.65697361588387,0.058986987071344435,1.6577144934307106,0.9352051835853131,1.005108985568696,1.055360842206061,1.0479064990048916,1.02514191949783,0.21350000000000002,0.8125,0.006833333333333334,Bayesian AR(1) sampled Z
12,AR1_SampledZ_Beta3_2_muSD5_HC1p0_sigY1p36_sigC1p36,"Beta(3,2)",5.0,1.0,0.9852687850698437,1.3580511528512091,1.3580511528512091,1.6569739182516305,0.05897034718599389,1.6577153896175985,0.9352051835853131,1.005109969661364,1.055360842206061,1.0479064990048916,1.02514191949783,0.21350000000000002,0.8125,0.006833333333333334,Bayesian AR(1) sampled Z
13,AR1_SampledZ_Beta3_2_muSD10_HC5p0_sigY1p36_sigC1p02,"Beta(3,2)",10.0,5.0,0.9806980059063408,1.3580511528512091,1.0185383646384067,1.6594029040125153,0.05668024406155753,1.660228480091465,0.9308855291576674,0.999438965656394,1.1661564022562352,1.1824497779205494,0.9999557305759335,0.216,0.6970000000000001,0.006833333333333334,Bayesian AR(1) sampled Z
14,AR1_SampledZ_Beta3_2_muSD5_HC5p0_sigY1p36_sigC1p02,"Beta(3,2)",5.0,5.0,0.9806980059063408,1.3580511528512091,1.0185383646384067,1.6594031642850875,0.05666475781569642,1.6602292705703583,0.9308855291576674,0.9994390019338502,1.1661564022562352,1.1824497779205494,0.9999557305759335,0.216,0.6970000000000001,0.006833333333333334,Bayesian AR(1) sampled Z
15,AR1_SampledZ_Beta3_2_muSD10_HC1p0_sigY1p36_sigC0p849,"Beta(3,2)",10.0,1.0,0.9870927354075567,1.3580511528512091,0.8487819705320057,1.66036155085063,0.0636230634343197,1.6609367610693835,0.9395248380129589,1.0389652211595433,1.0840284485447451,1.322214552774759,3.621095646331986,0.20700000000000002,0.7685,0.006666666666666666,Bayesian AR(1) sampled Z
16,AR1_SampledZ_Beta3_2_muSD5_HC1p0_sigY1p36_sigC0p849,"Beta(3,2)",5.0,1.0,0.9870927354075567,1.3580511528512091,0.8487819705320057,1.660361756027046,0.06360746853669742,1.660937565208976,0.9395248380129589,1.0389623513078863,1.0840284485447451,1.322214552774759,3.621095646331986,0.20700000000000002,0.7685,0.006666666666666666,Bayesian AR(1) sampled Z
17,AR1_SampledZ_Beta3_2_muSD10_HC2p5_sigY1p36_sigC0p849,"Beta(3,2)",10.0,2.5,0.9843236653103083,1.3580511528512091,0.8487819705320057,1.6618513486727835,0.07018096532830662,1.6621647601453469,0.9330453563714903,1.0016489574589313,1.2749853733173047,1.140080218194518,1.2551328049067279,0.195,0.8415,0.007,Bayesian AR(1) sampled Z
18,AR1_SampledZ_Beta3_2_muSD5_HC2p5_sigY1p36_sigC0p849,"Beta(3,2)",5.0,2.5,0.9843236653103083,1.3580511528512091,0.8487819705320057,1.6618514457828262,0.07016602828811613,1.6621654894260272,0.9330453563714903,1.0016495107955783,1.2749853733173047,1.140080218194518,1.2551328049067279,0.195,0.8415,0.007,Bayesian AR(1) sampled Z
19,MICE-style iterative regression,,,,,,,1.681353368294812,-0.0586376178746888,1.6821481129908267,,,,,,,,,Comparison method
20,AR1_SampledZ_Beta3_2_muSD5_HC1p0_sigY1p36_sigC1p19,"Beta(3,2)",5.0,1.0,0.9812728027649124,1.3580511528512091,1.1882947587448078,1.6894717308814065,0.07172162238157267,1.6897744744670877,0.9308855291576674,1.7393130654724627,3.8379782705974947,1.6379810548813032,0.9997366543989192,0.202,0.7745,0.008333333333333333,Bayesian AR(1) sampled Z
21,AR1_SampledZ_Beta3_2_muSD10_HC1p0_sigY1p36_sigC1p19,"Beta(3,2)",10.0,1.0,0.9812728027649124,1.3580511528512091,1.1882947587448078,1.6894717440849047,0.07173522003821879,1.6897739092469837,0.9308855291576674,1.7394210111191815,3.8379782705974947,1.6379810548813032,0.9997366543989192,0.202,0.7745,0.008333333333333333,Bayesian AR(1) sampled Z
22,AR1_SampledZ_Beta3_2_muSD10_HC2p5_sigY1p36_sigC1p36,"Beta(3,2)",10.0,2.5,0.9754054264023292,1.3580511528512091,1.3580511528512091,1.7022019166391393,0.013291062740993688,1.7039911844337614,0.9222462203023758,4.96003827945702,25.738472304508633,5.439492441020468,1.4691059983918837,0.206,0.526,0.008666666666666666,Bayesian AR(1) sampled Z
23,AR1_SampledZ_Beta3_2_muSD5_HC2p5_sigY1p36_sigC1p36,"Beta(3,2)",5.0,2.5,0.9754054264023292,1.3580511528512091,1.3580511528512091,1.7022023277357545,0.013281771772672745,1.7039916685882277,0.9222462203023758,4.95980957524107,25.738472304508633,5.439492441020468,1.4691059983918837,0.206,0.526,0.008666666666666666,Bayesian AR(1) sampled Z
24,AR1_SampledZ_Beta3_2_muSD5_HC5p0_sigY1p36_sigC0p849,"Beta(3,2)",5.0,5.0,0.8277219520010363,1.3580511528512091,0.8487819705320057,1.7141276785330979,0.14589607647656386,1.7097548869687653,0.9265658747300216,1.798393319618621,3.929270676460955,4.994580867157656,47.794407553540395,0.2245,0.5605,0.005166666666666667,Bayesian AR(1) sampled Z
25,AR1_SampledZ_Beta3_2_muSD10_HC5p0_sigY1p36_sigC0p849,"Beta(3,2)",10.0,5.0,0.8277219520010363,1.3580511528512091,0.8487819705320057,1.714128315723675,0.1459074867191213,1.709754551372211,0.9265658747300216,1.798301876970819,3.929270676460955,4.994580867157656,47.794407553540395,0.2245,0.5605,0.005166666666666667,Bayesian AR(1) sampled Z
26,Gaussian NB baseline,,,,,,,1.7145470924005723,0.013584667223946972,1.71634778388837,,,,,,,,,Comparison method
27,AR1_SampledZ_Beta3_2_muSD5_HC2p5_sigY1p7_sigC1p36,"Beta(3,2)",5.0,2.5,0.9902967087840647,1.6975639410640113,1.3580511528512091,1.717862196475561,0.10266156705182834,1.7166466938287508,0.9438444924406048,1.0559121125265791,2.181304428329518,1.0011916119048514,1.3278725802318985,0.195,0.7115,0.008166666666666668,Bayesian AR(1) sampled Z
28,AR1_SampledZ_Beta3_2_muSD10_HC2p5_sigY1p7_sigC1p36,"Beta(3,2)",10.0,2.5,0.9902967087840647,1.6975639410640113,1.3580511528512091,1.7178629296275398,0.10268053690760504,1.7166462920626764,0.9438444924406048,1.0559274998785277,2.181304428329518,1.0011916119048514,1.3278725802318985,0.195,0.7115,0.008166666666666668,Bayesian AR(1) sampled Z
29,AR1_SampledZ_Beta3_2_muSD5_HC1p0_sigY1p7_sigC1p19,"Beta(3,2)",5.0,1.0,0.9887471682856589,1.6975639410640113,1.1882947587448078,1.7179884431770955,0.10301890410778812,1.7167518512555262,0.9503239740820735,1.022514012303189,2.788026631316205,1.0772238068672408,1.6644305294837625,0.1805,0.6755,0.007166666666666667,Bayesian AR(1) sampled Z
30,AR1_SampledZ_Beta3_2_muSD10_HC1p0_sigY1p7_sigC1p19,"Beta(3,2)",10.0,1.0,0.9887471682856589,1.6975639410640113,1.1882947587448078,1.7179891906910496,0.10303765792805931,1.7167514730087696,0.9503239740820735,1.0225219965109218,2.788026631316205,1.0772238068672408,1.6644305294837625,0.1805,0.6755,0.007166666666666667,Bayesian AR(1) sampled Z
31,AR1_SampledZ_Beta3_2_muSD5_HC2p5_sigY1p7_sigC1p02,"Beta(3,2)",5.0,2.5,0.9764068953870394,1.6975639410640113,1.0185383646384067,1.7201945022369158,0.09315706543179975,1.7195281370616202,0.9481641468682506,1.0025010001512793,1.4851996868544008,1.2898011211232865,1.0522888949131968,0.20450000000000002,0.6855,0.006500000000000001,Bayesian AR(1) sampled Z
32,AR1_SampledZ_Beta3_2_muSD10_HC2p5_sigY1p7_sigC1p02,"Beta(3,2)",10.0,2.5,0.9764068953870394,1.6975639410640113,1.0185383646384067,1.7201950733542746,0.0931742189246997,1.7195277782330691,0.9481641468682506,1.0025003090031561,1.4851996868544008,1.2898011211232865,1.0522888949131968,0.20450000000000002,0.6855,0.006500000000000001,Bayesian AR(1) sampled Z
33,AR1_SampledZ_Beta3_2_muSD5_HC2p5_sigY1p7_sigC1p19,"Beta(3,2)",5.0,2.5,0.9833745414739843,1.6975639410640113,1.1882947587448078,1.7210108854828368,0.10777659576204955,1.7194907744151149,0.9524838012958964,1.080447406042451,1.238208505423113,2.012320333372164,1.0227310388689033,0.183,0.6234999999999999,0.004666666666666667,Bayesian AR(1) sampled Z
34,AR1_SampledZ_Beta3_2_muSD10_HC2p5_sigY1p7_sigC1p19,"Beta(3,2)",10.0,2.5,0.9833745414739843,1.6975639410640113,1.1882947587448078,1.7210116737953494,0.10779557902309772,1.7194903725931996,0.9524838012958964,1.0804495511831849,1.238208505423113,2.012320333372164,1.0227310388689033,0.183,0.6234999999999999,0.004666666666666667,Bayesian AR(1) sampled Z
35,AR1_SampledZ_Beta3_2_muSD5_HC1p0_sigY1p7_sigC1p36,"Beta(3,2)",5.0,1.0,0.9865676124011137,1.6975639410640113,1.3580511528512091,1.723894102379229,0.09053461227093854,1.7233772395782179,0.9481641468682506,1.008394998478647,6.493569185676724,1.044040284976022,2.162189050350704,0.1915,0.634,0.008666666666666666,Bayesian AR(1) sampled Z
36,AR1_SampledZ_Beta3_2_muSD10_HC1p0_sigY1p7_sigC1p36,"Beta(3,2)",10.0,1.0,0.9865676124011137,1.6975639410640113,1.3580511528512091,1.7238946954242103,0.09055252215262477,1.72337689109105,0.9481641468682506,1.0084043861238818,6.493569185676724,1.044040284976022,2.162189050350704,0.1915,0.634,0.008666666666666666,Bayesian AR(1) sampled Z
37,AR1_SampledZ_Beta3_2_muSD5_HC5p0_sigY1p7_sigC1p36,"Beta(3,2)",5.0,5.0,0.9867394026992107,1.6975639410640113,1.3580511528512091,1.7246275374377371,0.1003036845146057,1.7235705679641242,0.9438444924406048,1.0693592064097743,1.9307085568963538,1.0156300087408994,1.4625085736464958,0.1945,0.6990000000000001,0.008333333333333333,Bayesian AR(1) sampled Z
38,AR1_SampledZ_Beta3_2_muSD10_HC5p0_sigY1p7_sigC1p36,"Beta(3,2)",10.0,5.0,0.9867394026992107,1.6975639410640113,1.3580511528512091,1.7246282549246432,0.10032191212694186,1.723570224291345,0.9438444924406048,1.069368291188039,1.9307085568963538,1.0156300087408994,1.4625085736464958,0.1945,0.6990000000000001,0.008333333333333333,Bayesian AR(1) sampled Z
39,AR1_SampledZ_Beta3_2_muSD5_HC5p0_sigY1p7_sigC1p19,"Beta(3,2)",5.0,5.0,0.9814139039392746,1.6975639410640113,1.1882947587448078,1.7249866364164126,0.09372638236668071,1.7243015669143749,0.9460043196544277,1.0969352193993955,1.1797503199471642,1.0004283035108854,1.4565885993478052,0.187,0.604,0.008333333333333333,Bayesian AR(1) sampled Z
40,AR1_SampledZ_Beta3_2_muSD10_HC5p0_sigY1p7_sigC1p19,"Beta(3,2)",10.0,5.0,0.9814139039392746,1.6975639410640113,1.1882947587448078,1.7249872707033085,0.09374390447406997,1.7243012482418827,0.9460043196544277,1.0969414092496554,1.1797503199471642,1.0004283035108854,1.4565885993478052,0.187,0.604,0.008333333333333333,Bayesian AR(1) sampled Z
41,AR1_SampledZ_Beta3_2_muSD5_HC1p0_sigY1p7_sigC1p02,"Beta(3,2)",5.0,1.0,0.9824314129753396,1.6975639410640113,1.0185383646384067,1.7331394960093067,0.11320883279265678,1.7313088124686296,0.9481641468682506,1.1399740298205487,4.880967166414857,1.131033686702386,1.6717525274082266,0.1805,0.726,0.007166666666666667,Bayesian AR(1) sampled Z
42,AR1_SampledZ_Beta3_2_muSD10_HC1p0_sigY1p7_sigC1p02,"Beta(3,2)",10.0,1.0,0.9824314129753396,1.6975639410640113,1.0185383646384067,1.7331403465656834,0.11322594645857233,1.7313085442123248,0.9481641468682506,1.1399558688256972,4.880967166414857,1.131033686702386,1.6717525274082266,0.1805,0.726,0.007166666666666667,Bayesian AR(1) sampled Z
43,AR1_SampledZ_Beta3_2_muSD5_HC5p0_sigY1p7_sigC1p02,"Beta(3,2)",5.0,5.0,0.9566192246728306,1.6975639410640113,1.0185383646384067,1.7331793140817882,0.10914336377156947,1.7316103625289272,0.9481641468682506,1.268145089089657,1.0677483229443678,1.0482607807086552,1.10659035190017,0.2155,0.624,0.008166666666666666,Bayesian AR(1) sampled Z
44,AR1_SampledZ_Beta3_2_muSD10_HC5p0_sigY1p7_sigC1p02,"Beta(3,2)",10.0,5.0,0.9566192246728306,1.6975639410640113,1.0185383646384067,1.7331800893442484,0.10915940002883968,1.7316101271463924,0.9481641468682506,1.2681533564787928,1.0677483229443678,1.0482607807086552,1.10659035190017,0.2155,0.624,0.008166666666666666,Bayesian AR(1) sampled Z
45,AR1_SampledZ_Beta3_2_muSD5_HC1p0_sigY1p7_sigC0p849,"Beta(3,2)",5.0,1.0,0.9831097923146563,1.6975639410640113,0.8487819705320057,1.7365215239012817,0.12318744673069687,1.7340202077071678,0.9416846652267818,1.1405347676537874,1.1133841410020202,1.1463196143399201,3.8393131404590886,0.20800000000000002,0.6245,0.005,Bayesian AR(1) sampled Z
46,AR1_SampledZ_Beta3_2_muSD10_HC1p0_sigY1p7_sigC0p849,"Beta(3,2)",10.0,1.0,0.9831097923146563,1.6975639410640113,0.8487819705320057,1.7365224813297342,0.1232048902833345,1.73401992660543,0.9416846652267818,1.140531261215649,1.1133841410020202,1.1463196143399201,3.8393131404590886,0.20800000000000002,0.6245,0.005,Bayesian AR(1) sampled Z
