Model,Z_prior,a_z,b_z,mu_prior_sd,tau_halfcauchy_scale,sigma_y_used,sigma_c_used,mu_mean,mu_sd,mu_2.5%,mu_97.5%,tau_mean,tau_sd,tau_2.5%,tau_97.5%,Z_mean,Z_sd,Z_2.5%,Z_97.5%,Rhat_mu,Rhat_tau,Rhat_Z_mean,tau_accept_rate,z_accept_rate,Validation_RMSE,Validation_Bias,Validation_SE,Validation_Coverage
Ind_SampledZ_Beta1_1_muSD10_HC5p0_sigY1p36_sigC1p02,"Beta(1,1)",1.0,1.0,10.0,5.0,1.3580511528512091,1.0185383646384067,0.3853747186251189,0.06860950512498405,0.26355047219008754,0.503006973812288,0.9386834048452228,0.0542771171326131,0.8512351237842836,1.0335745219216323,0.8328292972030109,0.16659065717054297,0.6657179798458732,0.9997183623225183,2.5209905801556003,2.06519878053599,641.6503797900175,0.2155,0.008833333333333332,1.7826271675607246,0.16226823987834077,1.7771465642872841,0.9244060475161987
Ind_SampledZ_Beta1_1_muSD10_HC5p0_sigY1p36_sigC1p19,"Beta(1,1)",1.0,1.0,10.0,5.0,1.3580511528512091,1.1882947587448078,0.3749878272185001,0.05594552137054166,0.2759177203844027,0.47696997949979714,0.8510654773778821,0.10991789981511071,0.6948465834669801,1.0063876603617277,0.8320674400657821,0.16662548704810706,0.663364264135525,0.9993405731662611,2.108121498615821,4.3246261973484215,289.87796430613514,0.2095,0.0065,1.7798636483282055,0.1494506929455323,1.7754964685356032,0.91792656587473
Ind_SampledZ_Beta1_1_muSD10_HC5p0_sigY1p36_sigC1p36,"Beta(1,1)",1.0,1.0,10.0,5.0,1.3580511528512091,1.3580511528512091,0.3339746959094662,0.03693117120283247,0.26091914334766664,0.4055715416517329,0.9758252766538749,0.045884612633091244,0.8950574330931419,1.0803964097629393,0.9976900566457783,0.0013914594168483606,0.9937044302264525,0.9988824731099195,1.0256618238032507,1.1586783550213475,1.0122409461446202,0.1975,0.01,1.7740734168372698,0.10012452504929091,1.7731616636650949,0.9244060475161987
Ind_SampledZ_Beta1_1_muSD10_HC5p0_sigY1p7_sigC0p849,"Beta(1,1)",1.0,1.0,10.0,5.0,1.6975639410640113,0.8487819705320057,0.32650069949937377,0.04196017686270121,0.2527696405620204,0.410838267880523,0.4429444986315793,0.08630419436282182,0.32446261411783306,0.6638055345492321,0.9980575633099465,0.0006131644370284507,0.9967723632659348,0.9990895698729729,1.6360783364489089,1.8139639802126406,1.5875985191375697,0.197,0.008166666666666668,1.772205443306617,0.09862111676795605,1.7713732059071328,0.9460043196544277
Ind_SampledZ_Beta1_1_muSD10_HC5p0_sigY1p7_sigC1p02,"Beta(1,1)",1.0,1.0,10.0,5.0,1.6975639410640113,1.0185383646384067,0.33692825165513407,0.039726539205603886,0.2652664278288167,0.41898573965279523,0.5174824480350403,0.05019453068120978,0.43146379997563544,0.6329361945178461,0.9983283190010455,0.001037780876226709,0.9965978432044666,0.999423848058262,0.999603635838335,1.2117753049536772,1.6708562915519858,0.189,0.008833333333333334,1.7746024799480422,0.10661364025891755,1.7733131058107439,0.9395248380129589
Ind_SampledZ_Beta1_1_muSD10_HC5p0_sigY1p7_sigC1p19,"Beta(1,1)",1.0,1.0,10.0,5.0,1.6975639410640113,1.1882947587448078,0.3339618053699405,0.04285023223872788,0.2523669805352568,0.4183759756486177,0.4691377150304005,0.07311624837143585,0.3133840542927904,0.6262069694142179,0.9976279481950311,0.0014341709471892437,0.9945829425106428,0.9995311157894838,0.999481577954503,1.1062333400945823,2.5087667395678723,0.20350000000000001,0.0095,1.7772913332316564,0.10536128274085087,1.7760846285304772,0.937365010799136
Ind_SampledZ_Beta1_1_muSD10_HC5p0_sigY1p7_sigC1p36,"Beta(1,1)",1.0,1.0,10.0,5.0,1.6975639410640113,1.3580511528512091,0.3337105192688206,0.04159710908980651,0.2518233059407497,0.40864422802855277,0.5206177098364062,0.07656400043963578,0.4128680575636709,0.6767388844397685,0.9973907473234265,0.0013300951110201157,0.9951015634741175,0.9992450339654729,1.0022827401699816,1.2198742940639236,1.009292046541729,0.19,0.010499999999999999,1.7732913064051592,0.1034548508745762,1.7721857679483428,0.9438444924406048
Ind_SampledZ_Beta1_1_muSD10_HC5p0_sigY2p04_sigC0p849,"Beta(1,1)",1.0,1.0,10.0,5.0,2.0370767292768135,0.8487819705320057,0.331412519229272,0.04728874760461981,0.2493540558656275,0.43377288902764416,0.3727046398259751,0.07385073463212372,0.2559787099467667,0.5456064835619538,0.9983984292192186,0.0011513191943508599,0.9963533073579655,0.9997699041110494,1.0031515815958505,1.0870731926377923,2.2171097400027406,0.2235,0.008,1.7746612037223712,0.09843669381298717,1.773845698850002,0.9676025917926566
Ind_SampledZ_Beta1_1_muSD10_HC5p0_sigY2p04_sigC1p02,"Beta(1,1)",1.0,1.0,10.0,5.0,2.0370767292768135,1.0185383646384067,0.2562926469338099,0.07544425481455183,0.1475762313622609,0.3883525578206031,0.21523744382895896,0.12466643881744922,0.08297918146095748,0.4452662088268691,0.9982043240084072,0.0007517756456207724,0.9964355971773653,0.9988768624752118,2.0341529581463975,3.5813353747823284,1.0393888546297803,0.1915,0.0075,1.773107587154272,0.028948601636138428,1.7747889117593665,0.9676025917926566
Ind_SampledZ_Beta1_1_muSD10_HC5p0_sigY2p04_sigC1p19,"Beta(1,1)",1.0,1.0,10.0,5.0,2.0370767292768135,1.1882947587448078,0.32544951024479185,0.04493654106000246,0.2326166705362741,0.4117273449624602,0.45055473693988557,0.057243127553935694,0.3595826324640212,0.5901301317766331,0.9977170290992525,0.0019895190052010166,0.9920583283885577,0.9993596204921698,1.1271587126822793,1.0705186887937916,1.3791759986226737,0.1955,0.008333333333333333,1.7732495159208197,0.09126754925763005,1.7728147508821972,0.9740820734341252
Ind_SampledZ_Beta1_1_muSD10_HC5p0_sigY2p04_sigC1p36,"Beta(1,1)",1.0,1.0,10.0,5.0,2.0370767292768135,1.3580511528512091,0.33278893717789654,0.04779325837591541,0.25712542426745455,0.44321577641374515,0.3852292027959653,0.06215124090500155,0.2741074395122827,0.5133556791030223,0.9968207055940457,0.00266006501388797,0.9916510237119658,0.9993737921906084,0.9994798641027834,1.111500931944581,1.562948224483529,0.1845,0.008,1.7743446739758433,0.10363441940131997,1.7732315647639652,0.9654427645788337
Ind_SampledZ_Beta2_2_muSD5_HC1p0_sigY1p36_sigC0p849,"Beta(2,2)",2.0,2.0,5.0,1.0,1.3580511528512091,0.8487819705320057,0.2498878010109872,0.09835020962671039,0.11677299044562293,0.39869046954075593,0.3960473253515476,0.35128849656770283,0.04295625693827947,0.8163594194476432,0.9743976526588342,0.007051170089678681,0.9609210268523514,0.9835798282255537,4.8335996421108405,13.650085872401284,2.171171207725199,0.17049999999999998,0.006999999999999999,1.7695707809866215,0.018369608683425687,1.7713894141075444,0.9071274298056156
Ind_SampledZ_Beta2_2_muSD5_HC1p0_sigY1p36_sigC1p02,"Beta(2,2)",2.0,2.0,5.0,1.0,1.3580511528512091,1.0185383646384067,0.3860891483520675,0.06497542403396273,0.2669901271365465,0.4915725297271785,0.7679302428656909,0.0858218892217859,0.5916539683578224,0.9390494980686592,0.8209934518443079,0.16488999844267105,0.6549604333962833,0.9906287171299785,2.5367285750268174,0.9999394762665107,54.49632763076454,0.1895,0.007166666666666667,1.7825442917019167,0.16380337203755335,1.7769221024811486,0.9157667386609071
Ind_SampledZ_Beta2_2_muSD5_HC1p0_sigY1p36_sigC1p19,"Beta(2,2)",2.0,2.0,5.0,1.0,1.3580511528512091,1.1882947587448078,0.3784917381394862,0.0570820394087222,0.2786064359119106,0.4793732933227479,0.7541829767930787,0.10492422912840255,0.6305070224196733,0.9563824846213349,0.8213301593940016,0.16057754978567057,0.6573962750992357,0.9860494251652551,2.180670155995852,2.2768761490046545,53.59448028830684,0.191,0.006166666666666667,1.7793076769153584,0.15069234909069365,1.774832709878149,0.9136069114470843
Ind_SampledZ_Beta2_2_muSD5_HC1p0_sigY1p36_sigC1p36,"Beta(2,2)",2.0,2.0,5.0,1.0,1.3580511528512091,1.3580511528512091,0.38018688436829084,0.045948897256186554,0.3051979755503801,0.4561964475363424,0.2204196619900232,0.11721579887635794,0.09944670737097415,0.3940019512585598,0.659383406051152,0.0046359052752867535,0.655604157788969,0.6695139704565539,1.7792777388427483,6.7219200169141855,1.15807662665279,0.178,0.006500000000000001,1.7777634353163911,0.15009228168198716,1.7733322201543804,0.8855291576673866
Ind_SampledZ_Beta2_2_muSD5_HC1p0_sigY1p7_sigC0p849,"Beta(2,2)",2.0,2.0,5.0,1.0,1.6975639410640113,0.8487819705320057,0.3025345791513446,0.05614124618374475,0.19858395503124718,0.4029613725515863,0.26756031496853916,0.16768784993219413,0.09421184842291908,0.5426246328050761,0.990939207864897,0.004964793849495289,0.976155491797457,0.9960609612418283,2.081541398408429,5.0543522127454485,2.112074503270117,0.1875,0.008166666666666666,1.7733788754248376,0.07038789027456997,1.7738981200746153,0.9352051835853131
Ind_SampledZ_Beta2_2_muSD5_HC1p0_sigY1p7_sigC1p02,"Beta(2,2)",2.0,2.0,5.0,1.0,1.6975639410640113,1.0185383646384067,0.33975493388936145,0.042843426133700825,0.26508046251927025,0.423477195691346,0.34849761060533047,0.047156650129528146,0.2542668022498035,0.42661185715601624,0.9842687257965862,0.0033688764893491144,0.972978512499573,0.9894269376427555,1.0297162600468923,1.311094561646173,1.010892742146923,0.1875,0.005833333333333334,1.7812978888428137,0.10673352092191538,1.7800206402047407,0.937365010799136
Ind_SampledZ_Beta2_2_muSD5_HC1p0_sigY1p7_sigC1p19,"Beta(2,2)",2.0,2.0,5.0,1.0,1.6975639410640113,1.1882947587448078,0.3432709092504674,0.04419705358479315,0.24907785203217284,0.4153414253665109,0.4150755792467929,0.038423480511504904,0.3394909364330147,0.4892769188112016,0.981480503700673,0.008212863274631874,0.9697319450594146,0.9913834968038314,1.1509268387043161,1.498721408927385,3.6260368946733643,0.18,0.005833333333333334,1.7718812954611107,0.11221697504365416,1.7702369927534898,0.937365010799136
Ind_SampledZ_Beta2_2_muSD5_HC1p0_sigY1p7_sigC1p36,"Beta(2,2)",2.0,2.0,5.0,1.0,1.6975639410640113,1.3580511528512091,0.21677102179781566,0.12981588684938078,0.07176778958297006,0.4097566380949264,0.22052917275933367,0.1781815753352516,0.04037416411514043,0.4378133933302633,0.9707891117410529,0.00885396311811423,0.9597047395600317,0.985185814583292,7.3892014178902246,13.087978400697398,1.2047589576920847,0.184,0.008666666666666666,1.7714026250116577,-0.012909269538628799,1.7732716008613851,0.9308855291576674
Ind_SampledZ_Beta2_2_muSD5_HC1p0_sigY2p04_sigC0p849,"Beta(2,2)",2.0,2.0,5.0,1.0,2.0370767292768135,0.8487819705320057,0.364905788585233,0.04603699236070459,0.28169359042236963,0.44724261085294637,0.283272513235251,0.0398020586561466,0.2257024870959651,0.37068947754463605,0.9805553889412262,0.006370162226914076,0.9730120984984962,0.9869556377992542,1.1677531259949259,1.1893357865263303,5.244862433405767,0.2195,0.007333333333333333,1.772676885003166,0.13349486077349287,1.769555193539059,0.9654427645788337
Ind_SampledZ_Beta2_2_muSD5_HC1p0_sigY2p04_sigC1p02,"Beta(2,2)",2.0,2.0,5.0,1.0,2.0370767292768135,1.0185383646384067,0.22158336806917586,0.12908503025630919,0.07291835359238506,0.39943164708837103,0.16081627425611503,0.11163643491726939,0.045916169177162146,0.35943973334573665,0.9798554911723513,0.004989042199132851,0.9709173199076551,0.9903302430839783,7.16393067852671,5.689754027336606,1.0570983697537901,0.1775,0.005833333333333334,1.772231012310281,-0.017696333745130494,1.7740595247355029,0.9676025917926566
