Model,Z_prior,a_z,b_z,mu_prior_sd,tau_halfcauchy_scale,sigma_y_used,sigma_c_used,mu_mean,mu_sd,mu_2.5%,mu_97.5%,tau_mean,tau_sd,tau_2.5%,tau_97.5%,Z_mean,Z_sd,Z_2.5%,Z_97.5%,Rhat_mu,Rhat_tau,Rhat_Z_mean,tau_accept_rate,z_accept_rate,Validation_RMSE,Validation_Bias,Validation_SE,Validation_Coverage
Ind_SampledZ_Beta1_1_muSD5_HC1p0_sigY2p04_sigC1p19,"Beta(1,1)",1.0,1.0,5.0,1.0,2.0370767292768135,1.1882947587448078,0.3344524280572417,0.04334699053046558,0.24355275894528156,0.4065198918338818,0.3341282786712104,0.03593566873516817,0.27820584370546786,0.4091668502016297,0.997663717057611,0.0009238470869257682,0.9955282081169092,0.9987272036930674,1.0220199023725356,1.1118516273734371,1.469387209291451,0.1895,0.008666666666666666,1.7787802915621507,0.10542381558861187,1.7775741057258487,0.9697624190064795
Ind_SampledZ_Beta1_1_muSD5_HC1p0_sigY2p04_sigC1p36,"Beta(1,1)",1.0,1.0,5.0,1.0,2.0370767292768135,1.3580511528512091,0.3171729709704216,0.031276779729851635,0.24059405532076308,0.3672426847722738,0.2984690906172281,0.09965084377497471,0.17413518925055585,0.448347999972368,0.9968614769181964,0.002415595996775111,0.9912859490081537,0.9990660723961363,1.0093951643063623,4.711176084492271,1.8715869466612982,0.198,0.011,1.7747090087977881,0.08668579676227998,1.774508008546985,0.9676025917926566
Ind_SampledZ_Beta1_1_muSD5_HC2p5_sigY1p36_sigC0p849,"Beta(1,1)",1.0,1.0,5.0,2.5,1.3580511528512091,0.8487819705320057,0.38458642620350736,0.07910789931900393,0.2523170221088775,0.5055349273994645,0.9895141999313202,0.04172607563915527,0.9105747426135476,1.0665346057869127,0.8329983865828318,0.1664675687669752,0.6660704687604323,0.9998007373925449,3.0173015851451437,1.0514640983632904,358.34367924052435,0.1765,0.005,1.7893863475001794,0.1571028879131218,1.7844044629853666,0.9265658747300216
Ind_SampledZ_Beta1_1_muSD5_HC2p5_sigY1p36_sigC1p02,"Beta(1,1)",1.0,1.0,5.0,2.5,1.3580511528512091,1.0185383646384067,0.38896100457215393,0.06947949833393399,0.26528858182560344,0.4979776494680336,0.8998927662528861,0.06978291680602014,0.7409905212275117,1.0037919559749324,0.8328327643807751,0.16429466232446352,0.6654317421056867,0.9984624704377406,2.601419581420123,1.3307742270579348,138.2803488307498,0.1845,0.0115,1.783329257909804,0.16358195708412787,1.7777316873107698,0.9200863930885529
Ind_SampledZ_Beta1_1_muSD5_HC2p5_sigY1p36_sigC1p19,"Beta(1,1)",1.0,1.0,5.0,2.5,1.3580511528512091,1.1882947587448078,0.3796236505196425,0.05998250898137585,0.2635157875291313,0.47826243011053454,0.8712546467520893,0.13656793454960023,0.6860160017186888,1.109830596252261,0.8321587928150229,0.16666489063254314,0.6648590288383428,0.9994638749177186,2.248214111691515,3.473209381831832,415.0728540459507,0.194,0.008333333333333333,1.779635512948398,0.1549280720726266,1.7747966356353724,0.9244060475161987
Ind_SampledZ_Beta1_1_muSD5_HC2p5_sigY1p36_sigC1p36,"Beta(1,1)",1.0,1.0,5.0,2.5,1.3580511528512091,1.3580511528512091,0.4014775524248745,0.03421739675192337,0.3338622903497041,0.46515416956134825,0.6680093870884429,0.03539067612545619,0.6023723290987211,0.7426930669669192,0.6659864988247585,0.001150396301070071,0.6625428862375543,0.6677071181911632,0.9994194438076396,0.999309276973898,1.356333250818252,0.198,0.0095,1.7852482907864853,0.18118236522175277,1.7779515926262568,0.9006479481641468
Ind_SampledZ_Beta1_1_muSD5_HC2p5_sigY1p7_sigC0p849,"Beta(1,1)",1.0,1.0,5.0,2.5,1.6975639410640113,0.8487819705320057,0.3107693320430081,0.04110065253316386,0.22082739721352745,0.38285670759702195,0.4814801027151284,0.06460527834716695,0.3701146131241283,0.6090073814937507,0.9980760990177175,0.0007128515105020813,0.9968518746074695,0.999221130559258,1.0111305199886802,1.5917776408221107,1.0182678979605102,0.194,0.007166666666666667,1.769771007372909,0.0803522785677387,1.7698582906856777,0.937365010799136
Ind_SampledZ_Beta1_1_muSD5_HC2p5_sigY1p7_sigC1p02,"Beta(1,1)",1.0,1.0,5.0,2.5,1.6975639410640113,1.0185383646384067,0.2515191531818809,0.0739986569486055,0.11937960597953001,0.39144840388837354,0.30001331798883885,0.2304685031052367,0.06517632748671774,0.5890141953137784,0.9992235877554767,0.0002328017771617139,0.9988080593287579,0.9994498879487663,2.5705785271330917,10.193725329176548,1.5333649606732465,0.1925,0.0085,1.7706230241320522,0.02126715014716675,1.7724103831837175,0.9330453563714903
Ind_SampledZ_Beta1_1_muSD5_HC2p5_sigY1p7_sigC1p19,"Beta(1,1)",1.0,1.0,5.0,2.5,1.6975639410640113,1.1882947587448078,0.21367480609010683,0.12859022426116612,0.05517376951373066,0.3978895214885727,0.2793075402970492,0.2416728318930512,0.03637773200139263,0.6264874876439762,0.9966811119976321,0.0012528733847317506,0.99427253009787,0.9981415972427522,6.245272006400342,11.040044251177124,0.9998696440540773,0.182,0.009833333333333333,1.7705736562473056,-0.017428688610274794,1.7724029509719836,0.937365010799136
Ind_SampledZ_Beta1_1_muSD5_HC2p5_sigY1p7_sigC1p36,"Beta(1,1)",1.0,1.0,5.0,2.5,1.6975639410640113,1.3580511528512091,0.3316554362302677,0.04288343088637221,0.24425036009134132,0.4294310106964135,0.45468732151339003,0.06510297578907825,0.35581139978547016,0.6527532014211624,0.9960559746053389,0.0010798163099983108,0.9935949267380138,0.9975202821459236,1.0630350963292203,1.058638902689106,1.8266977497634638,0.21350000000000002,0.010333333333333333,1.7777602469982483,0.10293741261897425,1.7766972759586832,0.9395248380129589
Ind_SampledZ_Beta1_1_muSD5_HC2p5_sigY2p04_sigC0p849,"Beta(1,1)",1.0,1.0,5.0,2.5,2.0370767292768135,0.8487819705320057,0.3227605473405797,0.05327746568004429,0.22178314491315093,0.43594019495419456,0.3558636424774946,0.05287040376113212,0.27157457215094966,0.4505249714688416,0.9969559754064757,0.001436124463771181,0.9923800583327802,0.9984162736087604,1.000898871951637,0.9993552134942053,1.0003201883206998,0.1935,0.008333333333333333,1.7703859419480092,0.09967447135495436,1.7694897584470004,0.9676025917926566
Ind_SampledZ_Beta1_1_muSD5_HC2p5_sigY2p04_sigC1p02,"Beta(1,1)",1.0,1.0,5.0,2.5,2.0370767292768135,1.0185383646384067,0.3421619872497336,0.042681315664320374,0.26903336949501344,0.42338382260932333,0.3587734055667972,0.05097450458605913,0.23978247776807002,0.46028095723393175,0.9986312603050257,0.00036271481900996194,0.9980052152441846,0.99891720354454,1.0905831085730195,1.0040428509875146,2.493295355806124,0.1955,0.006333333333333333,1.778688945951018,0.11474104421971565,1.7769041258140257,0.9697624190064795
Ind_SampledZ_Beta1_1_muSD5_HC2p5_sigY2p04_sigC1p19,"Beta(1,1)",1.0,1.0,5.0,2.5,2.0370767292768135,1.1882947587448078,0.326441590914125,0.04472163591148054,0.23098887893233627,0.4123557826602755,0.3957100867172593,0.06749073153246413,0.30304564422415736,0.5704357216223122,0.9989933797412381,0.000741754094419039,0.9959194560176726,0.9996933445538372,1.0032766514964926,1.0799371945528007,1.012394853733885,0.1995,0.008,1.7732788205359091,0.09257736890567592,1.7727760633095078,0.9654427645788337
Ind_SampledZ_Beta1_1_muSD5_HC2p5_sigY2p04_sigC1p36,"Beta(1,1)",1.0,1.0,5.0,2.5,2.0370767292768135,1.3580511528512091,0.30453910077237173,0.05862857582931725,0.1788393376767019,0.3891104696737224,0.28912242019743084,0.10622139940400077,0.16584302159009062,0.4416306657875608,0.9969994950664242,0.0017044470958672527,0.9939393925002444,0.9990963191935015,1.4064620659541383,5.902118552644053,1.274594748795761,0.192,0.010666666666666666,1.7722633227307978,0.07418552637993552,1.7726252854773357,0.9654427645788337
Ind_SampledZ_Beta1_1_muSD5_HC5p0_sigY1p36_sigC0p849,"Beta(1,1)",1.0,1.0,5.0,5.0,1.3580511528512091,0.8487819705320057,0.3302055264325147,0.036193948248052235,0.2609031124858639,0.4039346246455611,0.954556548770015,0.06417613246946158,0.851122508147898,1.0859124271717626,0.9984061496490475,0.001120991446604047,0.9957209616873538,0.999265926906935,0.9997581437442115,1.0204961032934847,1.4336556613370672,0.1905,0.006500000000000001,1.7740591035817477,0.10042926045737072,1.7731300409485449,0.9287257019438445
Ind_SampledZ_Beta1_1_muSD5_HC5p0_sigY1p36_sigC1p02,"Beta(1,1)",1.0,1.0,5.0,5.0,1.3580511528512091,1.0185383646384067,0.3853605279483112,0.06860975585294797,0.2635366689627796,0.5029923200795718,0.9386834048452228,0.0542771171326131,0.8512351237842836,1.0335745219216323,0.8328292972030109,0.16659065717054297,0.6657179798458732,0.9997183623225183,2.52105040769678,2.06519878053599,641.6503797900175,0.2155,0.008833333333333332,1.7826258427562862,0.16225548037626827,1.7771464000456856,0.9244060475161987
Ind_SampledZ_Beta1_1_muSD5_HC5p0_sigY1p36_sigC1p19,"Beta(1,1)",1.0,1.0,5.0,5.0,1.3580511528512091,1.1882947587448078,0.37497403361607234,0.055945865076851314,0.27590498795900853,0.4769564982444283,0.8510654773778821,0.10991789981511071,0.6948465834669801,1.0063876603617277,0.8320674400657821,0.16662548704810706,0.663364264135525,0.9993405731662611,2.1081828700390495,4.3246261973484215,289.87796430613514,0.2095,0.0065,1.7798624676569843,0.14943779303632163,1.7754963705395086,0.91792656587473
Ind_SampledZ_Beta1_1_muSD5_HC5p0_sigY1p36_sigC1p36,"Beta(1,1)",1.0,1.0,5.0,5.0,1.3580511528512091,1.3580511528512091,0.3339596477268635,0.03693045153006187,0.26090600772076417,0.40555539296770604,0.9758252766538749,0.045884612633091244,0.8950574330931419,1.0803964097629393,0.9976900566457783,0.0013914594168483606,0.9937044302264525,0.9988824731099195,1.0256620235380605,1.1586783550213475,1.0122409461446202,0.1975,0.01,1.7740725688284673,0.10010950091082384,1.773161663519476,0.9244060475161987
Ind_SampledZ_Beta1_1_muSD5_HC5p0_sigY1p7_sigC0p849,"Beta(1,1)",1.0,1.0,5.0,5.0,1.6975639410640113,0.8487819705320057,0.3264845929945891,0.04195869072996206,0.2527559818018289,0.4108211741851093,0.4429444986315793,0.08630419436282182,0.32446261411783306,0.6638055345492321,0.9980575633099465,0.0006131644370284507,0.9967723632659348,0.9990895698729729,1.6360297626754274,1.8139639802126406,1.5875985191375697,0.197,0.008166666666666668,1.772204547587778,0.09860501944458444,1.7713732059122498,0.9460043196544277
Ind_SampledZ_Beta1_1_muSD5_HC5p0_sigY1p7_sigC1p02,"Beta(1,1)",1.0,1.0,5.0,5.0,1.6975639410640113,1.0185383646384067,0.3369111895459804,0.0397255540277614,0.26525165263829165,0.4189673190021494,0.5174824480350403,0.05019453068120978,0.43146379997563544,0.6329361945178461,0.9983283190010455,0.001037780876226709,0.9965978432044666,0.999423848058262,0.9996037567758805,1.2117753049536772,1.6708562915519858,0.189,0.008833333333333334,1.774601454939094,0.10659658683637899,1.773313105245127,0.9395248380129589
Ind_SampledZ_Beta1_1_muSD5_HC5p0_sigY1p7_sigC1p19,"Beta(1,1)",1.0,1.0,5.0,5.0,1.6975639410640113,1.1882947587448078,0.3339451786109241,0.04284924159434416,0.2523508950412937,0.4183569069662082,0.4691377150304005,0.07311624837143585,0.3133840542927904,0.6262069694142179,0.9976279481950311,0.0014341709471892437,0.9945829425106428,0.9995311157894838,0.9994815908515952,1.1062333400945823,2.5087667395678723,0.20350000000000001,0.0095,1.7772903483370392,0.10534466446812964,1.7760846287224739,0.937365010799136
Ind_SampledZ_Beta1_1_muSD5_HC5p0_sigY1p7_sigC1p36,"Beta(1,1)",1.0,1.0,5.0,5.0,1.6975639410640113,1.3580511528512091,0.3336935347919628,0.04159615734162413,0.2518090118614887,0.4086254554509276,0.5206177098364062,0.07656400043963578,0.4128680575636709,0.6767388844397685,0.9973907473234265,0.0013300951110201157,0.9951015634741175,0.9992450339654729,1.0022822259615605,1.2198742940639236,1.009292046541729,0.19,0.010499999999999999,1.7732903157863176,0.10343787924555913,1.7721857673817396,0.9438444924406048
Ind_SampledZ_Beta1_1_muSD5_HC5p0_sigY2p04_sigC0p849,"Beta(1,1)",1.0,1.0,5.0,5.0,2.0370767292768135,0.8487819705320057,0.3313896725592746,0.04728722501931146,0.24933244691863468,0.43374725257762337,0.3727046398259751,0.07385073463212372,0.2559787099467667,0.5456064835619538,0.9983984292192186,0.0011513191943508599,0.9963533073579655,0.9997699041110494,1.003151329506624,1.0870731926377923,2.2171097400027406,0.2235,0.008,1.7746599370906084,0.09841385188801455,1.7738456990653966,0.9676025917926566
Ind_SampledZ_Beta1_1_muSD5_HC5p0_sigY2p04_sigC1p02,"Beta(1,1)",1.0,1.0,5.0,5.0,2.0370767292768135,1.0185383646384067,0.2562797979857499,0.07543686089708512,0.14757348962700906,0.38832939303164504,0.21523744382895896,0.12466643881744922,0.08297918146095748,0.4452662088268691,0.9982043240084072,0.0007517756456207724,0.9964355971773653,0.9988768624752118,2.033988240881322,3.5813353747823284,1.0393888546297803,0.1915,0.0075,1.7731073776908863,0.028935767321186853,1.7747889117887372,0.9676025917926566
Ind_SampledZ_Beta1_1_muSD5_HC5p0_sigY2p04_sigC1p19,"Beta(1,1)",1.0,1.0,5.0,5.0,2.0370767292768135,1.1882947587448078,0.32542670933894724,0.044934867985036896,0.23259784163270397,0.41170046790825454,0.45055473693988557,0.057243127553935694,0.3595826324640212,0.5901301317766331,0.9977170290992525,0.0019895190052010166,0.9920583283885577,0.9993596204921698,1.127154368816832,1.0705186887937916,1.3791759986226737,0.1955,0.008333333333333333,1.7732483426995176,0.0912447502720829,1.7728147509580725,0.9740820734341252
Ind_SampledZ_Beta1_1_muSD5_HC5p0_sigY2p04_sigC1p36,"Beta(1,1)",1.0,1.0,5.0,5.0,2.0370767292768135,1.3580511528512091,0.33276571193678145,0.047791776333225816,0.25710388879014423,0.4431894816138626,0.3852292027959653,0.06215124090500155,0.2741074395122827,0.5133556791030223,0.9968207055940457,0.00266006501388797,0.9916510237119658,0.9993737921906084,0.9994797897515962,1.111500931944581,1.562948224483529,0.1845,0.008,1.7743433170685505,0.1036111921379917,1.7732315643422913,0.9654427645788337
Ind_SampledZ_Beta1_1_muSD10_HC1p0_sigY1p36_sigC0p849,"Beta(1,1)",1.0,1.0,10.0,1.0,1.3580511528512091,0.8487819705320057,0.2677694965192153,0.064199877679693,0.13413708426635362,0.374307945955528,0.4962359944800133,0.4392244759138758,0.045216725527769085,0.9992723059509462,0.9971465200982933,0.0013196933802607032,0.9950965706456747,0.9984435022198458,2.4708205323892622,19.590005517139762,1.3671571112485275,0.16999999999999998,0.008166666666666666,1.7720927720935402,0.03486818269314071,1.7736661424853502,0.9049676025917927
Ind_SampledZ_Beta1_1_muSD10_HC1p0_sigY1p36_sigC1p02,"Beta(1,1)",1.0,1.0,10.0,1.0,1.3580511528512091,1.0185383646384067,0.2866034676037511,0.05644257441833176,0.18232757491198803,0.3917454624389034,0.5078700700977695,0.4253369942040609,0.0743946830337568,0.9764830900979912,0.9973613889197405,0.0013302662494053179,0.9948288128064937,0.998836014922798,1.744182892685764,21.358215969780392,1.2989478391228617,0.1585,0.008666666666666666,1.7716965747315716,0.057958845309240385,1.7726636536297937,0.91792656587473
Ind_SampledZ_Beta1_1_muSD10_HC1p0_sigY1p36_sigC1p19,"Beta(1,1)",1.0,1.0,10.0,1.0,1.3580511528512091,1.1882947587448078,0.37502673305587164,0.06373013352602554,0.26670721834142935,0.4793854612549983,0.8484637145768894,0.12409301088134074,0.6603229890352945,1.028285303342999,0.8314395515498313,0.16743544418283232,0.6619076529710072,0.9995427764942012,2.513238384053634,4.2601914359527955,178.11943710586795,0.21100000000000002,0.009666666666666667,1.7764519910183183,0.14949079114907024,1.7720656039828142,0.9222462203023758
Ind_SampledZ_Beta1_1_muSD10_HC1p0_sigY1p36_sigC1p36,"Beta(1,1)",1.0,1.0,10.0,1.0,1.3580511528512091,1.3580511528512091,0.293110537050262,0.12377989396816279,0.10189481850664793,0.46829135850839565,0.28777730396162876,0.245187797618464,0.038106465991161936,0.5917930816903725,0.6671381365376301,0.002630678828396489,0.6645773345975529,0.6742292305777297,5.217792534545298,10.330202030210689,1.119577028240242,0.185,0.011166666666666667,1.7735297701944748,0.06496406450197068,1.7742566396288708,0.8898488120950324
Ind_SampledZ_Beta1_1_muSD10_HC1p0_sigY1p7_sigC0p849,"Beta(1,1)",1.0,1.0,10.0,1.0,1.6975639410640113,0.8487819705320057,0.3280446363870651,0.04466748068933756,0.2344599081319121,0.41055517140417824,0.38449852505890575,0.08501176630017854,0.24512462530450785,0.5147489048570888,0.998248771019771,0.0009934163541416058,0.9964073263437708,0.9995775219382765,1.080089961706365,3.365650304972568,1.0627756756906315,0.1925,0.008166666666666668,1.774499114971453,0.09691208408352717,1.7737673225301358,0.9308855291576674
Ind_SampledZ_Beta1_1_muSD10_HC1p0_sigY1p7_sigC1p02,"Beta(1,1)",1.0,1.0,10.0,1.0,1.6975639410640113,1.0185383646384067,0.33491343430288584,0.03866021610963208,0.25896139343898805,0.40355707669444313,0.4471029607726039,0.03399994894513245,0.3881348334773889,0.5143752859727695,0.9981159988393724,0.0010094317048700697,0.9966355308743823,0.9991921912633791,1.001343039507896,1.0079195677017623,7.638404019992418,0.1885,0.007333333333333333,1.77156333912573,0.10541805432716193,1.7703369163157536,0.9352051835853131
Ind_SampledZ_Beta1_1_muSD10_HC1p0_sigY1p7_sigC1p19,"Beta(1,1)",1.0,1.0,10.0,1.0,1.6975639410640113,1.1882947587448078,0.3433445578490225,0.037151825096648515,0.2652724019158092,0.41387293225141913,0.3593913445543303,0.07440785363006139,0.2578942084091887,0.48998797619730927,0.99712817258615,0.0009479944483713096,0.9955992590227374,0.9990338086284617,1.0922356752657432,3.847448177430089,1.0500263209700715,0.188,0.008666666666666666,1.7752008260961338,0.1152656445029083,1.7733708365968384,0.937365010799136
Ind_SampledZ_Beta1_1_muSD10_HC1p0_sigY1p7_sigC1p36,"Beta(1,1)",1.0,1.0,10.0,1.0,1.6975639410640113,1.3580511528512091,0.2250662045866817,0.09411978081947103,0.098584473285718,0.3983531094135953,0.25185418564143197,0.20719080744418472,0.04733355398337761,0.5982912540725296,0.9956209353358123,0.0022884446347063484,0.9910463497023161,0.9979191418926115,3.570499628128174,5.277654621358672,1.4075375294585788,0.1925,0.011166666666666667,1.7756947330176212,-0.008426918840678865,1.7775954242152188,0.9395248380129589
Ind_SampledZ_Beta1_1_muSD10_HC1p0_sigY2p04_sigC0p849,"Beta(1,1)",1.0,1.0,10.0,1.0,2.0370767292768135,0.8487819705320057,0.32891136295538626,0.04074349282066186,0.24525987477157501,0.40839182550691144,0.2605957268975849,0.05653600628977971,0.17127217523628432,0.37963848342655376,0.9990835529291703,0.0007080365388645793,0.9974962180671927,0.999686550012671,1.0648974368605888,1.45434969483489,1.2836575136790456,0.1945,0.008,1.7667245488848864,0.0960506372959909,1.766019827761493,0.9676025917926566
Ind_SampledZ_Beta1_1_muSD10_HC1p0_sigY2p04_sigC1p02,"Beta(1,1)",1.0,1.0,10.0,1.0,2.0370767292768135,1.0185383646384067,0.3500646842695957,0.04711217032441843,0.2681815632825442,0.45158536075851985,0.27101033626782,0.05953878823557208,0.20261354115940716,0.4192278908179252,0.9982449739854851,0.0009660709306203892,0.996339660459086,0.9989655981183952,1.168574194332969,1.8519438191896473,1.0911578552106675,0.1975,0.006833333333333334,1.777371264147595,0.12116478247721527,1.775154555753026,0.9632829373650108
Ind_SampledZ_Beta1_1_muSD10_HC1p0_sigY2p04_sigC1p19,"Beta(1,1)",1.0,1.0,10.0,1.0,2.0370767292768135,1.1882947587448078,0.3344753925938948,0.04334829466884631,0.24357290843865034,0.40654408075019727,0.3341282786712104,0.03593566873516817,0.27820584370546786,0.4091668502016297,0.997663717057611,0.0009238470869257682,0.9955282081169092,0.9987272036930674,1.0220210851268459,1.1118516273734371,1.469387209291451,0.1895,0.008666666666666666,1.7787816528413765,0.1054467800700816,1.777574105810778,0.9697624190064795
Ind_SampledZ_Beta1_1_muSD10_HC1p0_sigY2p04_sigC1p36,"Beta(1,1)",1.0,1.0,10.0,1.0,2.0370767292768135,1.3580511528512091,0.3171937856293271,0.03127669211996375,0.24061456742540396,0.3672660349933221,0.2984690906172281,0.09965084377497471,0.17413518925055585,0.448347999972368,0.9968614769181964,0.002415595996775111,0.9912859490081537,0.9990660723961363,1.0093876944641624,4.711176084492271,1.8715869466612982,0.198,0.011,1.7747100255066979,0.08670660502901263,1.7745080087532936,0.9676025917926566
Ind_SampledZ_Beta1_1_muSD10_HC2p5_sigY1p36_sigC0p849,"Beta(1,1)",1.0,1.0,10.0,2.5,1.3580511528512091,0.8487819705320057,0.3846003094242734,0.07910786524562628,0.25233002632425056,0.5055492430080664,0.9895141999313202,0.04172607563915527,0.9105747426135476,1.0665346057869127,0.8329983865828318,0.1664675687669752,0.6660704687604323,0.9998007373925449,3.0172424521818537,1.0514640983632904,358.34367924052435,0.1765,0.005,1.7893876097349926,0.157114857549572,1.7844046753300518,0.9265658747300216
Ind_SampledZ_Beta1_1_muSD10_HC2p5_sigY1p36_sigC1p02,"Beta(1,1)",1.0,1.0,10.0,2.5,1.3580511528512091,1.0185383646384067,0.38897482642085995,0.06947937489333576,0.2653021151042967,0.4979913324019187,0.8998927662528861,0.06978291680602014,0.7409905212275117,1.0037919559749324,0.8328327643807751,0.16429466232446352,0.6654317421056867,0.9984624704377406,2.6013564931085744,1.3307742270579348,138.2803488307498,0.1845,0.0115,1.7833305477201034,0.16359441601769356,1.7777318350215114,0.9200863930885529
Ind_SampledZ_Beta1_1_muSD10_HC2p5_sigY1p36_sigC1p19,"Beta(1,1)",1.0,1.0,10.0,2.5,1.3580511528512091,1.1882947587448078,0.37963779713588297,0.059982080483928245,0.2635295301281129,0.4782764530881363,0.8712546467520893,0.13656793454960023,0.6860160017186888,1.109830596252261,0.8321587928150229,0.16666489063254314,0.6648590288383428,0.9994638749177186,2.248141353060745,3.473209381831832,415.0728540459507,0.194,0.008333333333333333,1.7796367689761423,0.15494130755429558,1.7747967398933806,0.9244060475161987
Ind_SampledZ_Beta1_1_muSD10_HC2p5_sigY1p36_sigC1p36,"Beta(1,1)",1.0,1.0,10.0,2.5,1.3580511528512091,1.3580511528512091,0.4014908745640143,0.034217994501205815,0.3338743928726865,0.46516824594938244,0.6680093870884429,0.03539067612545619,0.6023723290987211,0.7426930669669192,0.6659864988247585,0.001150396301070071,0.6625428862375543,0.6677071181911632,0.9994194773288281,0.999309276973898,1.356333250818252,0.198,0.0095,1.785249655754319,0.18119443336126909,1.7779517336548953,0.9006479481641468
Ind_SampledZ_Beta1_1_muSD10_HC2p5_sigY1p7_sigC0p849,"Beta(1,1)",1.0,1.0,10.0,2.5,1.6975639410640113,0.8487819705320057,0.3107847095493089,0.04110177834930552,0.22083916953977764,0.38287350457629526,0.4814801027151284,0.06460527834716695,0.3701146131241283,0.6090073814937507,0.9980760990177175,0.0007128515105020813,0.9968518746074695,0.999221130559258,1.0111293465829831,1.5917776408221107,1.0182678979605102,0.194,0.007166666666666667,1.7697717045954549,0.0803676390068494,1.7698582904366662,0.937365010799136
Ind_SampledZ_Beta1_1_muSD10_HC2p5_sigY1p7_sigC1p02,"Beta(1,1)",1.0,1.0,10.0,2.5,1.6975639410640113,1.0185383646384067,0.2515286325729352,0.07400490788092637,0.11938078327740732,0.39146662889824124,0.30001331798883885,0.2304685031052367,0.06517632748671774,0.5890141953137784,0.9992235877554767,0.0002328017771617139,0.9988080593287579,0.9994498879487663,2.5707516316996,10.193725329176548,1.5333649606732465,0.1925,0.0085,1.770623137898918,0.021276627043419424,1.7724103830970706,0.9330453563714903
Ind_SampledZ_Beta1_1_muSD10_HC2p5_sigY1p7_sigC1p19,"Beta(1,1)",1.0,1.0,10.0,2.5,1.6975639410640113,1.1882947587448078,0.21368363636472232,0.12859851758401292,0.055173920825103535,0.397908284985206,0.2793075402970492,0.2416728318930512,0.03637773200139263,0.6264874876439762,0.9966811119976321,0.0012528733847317506,0.99427253009787,0.9981415972427522,6.245556867028072,11.040044251177124,0.9998696440540773,0.182,0.009833333333333333,1.7705735696934746,-0.0174198646148583,1.7724029512557193,0.937365010799136
Ind_SampledZ_Beta1_1_muSD10_HC2p5_sigY1p7_sigC1p36,"Beta(1,1)",1.0,1.0,10.0,2.5,1.6975639410640113,1.3580511528512091,0.3316720238096442,0.04288468117611507,0.2442663214016581,0.42944981147995975,0.45468732151339003,0.06510297578907825,0.35581139978547016,0.6527532014211624,0.9960559746053389,0.0010798163099983108,0.9935949267380138,0.9975202821459236,1.063035771355603,1.058638902689106,1.8266977497634638,0.21350000000000002,0.010333333333333333,1.7777612076834997,0.10295400047239002,1.7766972760829012,0.9395248380129589
Ind_SampledZ_Beta1_1_muSD10_HC2p5_sigY2p04_sigC0p849,"Beta(1,1)",1.0,1.0,10.0,2.5,2.0370767292768135,0.8487819705320057,0.3227824521792639,0.05327956761900076,0.22180009148623026,0.43596784517685494,0.3558636424774946,0.05287040376113212,0.27157457215094966,0.4505249714688416,0.9969559754064757,0.001436124463771181,0.9923800583327802,0.9984162736087604,1.0008983764838466,0.9993552134942053,1.0003201883206998,0.1935,0.008333333333333333,1.7703871752687996,0.099696370370478,1.7694897586973146,0.9676025917926566
Ind_SampledZ_Beta1_1_muSD10_HC2p5_sigY2p04_sigC1p02,"Beta(1,1)",1.0,1.0,10.0,2.5,2.0370767292768135,1.0185383646384067,0.3421857134977829,0.04268254048564075,0.26905615265663996,0.4234101170269856,0.3587734055667972,0.05097450458605913,0.23978247776807002,0.46028095723393175,0.9986312603050257,0.00036271481900996194,0.9980052152441846,0.99891720354454,1.0905920936765703,1.0040428509875146,2.493295355806124,0.1955,0.006333333333333333,1.7786904768800735,0.1147647727054669,1.7769041258901688,0.9697624190064795
Ind_SampledZ_Beta1_1_muSD10_HC2p5_sigY2p04_sigC1p19,"Beta(1,1)",1.0,1.0,10.0,2.5,2.0370767292768135,1.1882947587448078,0.3264646564725697,0.04472291636248805,0.23100683673162495,0.4123813140054392,0.3957100867172593,0.06749073153246413,0.30304564422415736,0.5704357216223122,0.9989933797412381,0.000741754094419039,0.9959194560176726,0.9996933445538372,1.0032760272688963,1.0799371945528007,1.012394853733885,0.1995,0.008,1.7732800252589007,0.09260043834046582,1.7727760634999128,0.9654427645788337
Ind_SampledZ_Beta1_1_muSD10_HC2p5_sigY2p04_sigC1p36,"Beta(1,1)",1.0,1.0,10.0,2.5,2.0370767292768135,1.3580511528512091,0.30455789789955634,0.05863308746689755,0.17884771039353617,0.3891359240715995,0.28912242019743084,0.10622139940400077,0.16584302159009062,0.4416306657875608,0.9969994950664242,0.0017044470958672527,0.9939393925002444,0.9990963191935015,1.4065253201486683,5.902118552644053,1.274594748795761,0.192,0.010666666666666666,1.7722641089224405,0.07420430435126464,1.7726252855389193,0.9654427645788337
Ind_SampledZ_Beta1_1_muSD10_HC5p0_sigY1p36_sigC0p849,"Beta(1,1)",1.0,1.0,10.0,5.0,1.3580511528512091,0.8487819705320057,0.33022017535690823,0.03619472757726058,0.2609156335830601,0.4039510418473018,0.954556548770015,0.06417613246946158,0.851122508147898,1.0859124271717626,0.9984061496490475,0.001120991446604047,0.9957209616873538,0.999265926906935,0.9997583166146863,1.0204961032934847,1.4336556613370672,0.1905,0.006500000000000001,1.774059931912462,0.10044388076467678,1.773130041567129,0.9287257019438445
