Model,Z_prior,a_z,b_z,mu_prior_sd,tau_halfcauchy_scale,sigma_y_used,sigma_c_used,mu_mean,mu_sd,mu_2.5%,mu_97.5%,tau_mean,tau_sd,tau_2.5%,tau_97.5%,phi_mean,phi_sd,phi_2.5%,phi_97.5%,Z_mean,Z_sd,Z_2.5%,Z_97.5%,Rhat_mu,Rhat_tau,Rhat_phi,Rhat_Z_mean,tau_accept_rate,phi_accept_rate,z_accept_rate,Validation_RMSE,Validation_Bias,Validation_SE,Validation_Coverage
AR1_SampledZ_Beta2_3_muSD5_HC2p5_sigY2p04_sigC1p36,"Beta(2,3)",2.0,3.0,5.0,2.5,2.0370767292768135,1.3580511528512091,0.3787425200301649,0.04588104974139899,0.2926900068899329,0.4612019799109197,0.30195748282829166,0.03783068114319163,0.250813808471255,0.3945261651577202,0.5570174622407518,0.30156499168376405,0.05712074624521908,0.9409900481170166,0.9258805698228467,0.013310915662431196,0.9061914723708293,0.9410594737314489,1.0025791695514659,1.407439466397999,5.007604575686325,4.1069098957661785,0.19,0.45199999999999996,0.008833333333333332,1.7651023755132313,0.13924983649600856,1.7615043575762948,0.9697624190064795
AR1_SampledZ_Beta2_3_muSD10_HC2p5_sigY2p04_sigC1p36,"Beta(2,3)",2.0,3.0,10.0,2.5,2.0370767292768135,1.3580511528512091,0.3787639822465431,0.045882289491342154,0.292711514869216,0.4612239420566037,0.30195748282829166,0.03783068114319163,0.250813808471255,0.3945261651577202,0.5570174622407518,0.30156499168376405,0.05712074624521908,0.9409900481170166,0.9258805698228467,0.013310915662431196,0.9061914723708293,0.9410594737314489,1.0025766148540711,1.407439466397999,5.007604575686325,4.1069098957661785,0.19,0.45199999999999996,0.008833333333333332,1.7651039676757143,0.139270864814295,1.7615042903976268,0.9697624190064795
AR1_SampledZ_Beta2_3_muSD5_HC5p0_sigY1p7_sigC1p02,"Beta(2,3)",2.0,3.0,5.0,5.0,1.6975639410640113,1.0185383646384067,0.36106776078919145,0.03663673737098889,0.28207208708270104,0.42557865902471576,0.29169000299439524,0.038839439735986796,0.22374990567327738,0.35663002061122806,0.663030777052429,0.09634519561303234,0.46101817205321344,0.8232071979615394,0.9367937199373791,0.010452773640412598,0.9266187446421791,0.9493831454684871,1.0051832873955033,1.7175763674362863,1.2522417565122133,1.7721147543962759,0.1975,0.477,0.007333333333333333,1.7666695514567077,0.12071032305993154,1.7644473516789922,0.9352051835853131
AR1_SampledZ_Beta2_3_muSD10_HC5p0_sigY1p7_sigC1p02,"Beta(2,3)",2.0,3.0,10.0,5.0,1.6975639410640113,1.0185383646384067,0.3610817796364044,0.036637231293615825,0.2820859956130474,0.4255938856124,0.29169000299439524,0.038839439735986796,0.22374990567327738,0.35663002061122806,0.663030777052429,0.09634519561303234,0.46101817205321344,0.8232071979615394,0.9367937199373791,0.010452773640412598,0.9266187446421791,0.9493831454684871,1.0051824247836798,1.7175763674362863,1.2522417565122133,1.7721147543962759,0.1975,0.477,0.007333333333333333,1.7666704047575403,0.12072387917746737,1.764447278436018,0.9352051835853131
AR1_SampledZ_Beta2_3_muSD5_HC1p0_sigY1p7_sigC1p02,"Beta(2,3)",2.0,3.0,5.0,1.0,1.6975639410640113,1.0185383646384067,0.3563158516223603,0.044436083980995016,0.2715716134519375,0.44732583222225325,0.2609208997232236,0.03359267833823407,0.22012575138149418,0.333919172329558,0.5963333343349667,0.20145699776237197,0.2698346914358601,0.9003257627398049,0.9325654689790304,0.010975711877981359,0.9109827837331816,0.950096613232299,1.180420325426867,1.59823450786378,3.59834583368615,1.2263870388471518,0.193,0.4395,0.006,1.7666818705617686,0.12055714857719484,1.7644702079666323,0.9352051835853131
AR1_SampledZ_Beta2_3_muSD10_HC1p0_sigY1p7_sigC1p02,"Beta(2,3)",2.0,3.0,10.0,1.0,1.6975639410640113,1.0185383646384067,0.3563293864634172,0.04443709784017856,0.27158401771105306,0.44734227589051034,0.2609208997232236,0.03359267833823407,0.22012575138149418,0.333919172329558,0.5963333343349667,0.20145699776237197,0.2698346914358601,0.9003257627398049,0.9325654689790304,0.010975711877981359,0.9109827837331816,0.950096613232299,1.1804292199266122,1.59823450786378,3.59834583368615,1.2263870388471518,0.193,0.4395,0.006,1.7666827283863715,0.12057037031927106,1.764470163347328,0.9352051835853131
AR1_SampledZ_Beta2_3_muSD5_HC1p0_sigY1p7_sigC0p849,"Beta(2,3)",2.0,3.0,5.0,1.0,1.6975639410640113,0.8487819705320057,0.3678550911189666,0.027656802312132134,0.31631434342296183,0.42129484145207796,0.2558145296134903,0.0489145484095458,0.16092772904020008,0.3419457082070322,0.5484261977090373,0.20065282649242872,0.19370685348724215,0.8964923768060651,0.9333694006113108,0.00730171439157936,0.9198004355406758,0.9431281729427313,1.076978918776006,1.812010039943821,1.2055400221390806,1.6692241067867857,0.17099999999999999,0.4095,0.005,1.76902965243395,0.12919896818835258,1.766213787419247,0.9352051835853131
AR1_SampledZ_Beta2_3_muSD10_HC1p0_sigY1p7_sigC0p849,"Beta(2,3)",2.0,3.0,10.0,1.0,1.6975639410640113,0.8487819705320057,0.3678673936507173,0.027657080371953347,0.3163266515818452,0.421307281443597,0.2558145296134903,0.0489145484095458,0.16092772904020008,0.3419457082070322,0.5484261977090373,0.20065282649242872,0.19370685348724215,0.8964923768060651,0.9333694006113108,0.00730171439157936,0.9198004355406758,0.9431281729427313,1.0769820855803436,1.812010039943821,1.2055400221390806,1.6692241067867857,0.17099999999999999,0.4095,0.005,1.7690304847203662,0.12921094131885724,1.766213745063295,0.9352051835853131
AR1_SampledZ_Beta2_3_muSD5_HC5p0_sigY2p04_sigC1p36,"Beta(2,3)",2.0,3.0,5.0,5.0,2.0370767292768135,1.3580511528512091,0.36553275387130785,0.04185218019535667,0.2875765418319213,0.44579192498830683,0.3001021625085584,0.03289382270577589,0.21578430946350913,0.3542154341001712,0.41520218851524704,0.12319937512043896,0.049673029003632796,0.5940682833107783,0.9431921246626017,0.014176672731635828,0.9070139687036417,0.9568197893895899,1.0023716097003021,1.331152195562658,1.1987324240160993,1.0212681193206161,0.222,0.353,0.007166666666666667,1.7709915429999308,0.1325721597390357,1.7679328025672152,0.9676025917926566
AR1_SampledZ_Beta2_3_muSD10_HC5p0_sigY2p04_sigC1p36,"Beta(2,3)",2.0,3.0,10.0,5.0,2.0370767292768135,1.3580511528512091,0.36555388942681577,0.04185288103898778,0.28759724699925415,0.44581612342554494,0.3001021625085584,0.03289382270577589,0.21578430946350913,0.3542154341001712,0.41520218851524704,0.12319937512043896,0.049673029003632796,0.5940682833107783,0.9431921246626017,0.014176672731635828,0.9070139687036417,0.9568197893895899,1.0023719309868597,1.331152195562658,1.1987324240160993,1.0212681193206161,0.222,0.353,0.007166666666666667,1.7709930632831987,0.13259300743763325,1.767932761962265,0.9676025917926566
