Model,Z_prior,a_z,b_z,mu_prior_sd,tau_halfcauchy_scale,sigma_y_used,sigma_c_used,mu_mean,mu_sd,mu_2.5%,mu_97.5%,tau_mean,tau_sd,tau_2.5%,tau_97.5%,phi_mean,phi_sd,phi_2.5%,phi_97.5%,Z_mean,Z_sd,Z_2.5%,Z_97.5%,Rhat_mu,Rhat_tau,Rhat_phi,Rhat_Z_mean,tau_accept_rate,phi_accept_rate,z_accept_rate,Validation_RMSE,Validation_Bias,Validation_SE,Validation_Coverage
AR1_SampledZ_Beta2_3_muSD5_HC2p5_sigY2p04_sigC1p19,"Beta(2,3)",2.0,3.0,5.0,2.5,2.0370767292768135,1.1882947587448078,0.35970340200134643,0.03927944286413665,0.2841275676116617,0.4441389168217036,0.28489338063208247,0.03284114324786899,0.24079574556878183,0.38663366180973535,0.18977233075113023,0.1878805122414256,-0.12238550102367655,0.5831763177548573,0.9207640298919023,0.013700733404471583,0.8889915185401396,0.9383637986352493,1.15013120507867,1.0014410374263,1.353420196198563,1.3422394290818076,0.1945,0.3395,0.008,1.7725335920398655,0.12873639124091094,1.7697646736281578,0.9654427645788337
AR1_SampledZ_Beta2_3_muSD10_HC2p5_sigY2p04_sigC1p19,"Beta(2,3)",2.0,3.0,10.0,2.5,2.0370767292768135,1.1882947587448078,0.35972140153643994,0.03927994545093585,0.2841457899949254,0.44415886346473865,0.28489338063208247,0.03284114324786899,0.24079574556878183,0.38663366180973535,0.18977233075113023,0.1878805122414256,-0.12238550102367655,0.5831763177548573,0.9207640298919023,0.013700733404471583,0.8889915185401396,0.9383637986352493,1.1501321388953836,1.0014410374263,1.353420196198563,1.3422394290818076,0.1945,0.3395,0.008,1.7725348759314683,0.1287542180847181,1.7697646626534966,0.9654427645788337
AR1_SampledZ_Beta2_3_muSD5_HC5p0_sigY2p04_sigC1p02,"Beta(2,3)",2.0,3.0,5.0,5.0,2.0370767292768135,1.0185383646384067,0.37175345563287654,0.0423508013598445,0.27077429147318066,0.4388874845174308,0.2819130687279892,0.0464965675820037,0.2229321855473996,0.3936422863515551,0.4046096543513319,0.21141626912552341,-0.025760224267230757,0.7302403187605118,0.9322649431058406,0.017593163321834523,0.9085870856161398,0.9491729550528517,1.181808800495,1.2072101223567446,1.4774814431692185,5.179572942187513,0.1985,0.3615,0.007666666666666666,1.7732641248118626,0.1387201916548601,1.7697420476852326,0.9654427645788337
AR1_SampledZ_Beta2_3_muSD10_HC5p0_sigY2p04_sigC1p02,"Beta(2,3)",2.0,3.0,10.0,5.0,2.0370767292768135,1.0185383646384067,0.37177093464373157,0.04235129331554781,0.2707893910356467,0.43890542130629945,0.2819130687279892,0.0464965675820037,0.2229321855473996,0.3936422863515551,0.4046096543513319,0.21141626912552341,-0.025760224267230757,0.7302403187605118,0.9322649431058406,0.017593163321834523,0.9085870856161398,0.9491729550528517,1.1817949769412095,1.2072101223567446,1.4774814431692185,5.179572942187513,0.1985,0.3615,0.007666666666666666,1.7732654367908436,0.13873737396108,1.769742015297402,0.9654427645788337
AR1_SampledZ_Beta2_3_muSD5_HC1p0_sigY2p04_sigC1p02,"Beta(2,3)",2.0,3.0,5.0,1.0,2.0370767292768135,1.0185383646384067,0.362158897245857,0.03519241079175111,0.28767464999065034,0.42715190995853836,0.25601154453390906,0.05231507050264393,0.18497804575132507,0.3712212192381227,0.3399960745099841,0.1718275428219572,-0.06372671289850079,0.6103380526098684,0.9309897150626486,0.016006111726285313,0.8855743443649956,0.9444628620579308,1.0045179374443745,1.9783068862169089,1.6954172254185533,1.5160248188054146,0.20650000000000002,0.3355,0.006166666666666667,1.7734321842269065,0.1300076615236112,1.7705735309446542,0.9697624190064795
AR1_SampledZ_Beta2_3_muSD10_HC1p0_sigY2p04_sigC1p02,"Beta(2,3)",2.0,3.0,10.0,1.0,2.0370767292768135,1.0185383646384067,0.36217561408506727,0.03519309140927388,0.28768893600019474,0.42717012226765094,0.25601154453390906,0.05231507050264393,0.18497804575132507,0.3712212192381227,0.3399960745099841,0.1718275428219572,-0.06372671289850079,0.6103380526098684,0.9309897150626486,0.016006111726285313,0.8855743443649956,0.9444628620579308,1.0045205429680049,1.9783068862169089,1.6954172254185533,1.5160248188054146,0.20650000000000002,0.3355,0.006166666666666667,1.7734333761568588,0.1300241812073741,1.7705735116922032,0.9697624190064795
AR1_SampledZ_Beta2_3_muSD5_HC1p0_sigY2p04_sigC1p19,"Beta(2,3)",2.0,3.0,5.0,1.0,2.0370767292768135,1.1882947587448078,0.3715664225672918,0.039040238701741906,0.3098008556339242,0.44800539463968564,0.22636341730048481,0.051022393081065105,0.17385542022912526,0.3589221919260969,0.22171130763801036,0.257165470517896,-0.224588552829807,0.5742343106306631,0.9325946531669989,0.01377032124612407,0.8961604464745507,0.94755404318007,1.2339792114715784,1.5763085435534243,1.5955817963574401,1.0016642637674942,0.192,0.33999999999999997,0.008,1.7735953366528636,0.1399844971104229,1.7699748838365488,0.9676025917926566
AR1_SampledZ_Beta2_3_muSD10_HC1p0_sigY2p04_sigC1p19,"Beta(2,3)",2.0,3.0,10.0,1.0,2.0370767292768135,1.1882947587448078,0.3715855123872684,0.039040903085405324,0.30981904221444095,0.44802465190261676,0.22636341730048481,0.051022393081065105,0.17385542022912526,0.3589221919260969,0.22171130763801036,0.257165470517896,-0.224588552829807,0.5742343106306631,0.9325946531669989,0.01377032124612407,0.8961604464745507,0.94755404318007,1.233993213446735,1.5763085435534243,1.5955817963574401,1.0016642637674942,0.192,0.33999999999999997,0.008,1.7735968190781566,0.14000345059707123,1.7699748701626248,0.9676025917926566
AR1_SampledZ_Beta2_3_muSD5_HC5p0_sigY2p04_sigC1p19,"Beta(2,3)",2.0,3.0,5.0,5.0,2.0370767292768135,1.1882947587448078,0.36970356750934086,0.04269758626202199,0.2583591172145593,0.4243312228332139,0.2552249478769171,0.047574236571285546,0.16989304886562426,0.37755397809562785,0.0168494816782952,0.1359667787518884,-0.21590213226173338,0.25815385329739426,0.9342074695198406,0.012390943114490212,0.9076192402006078,0.9549459013063752,1.109871485858264,1.2359545084520707,1.048010132825364,1.0977814447980805,0.221,0.3255,0.0095,1.7747222779493477,0.13764636518537657,1.771290217045467,0.9697624190064795
AR1_SampledZ_Beta2_3_muSD10_HC5p0_sigY2p04_sigC1p19,"Beta(2,3)",2.0,3.0,10.0,5.0,2.0370767292768135,1.1882947587448078,0.36972314724911826,0.04269826839053882,0.25837563839374794,0.4243510349979754,0.2552249478769171,0.047574236571285546,0.16989304886562426,0.37755397809562785,0.0168494816782952,0.1359667787518884,-0.21590213226173338,0.25815385329739426,0.9342074695198406,0.012390943114490212,0.9076192402006078,0.9549459013063752,1.1098732748778108,1.2359545084520707,1.048010132825364,1.0977814447980805,0.221,0.3255,0.0095,1.7747237898590595,0.1376658788999772,1.771290215370023,0.9697624190064795
AR1_SampledZ_Beta2_3_muSD5_HC2p5_sigY2p04_sigC1p02,"Beta(2,3)",2.0,3.0,5.0,2.5,2.0370767292768135,1.0185383646384067,0.4502738259832651,0.06601500617747094,0.3338936877467902,0.561929071479374,0.41692234447376675,0.15223633426881109,0.20846087989508186,0.6380615934696864,0.5580673215073525,0.19077886009853837,0.10247168371436692,0.8399846380328967,0.8054660325550079,0.15476679480899722,0.649285863988287,0.9632779113461613,2.2831891341534845,5.245113583997304,2.1659771780933084,52.99366618330612,0.1865,0.41600000000000004,0.007166666666666667,1.7768654944286564,0.2093222854546271,1.7664014841647164,0.9719222462203023
AR1_SampledZ_Beta2_3_muSD10_HC2p5_sigY2p04_sigC1p02,"Beta(2,3)",2.0,3.0,10.0,2.5,2.0370767292768135,1.0185383646384067,0.45029159569947264,0.06601216808911968,0.33391308684431376,0.5619454516852922,0.41692234447376675,0.15223633426881109,0.20846087989508186,0.6380615934696864,0.5580673215073525,0.19077886009853837,0.10247168371436692,0.8399846380328967,0.8054660325550079,0.15476679480899722,0.649285863988287,0.9632779113461613,2.2830219500598856,5.245113583997304,2.1659771780933084,52.99366618330612,0.1865,0.41600000000000004,0.007166666666666667,1.7768674176011894,0.2093385930579629,1.766401486174827,0.9719222462203023
AR1_SampledZ_Beta2_3_muSD5_HC2p5_sigY1p7_sigC0p849,"Beta(2,3)",2.0,3.0,5.0,2.5,1.6975639410640113,0.8487819705320057,0.41859163924081144,0.08907750802435818,0.23078030194329027,0.5417465603121023,0.4217499626498784,0.3562000514283417,0.05883427052773702,0.8204919916057107,0.4185288178166504,0.12969643697409605,0.17635996729313047,0.6448351917446025,0.7792137646245575,0.1412456354517836,0.6177209143069122,0.9269643667023293,2.8690968465598794,24.03484238302171,2.030073960626106,23.887381357708218,0.1955,0.3555,0.0061666666666666675,1.7798502611666094,0.17595938704374714,1.7730468365165828,0.9416846652267818
AR1_SampledZ_Beta2_3_muSD10_HC2p5_sigY1p7_sigC0p849,"Beta(2,3)",2.0,3.0,10.0,2.5,1.6975639410640113,0.8487819705320057,0.4186002765134762,0.08908137347053982,0.23078263301726035,0.5417599916113904,0.4217499626498784,0.3562000514283417,0.05883427052773702,0.8204919916057107,0.4185288178166504,0.12969643697409605,0.17635996729313047,0.6448351917446025,0.7792137646245575,0.1412456354517836,0.6177209143069122,0.9269643667023293,2.869155614199657,24.03484238302171,2.030073960626106,23.887381357708218,0.1955,0.3555,0.0061666666666666675,1.7798510032190706,0.17596600064376264,1.7730469252539343,0.9416846652267818
AR1_SampledZ_Beta2_3_muSD5_HC2p5_sigY2p04_sigC0p849,"Beta(2,3)",2.0,3.0,5.0,2.5,2.0370767292768135,0.8487819705320057,0.47219728517144094,0.06324330919783697,0.3706916764148349,0.574033823530504,0.4654841519462561,0.25519268379268173,0.16129561477000365,0.7714876261628243,0.3692260940987491,0.16754938436264516,0.007575921339407417,0.6101990805157225,0.7726502643244252,0.15207686421957592,0.6172205218916494,0.9501390987101471,2.981647457033739,9.325562448553447,1.2832697871571936,17.883703424264834,0.217,0.354,0.006666666666666666,1.7874767161844782,0.22903694452061443,1.7746597662956494,0.9676025917926566
AR1_SampledZ_Beta2_3_muSD10_HC2p5_sigY2p04_sigC0p849,"Beta(2,3)",2.0,3.0,10.0,2.5,2.0370767292768135,0.8487819705320057,0.47221153464908305,0.06324235964532869,0.37070617362763086,0.5740469165648739,0.4654841519462561,0.25519268379268173,0.16129561477000365,0.7714876261628243,0.3692260940987491,0.16754938436264516,0.007575921339407417,0.6101990805157225,0.7726502643244252,0.15207686421957592,0.6172205218916494,0.9501390987101471,2.9815252796956098,9.325562448553447,1.2832697871571936,17.883703424264834,0.217,0.354,0.006666666666666666,1.787478319681662,0.22904890514132997,1.7746598378552232,0.9676025917926566
AR1_SampledZ_Beta2_3_muSD5_HC5p0_sigY2p04_sigC0p849,"Beta(2,3)",2.0,3.0,5.0,5.0,2.0370767292768135,0.8487819705320057,0.44630779674344295,0.07369665041490005,0.33055784341197947,0.5612844691926598,0.5004014988636555,0.25188447446633105,0.19493859048806195,0.8032307377424723,0.23017560208243196,0.16074989284708854,-0.026259196168711748,0.5369576899340647,0.7775339946146973,0.15698194876666843,0.5893828780745363,0.9386471998891412,3.255475017419279,8.272651013769723,1.760669511169074,15.6397737320614,0.21150000000000002,0.32499999999999996,0.005666666666666667,1.7889113605702356,0.20918157146375466,1.7785609526639692,0.9654427645788337
AR1_SampledZ_Beta2_3_muSD10_HC5p0_sigY2p04_sigC0p849,"Beta(2,3)",2.0,3.0,10.0,5.0,2.0370767292768135,0.8487819705320057,0.44632179642539754,0.0736954991277178,0.33057297624745346,0.5612973545116012,0.5004014988636555,0.25188447446633105,0.19493859048806195,0.8032307377424723,0.23017560208243196,0.16074989284708854,-0.026259196168711748,0.5369576899340647,0.7775339946146973,0.15698194876666843,0.5893828780745363,0.9386471998891412,3.2553840585061344,8.272651013769723,1.760669511169074,15.6397737320614,0.21150000000000002,0.32499999999999996,0.005666666666666667,1.7889128374726468,0.20919347257364856,1.7785610385845303,0.9654427645788337
AR1_SampledZ_Beta2_3_muSD5_HC5p0_sigY1p36_sigC0p849,"Beta(2,3)",2.0,3.0,5.0,5.0,1.3580511528512091,0.8487819705320057,0.4883743561227179,0.030658517412659732,0.42990233081229845,0.5497583934711147,0.8242651056951816,0.03400140931040465,0.7501459442405536,0.8866775687044666,0.4841404613553346,0.06427845591298229,0.37306615984402075,0.6067331122643347,0.6384673599381184,0.00620960169924896,0.6271931487091601,0.644578978902837,1.0031415968298996,1.006629227499432,1.0275826369969445,1.6336159149178244,0.218,0.3695,0.006,1.7985579084086338,0.22214110413590377,1.7867173316490745,0.9157667386609071
AR1_SampledZ_Beta2_3_muSD10_HC5p0_sigY1p36_sigC0p849,"Beta(2,3)",2.0,3.0,10.0,5.0,1.3580511528512091,0.8487819705320057,0.4883872965506932,0.030658952346322894,0.4299139530169066,0.5497723493153501,0.8242651056951816,0.03400140931040465,0.7501459442405536,0.8866775687044666,0.4841404613553346,0.06427845591298229,0.37306615984402075,0.6067331122643347,0.6384673599381184,0.00620960169924896,0.6271931487091601,0.644578978902837,1.0031410410490678,1.006629227499432,1.0275826369969445,1.6336159149178244,0.218,0.3695,0.006,1.7985589110225864,0.22214874609778493,1.7867173909003917,0.9157667386609071
AR1_SampledZ_Beta2_3_muSD5_HC5p0_sigY1p7_sigC0p849,"Beta(2,3)",2.0,3.0,5.0,5.0,1.6975639410640113,0.8487819705320057,0.5053647113468086,0.03042712647864627,0.44501186418820243,0.5631876856070972,0.7699548604028095,0.041136281983755435,0.6936139534647326,0.8504396220171286,0.41675068059905,0.08491564842640557,0.24154810940998553,0.5739113452549167,0.6295443260490705,0.007711201737096651,0.6160424480968667,0.6367892586193045,1.0091070548789614,1.7273635543097616,1.2299345754574844,3.562388699602735,0.2,0.353,0.006,1.8132869220473986,0.25104689034467087,1.79776678336133,0.9438444924406048
AR1_SampledZ_Beta2_3_muSD10_HC5p0_sigY1p7_sigC0p849,"Beta(2,3)",2.0,3.0,10.0,5.0,1.6975639410640113,0.8487819705320057,0.5053774137899358,0.030427451732637285,0.445024943550752,0.5632020000718096,0.7699548604028095,0.041136281983755435,0.6936139534647326,0.8504396220171286,0.41675068059905,0.08491564842640557,0.24154810940998553,0.5739113452549167,0.6295443260490705,0.007711201737096651,0.6160424480968667,0.6367892586193045,1.0091042217839747,1.7273635543097616,1.2299345754574844,3.562388699602735,0.2,0.353,0.006,1.8132881903440015,0.251055088537974,1.7977669180533777,0.9438444924406048
AR1_SampledZ_Beta2_3_muSD5_HC1p0_sigY2p04_sigC0p849,"Beta(2,3)",2.0,3.0,5.0,1.0,2.0370767292768135,0.8487819705320057,0.5169943728769243,0.027044368626621483,0.463643530860293,0.5708914232718952,0.7577308579407706,0.025378637204888532,0.7115735712155398,0.809432526900391,0.3337096954887375,0.08115251352104587,0.12712343382538685,0.48094248709352244,0.6331855215171678,0.01158341057649793,0.6208465432247575,0.6496408732677348,0.9996578126702187,1.0445211763728695,1.4418187274231098,10.304162462059514,0.196,0.3375,0.005333333333333334,1.8246847637964432,0.2690097203363933,1.8066981694430866,0.9697624190064795
AR1_SampledZ_Beta2_3_muSD10_HC1p0_sigY2p04_sigC0p849,"Beta(2,3)",2.0,3.0,10.0,1.0,2.0370767292768135,0.8487819705320057,0.5170074938870116,0.027044663857460006,0.46365552905329616,0.5709053301439697,0.7577308579407706,0.025378637204888532,0.7115735712155398,0.809432526900391,0.3337096954887375,0.08115251352104587,0.12712343382538685,0.48094248709352244,0.6331855215171678,0.01158341057649793,0.6208465432247575,0.6496408732677348,0.999658180715137,1.0445211763728695,1.4418187274231098,10.304162462059514,0.196,0.3375,0.005333333333333334,1.8246862891739115,0.2690186840181114,1.8066983757761819,0.9697624190064795
