mu_chain_1,tau_chain_1,mu_chain_2,tau_chain_2,mu_chain_3,tau_chain_3,mu_chain_4,tau_chain_4
0.40220233347621603,0.1605614007796223,0.45159348201975125,0.17474209683523498,0.47019406736622926,0.16400542562649428,0.34896935841914917,0.18567292381304323
0.402180759620055,0.1611046350554258,0.4558549706376343,0.17474209683523498,0.46595791557161925,0.16400542562649428,0.3488302286901215,0.18567292381304323
0.39708722949269276,0.1611046350554258,0.4514909827535388,0.17474209683523498,0.4615520424364741,0.16400542562649428,0.3401157976869445,0.18567292381304323
0.39816136256753365,0.1611046350554258,0.45861103941414577,0.17474209683523498,0.4585426087707481,0.16400542562649428,0.3363620197297069,0.18604526671317143
0.3922515469246679,0.1611046350554258,0.4617027850613148,0.17566533425728575,0.4603719557421894,0.16400542562649428,0.3419066305232319,0.19112129512943998
0.3918655442917544,0.16148617618905,0.4574047890516027,0.17566533425728575,0.45474973712552813,0.16400542562649428,0.35229345936374423,0.19112129512943998
0.3956503017387894,0.1593315403077869,0.45636829387540506,0.17566533425728575,0.45132914421343956,0.16400542562649428,0.35614588965064653,0.19112129512943998
0.3961601567214652,0.1593315403077869,0.4546756394362564,0.17645870820373602,0.44593219594545147,0.16400542562649428,0.35381099882194,0.19112129512943998
0.39902777703072345,0.1593315403077869,0.4548326987789117,0.17645870820373602,0.44886758680815025,0.16400542562649428,0.34936918411830153,0.19112129512943998
0.40741992370083113,0.1593315403077869,0.4547382348952702,0.1769267089070162,0.44647432191076597,0.16507393119818073,0.3554717970993474,0.1905331709411397
0.4133132327101014,0.1593315403077869,0.45820148304485014,0.1769267089070162,0.441193953842078,0.16507393119818073,0.3568515364155854,0.1905331709411397
0.415629376467453,0.1593315403077869,0.4541956877425128,0.1769267089070162,0.44247583238145405,0.16507393119818073,0.3588349776930185,0.1905331709411397
0.4130364623799627,0.15902396897816715,0.44623159564938886,0.1769267089070162,0.4397370466241654,0.16507393119818073,0.3586262270123691,0.1905331709411397
0.4105595185811346,0.15902396897816715,0.4505808095289037,0.1769267089070162,0.44700380982117155,0.16034048350137287,0.35513289563240896,0.1905331709411397
0.4159251502743344,0.15902396897816715,0.4488003831312353,0.1769267089070162,0.44773907056965245,0.16034048350137287,0.3539174008767208,0.1905331709411397
0.42072191398857545,0.15902396897816715,0.4499938274406939,0.17140343621362136,0.44784887860497957,0.16034048350137287,0.36941370718236416,0.1905331709411397
0.4203836006669027,0.15902396897816715,0.44381336025771323,0.17140343621362136,0.4431114103459587,0.16034048350137287,0.3660459802811296,0.1905331709411397
0.4193106484425787,0.15902396897816715,0.4443300181277354,0.17140343621362136,0.4483156901405087,0.16034048350137287,0.3736247536905828,0.18673085695163286
0.4116335928025816,0.15902396897816715,0.43575163179544857,0.17140343621362136,0.4474241731084173,0.16034048350137287,0.37877540857919273,0.18673085695163286
0.40890481285918584,0.15902396897816715,0.4349114116273437,0.17140343621362136,0.44906833256061685,0.16034048350137287,0.3822724429103454,0.18673085695163286
0.3999342977598048,0.1591728531421686,0.44562854143036706,0.17140343621362136,0.44407654879764763,0.16034048350137287,0.3864734335854965,0.18673085695163286
0.4008234128719642,0.1608598356535788,0.4473216988641127,0.17140343621362136,0.447800430151796,0.16034048350137287,0.3894126632825465,0.18760651227880995
0.40172246048544874,0.1608598356535788,0.4501785998300195,0.17140343621362136,0.44920244076398247,0.16034048350137287,0.3854494953046932,0.18760651227880995
0.4031580165718309,0.1608598356535788,0.4445962219006849,0.17140343621362136,0.4450155203630375,0.16034048350137287,0.38479016748408384,0.18760651227880995
0.3962879621124749,0.1608598356535788,0.4491981292105098,0.17140343621362136,0.44531945119201366,0.16034048350137287,0.3831987207193071,0.18760651227880995
0.39653240573910037,0.16207743074327058,0.4488508959565538,0.17140343621362136,0.4450471654902743,0.16034048350137287,0.3763284958126383,0.18760651227880995
0.3943348324602175,0.16207743074327058,0.4452499022372326,0.17140343621362136,0.4428303636383043,0.16034048350137287,0.38023796031961987,0.18760651227880995
0.391402518173339,0.16207743074327058,0.4421435373864037,0.1721232963227101,0.4413389005887638,0.16034048350137287,0.38200329412865647,0.18760651227880995
0.39129474453397534,0.15939418203840214,0.44353317395097863,0.1717344880467363,0.4396688447413351,0.16034048350137287,0.38485122678432143,0.18760651227880995
0.3917138026872215,0.15939418203840214,0.4443129902394051,0.16961699598326366,0.43999691284109493,0.1622531624543245,0.38989938314403455,0.18760651227880995
0.3919705328683399,0.15899953223768412,0.4502796460910327,0.17317402725546915,0.44831492624858527,0.15688111517337597,0.3881190933718429,0.18760651227880995
0.39573313048886655,0.15899953223768412,0.45420863171807646,0.17317402725546915,0.44374633680518244,0.15688111517337597,0.3899318986956112,0.18760651227880995
0.39895781190265817,0.15899953223768412,0.46292835339542665,0.17770179375711448,0.44324210827835986,0.15688111517337597,0.40254267961996043,0.1833420412408787
0.3956058884713707,0.15899953223768412,0.4582221118417911,0.17973189385822402,0.4352986998254904,0.15688111517337597,0.4086667100272144,0.1833420412408787
0.38513230122540143,0.15772769172901982,0.4477806219520896,0.18260879450451914,0.4360209063051852,0.15688111517337597,0.40795307104234585,0.1833420412408787
0.38689986585832475,0.15772769172901982,0.44603945411691814,0.18260879450451914,0.4316768389536033,0.15688111517337597,0.4090957199138532,0.1833420412408787
0.3846380607282123,0.15772769172901982,0.4501543170035626,0.18260879450451914,0.42843131192665795,0.15688111517337597,0.41372916622175787,0.1833420412408787
0.3839274083204394,0.15772769172901982,0.44768168656774987,0.18260879450451914,0.4304205825635537,0.15688111517337597,0.41649699941042634,0.1833420412408787
0.3865408651612364,0.15772769172901982,0.4513891430249965,0.18260879450451914,0.43012460474195635,0.15688111517337597,0.41897683272251474,0.1833420412408787
0.38817989655516194,0.15772769172901982,0.4513505427592169,0.18260879450451914,0.4264056294673957,0.15688111517337597,0.4255702132796951,0.1833420412408787
0.3885392419276523,0.15772769172901982,0.4451254840157758,0.18260879450451914,0.42802327063836576,0.15688111517337597,0.4184574219809971,0.1833420412408787
0.396143134122878,0.15772769172901982,0.44489599073119396,0.18260879450451914,0.42716036224225434,0.15688111517337597,0.4151734347744184,0.1833420412408787
