mu_chain_1,tau_chain_1,phi_chain_1,mu_chain_2,tau_chain_2,phi_chain_2,mu_chain_3,tau_chain_3,phi_chain_3,mu_chain_4,tau_chain_4,phi_chain_4
0.3141125875842531,0.2691846353785805,0.7697799835751143,0.3985679156773044,0.15853233600273464,0.5790740336948705,0.3738702630240122,0.27231848503600126,0.5996278225659875,0.35658295053595224,0.2699902855036975,0.12034837991261266
0.3090590675554035,0.2691846353785805,0.7697799835751143,0.3956381874067159,0.15853233600273464,0.5550091313441746,0.38101328296789744,0.27231848503600126,0.5996278225659875,0.35468459046692974,0.2699902855036975,0.12034837991261267
0.30460265898344274,0.27300129915694127,0.7697799835751143,0.38821443389320637,0.15972847174830207,0.5437292729411095,0.3720587034333062,0.27231848503600126,0.5996278225659875,0.3550122713810041,0.27533227129626625,0.12034837991261269
0.297172827557552,0.27300129915694127,0.7697799835751143,0.3905311309391848,0.15972847174830207,0.5437292729411095,0.37223174069113507,0.27481817671988706,0.5996278225659875,0.35683391677547305,0.26875679177723316,0.14588042027484566
0.3101807692446472,0.27300129915694127,0.7697799835751143,0.39186932147924664,0.15972847174830207,0.5219823613855776,0.367693870889327,0.27481817671988706,0.5996278225659875,0.35454949126025614,0.26875679177723316,0.1674770973593479
0.3100378396730269,0.27300129915694127,0.7704019301961422,0.39389750199411855,0.15796169105121655,0.5219823613855776,0.3952145320729283,0.27604998934908176,0.5987688215392228,0.3570908963540286,0.26875679177723316,0.15263025923282478
0.31021536437578096,0.27300129915694127,0.7616212141760231,0.3956515343010971,0.15796169105121655,0.5219823613855776,0.38754681848513894,0.27604998934908176,0.6001687109031888,0.3588146125537476,0.26875679177723316,0.15263025923282478
0.30313652589111395,0.28811457200862717,0.7351885148096707,0.3916437275074963,0.15796169105121655,0.5219823613855776,0.37459232525722486,0.2770529919206288,0.6001687109031888,0.3675469264643861,0.26875679177723316,0.15263025923282478
0.2962569164802982,0.28811457200862717,0.7351885148096707,0.39536903193102574,0.15836184002027145,0.5219823613855776,0.385448113050471,0.2684815849672307,0.6001687109031888,0.36713709251228716,0.2671105042509295,0.15263025923282478
0.3047643857951153,0.2831975554675656,0.7435566460230658,0.39017809534381165,0.15836184002027145,0.5219823613855776,0.38153887772770584,0.26690195928149263,0.5995026543644715,0.37295982412097867,0.2671105042509295,0.15263025923282478
0.29051512647377237,0.2831975554675656,0.7482220803005177,0.38828121522187165,0.15836184002027145,0.5219823613855776,0.37850706255070354,0.27276569281263807,0.5995026543644715,0.3801980626302795,0.2671105042509295,0.15263025923282478
0.30575454755813364,0.2831975554675656,0.7675563226786791,0.38257286226615944,0.15836184002027145,0.5467252962293313,0.3760132061250234,0.27276569281263807,0.5995026543644715,0.38863929690702875,0.2671105042509295,0.15263025923282478
0.3066373840429614,0.2831975554675656,0.7675563226786791,0.38439729162634695,0.15836184002027145,0.5461981360581634,0.39564474731796595,0.27276569281263807,0.5782940383434361,0.39199883974672206,0.2671105042509295,0.15263025923282478
0.3019942671162774,0.2831975554675656,0.7857273751973229,0.38286574020524183,0.15837705816236433,0.5400867632430487,0.3905476729158267,0.27276569281263807,0.5773898330344451,0.38642357342268935,0.2671105042509295,0.10140750436924424
0.3201330378914604,0.2831975554675656,0.7623743308025487,0.3867482052040759,0.15837705816236433,0.5263587786119674,0.3867970809627309,0.2721846617096053,0.5773898330344451,0.37579853170297106,0.2671105042509295,0.10140750436924426
0.3163988046032352,0.2831975554675656,0.7623743308025487,0.3803745030924507,0.15837705816236433,0.4975679563198014,0.3782568595354258,0.2721846617096053,0.5676516349222089,0.3790805736723917,0.2671105042509295,0.10140750436924427
0.3196692204420166,0.2831975554675656,0.76844955951237,0.377843795271577,0.15837705816236433,0.4975679563198014,0.3816774940987994,0.2721846617096053,0.5676516349222089,0.3787401125317328,0.2671105042509295,0.10140750436924428
0.317787498713304,0.2831975554675656,0.75455681698465,0.38209772266346925,0.15837705816236433,0.4975679563198014,0.3777734483994405,0.2721846617096053,0.5676516349222089,0.3840070809556406,0.2671105042509295,0.06381325164895335
0.3098200860782767,0.2831975554675656,0.75455681698465,0.38451523393110815,0.15837705816236433,0.49480328529686163,0.36639493327820655,0.2721846617096053,0.540563575256988,0.3813515215402792,0.2671105042509295,0.06381325164895336
0.3206951950642166,0.2831975554675656,0.75455681698465,0.3831121499269993,0.15837705816236433,0.4948032852968616,0.3796917596427276,0.2838579839149282,0.595304853361463,0.3830657861206432,0.2671105042509295,0.112517516527228
0.33102684421058204,0.2831975554675656,0.75455681698465,0.38587669933836943,0.15837705816236433,0.49480328529686146,0.3767256154269142,0.2838579839149282,0.5933284198393579,0.3728651700617563,0.2671105042509295,0.11741916676502993
0.3258953118763406,0.2831975554675656,0.7638908271707785,0.3838424861767701,0.15837705816236433,0.4948032852968614,0.373731956595167,0.2838579839149282,0.5933284198393579,0.36996030018491,0.2671105042509295,0.11741916676502993
0.3184436201594215,0.2831975554675656,0.7638908271707785,0.38359875667803645,0.15893466059281214,0.5140509446681065,0.3721914534828695,0.2838579839149282,0.5933284198393579,0.3813066482667504,0.2670714724187142,0.11741916676502993
