Model,Z,mu_prior_sd,tau_halfcauchy_scale,mu_mean,mu_sd,mu_2.5%,mu_97.5%,tau_mean,tau_sd,tau_2.5%,tau_97.5%,phi_mean,phi_sd,phi_2.5%,phi_97.5%,Rhat_mu,Rhat_tau,Rhat_phi,tau_accept_rate,phi_accept_rate,Validation_RMSE,Validation_Bias,Validation_SE,Validation_Coverage
AR1_FixedZ0.9_muSD5_HC5.0,0.9,5.0,5.0,0.3536078567905942,0.03784598594161805,0.28210568082229664,0.42580837831299,0.22108889937117818,0.05403288097602296,0.1520306555216569,0.34898593787682936,0.7631709132624946,0.17174513750269138,0.18405222593839346,0.9570691589161618,1.117969358257386,1.8490229728340586,1.0540929747252203,0.1815,0.5370833333333334,1.7630905947451272,0.11440006171060677,1.7612782498736144,0.937365010799136
AR1_FixedZ0.9_muSD10_HC5.0,0.9,10.0,5.0,0.3536229169795524,0.03784680237564815,0.2821178629135909,0.4258256484890255,0.22108889937117818,0.05403288097602296,0.1520306555216569,0.34898593787682936,0.7631709132624946,0.17174513750269138,0.18405222593839346,0.9570691589161618,1.1179754508533406,1.8490229728340586,1.0540929747252203,0.1815,0.5370833333333334,1.7630914926908812,0.11441479933938913,1.7612781913042617,0.937365010799136
AR1_FixedZ0.9_muSD5_HC1.0,0.9,5.0,1.0,0.36677414385446694,0.035518237768693624,0.2954574651498203,0.4332923966182107,0.2157001694745779,0.06262060995362764,0.09856999329443622,0.3673123047480903,0.7223177361492442,0.16800925330162536,0.36714288481957713,0.9716818369331924,1.0088423319283282,1.65697595501158,1.0264471763763985,0.1875,0.5075,1.7639211625569875,0.12791234467633564,1.7611801599654593,0.9352051835853131
AR1_FixedZ0.9_muSD10_HC1.0,0.9,10.0,1.0,0.3667897438904056,0.035518909637151964,0.2954714489460636,0.4333095223096092,0.2157001694745779,0.06262060995362764,0.09856999329443622,0.3673123047480903,0.7223177361492442,0.16800925330162536,0.36714288481957713,0.9716818369331924,1.0088431206918613,1.65697595501158,1.0264471763763985,0.1875,0.5075,1.7639222152793415,0.12792763197215842,1.7611801038415027,0.9352051835853131
AR1_FixedZ0.9_muSD5_HC2.5,0.9,5.0,2.5,0.32896629857047993,0.07258276198791161,0.15009798072780137,0.43279680467720366,0.18572576839247404,0.08594814412816901,0.05408955691714555,0.34622965140719436,0.5163048374584182,0.36856451338356033,-0.2707784393350738,0.9813598327970041,1.9524175054694486,2.618674364126965,1.6204649203012984,0.1885,0.48383333333333334,1.7651425791862019,0.09371428530223488,1.7645597039592047,0.937365010799136
AR1_FixedZ0.9_muSD10_HC2.5,0.9,10.0,2.5,0.32897925569542374,0.07258702077578484,0.1501004602598108,0.43281375601472905,0.18572576839247404,0.08594814412816901,0.05408955691714555,0.34622965140719436,0.5163048374584182,0.36856451338356033,-0.2707784393350738,0.9813598327970041,1.9524796082860318,2.618674364126965,1.6204649203012984,0.1885,0.48383333333333334,1.765143215058001,0.09372701267402327,1.7645596639688523,0.937365010799136
