Model,Z_prior,a_z,b_z,mu_prior_sd,tau_halfcauchy_scale,sigma_y_used,sigma_c_used,mu_mean,mu_sd,mu_2.5%,mu_97.5%,tau_mean,tau_sd,tau_2.5%,tau_97.5%,phi_mean,phi_sd,phi_2.5%,phi_97.5%,Z_mean,Z_sd,Z_2.5%,Z_97.5%,Rhat_mu,Rhat_tau,Rhat_phi,Rhat_Z_mean,tau_accept_rate,phi_accept_rate,z_accept_rate,Validation_RMSE,Validation_Bias,Validation_SE,Validation_Coverage
AR1_SampledZ_Beta1_1_muSD5_HC1p0_sigY2p04_sigC1p19,"Beta(1,1)",1.0,1.0,5.0,1.0,2.0370767292768135,1.1882947587448078,0.3153315364001827,0.0641514165512635,0.1932321241553524,0.46781844931144295,0.26370918690246037,0.12772401403799488,0.11296198547563716,0.4678962650691684,0.5591219453037102,0.25756483882253023,0.02401827913021064,0.9100021414467825,0.9965399682034455,0.002069488640012132,0.9922713299051181,0.9990909247274745,1.5376462516555947,4.937185816853276,2.070861630094133,1.076070371125034,0.189,0.447,0.0105,1.7620128914764164,0.07197415687079033,1.762446607627281,0.9697624190064795
AR1_SampledZ_Beta1_1_muSD5_HC1p0_sigY2p04_sigC1p36,"Beta(1,1)",1.0,1.0,5.0,1.0,2.0370767292768135,1.3580511528512091,0.25510249157170045,0.08553946750760182,0.14407679104225382,0.40533023720719635,0.22191788386515562,0.11999798553620357,0.10376492085641824,0.47038444327587725,0.6522810387905571,0.19686098828898763,0.34931456422930296,0.9658250628991407,0.996054419640763,0.0020591538009534518,0.9914697119791294,0.9985574644220426,3.142356661723686,3.612276496550359,3.3372403284457777,1.407060114630409,0.2,0.475,0.011833333333333335,1.766699505232551,0.020925886792497253,1.768486416158013,0.9676025917926566
AR1_SampledZ_Beta1_1_muSD5_HC2p5_sigY1p36_sigC0p849,"Beta(1,1)",1.0,1.0,5.0,2.5,1.3580511528512091,0.8487819705320057,0.46713069962178466,0.04812562376472455,0.3637651696429395,0.5530557362267867,0.9017187195991424,0.09041044835265381,0.6508585769372376,1.0423381171712827,0.6884807342698402,0.2345648961801408,0.32630633386914076,0.9870439786424854,0.8325801967361156,0.1667934985725591,0.6658463030226528,0.999391672311084,1.3407996168390721,2.332033130626429,4.908096626924807,2574.9377960366783,0.201,0.5820000000000001,0.006166666666666667,1.7052950391238912,0.143117555260564,1.701116880432593,0.9352051835853131
AR1_SampledZ_Beta1_1_muSD5_HC2p5_sigY1p36_sigC1p02,"Beta(1,1)",1.0,1.0,5.0,2.5,1.3580511528512091,1.0185383646384067,0.47548645337856055,0.04901713147640831,0.3793212237824973,0.559064141730967,0.8173683280956704,0.04287599144317422,0.7457446894814218,0.9097559830963636,0.8563530485890526,0.13016081070006325,0.5780416016828527,0.9854423542261271,0.8322063942521001,0.16645693523037214,0.6647510332118735,0.999103041322138,1.409656189327158,1.000987437247538,1.4291931402096032,293.2091006773741,0.1825,0.644,0.008166666666666666,1.6884356799234732,0.13318741934300318,1.684995061132371,0.937365010799136
AR1_SampledZ_Beta1_1_muSD5_HC2p5_sigY1p36_sigC1p19,"Beta(1,1)",1.0,1.0,5.0,2.5,1.3580511528512091,1.1882947587448078,0.43749530740718795,0.04040816715682373,0.3616028697083141,0.5187711143043048,0.8211276903799253,0.03726067559046356,0.7613094479565802,0.9126833433406564,0.9396509622096533,0.035371203908106455,0.8546354591558749,0.9888388716115588,0.9984648295280952,0.0008950319930979949,0.9948130516750796,0.9992314868586772,0.9993443487474972,1.1938617812516,1.245909567137062,1.1218906891195597,0.20850000000000002,0.7525,0.007333333333333333,1.6423309560334791,0.04975946791846766,1.6433526130267402,0.9460043196544277
AR1_SampledZ_Beta1_1_muSD5_HC2p5_sigY1p36_sigC1p36,"Beta(1,1)",1.0,1.0,5.0,2.5,1.3580511528512091,1.3580511528512091,0.4389879999204013,0.04483603027273294,0.3505081865377544,0.5268441982713911,0.8216070127987996,0.040548341798183986,0.7669631152617402,0.9076862506679861,0.9471341118924259,0.037398034493335015,0.8610608097351032,0.989976318632807,0.9976570217298922,0.0005909187499354497,0.9966453120708384,0.9983819841921852,1.0063050068109995,1.010643367496224,1.0049935396523588,2.1998798519434564,0.20600000000000002,0.788,0.007,1.6365268855137314,0.052312841852515515,1.6374598326857628,0.9481641468682506
AR1_SampledZ_Beta1_1_muSD5_HC2p5_sigY1p7_sigC0p849,"Beta(1,1)",1.0,1.0,5.0,2.5,1.6975639410640113,0.8487819705320057,0.5105814497732745,0.0343744147477145,0.44029552251783227,0.5746229885838794,0.8989213236902497,0.03536670316325556,0.848486541483355,0.9754378227394547,0.37179799023222554,0.08492767194964036,0.21146909528415764,0.5612848391677122,0.6662349996349429,0.0003946829092080174,0.6659333444076003,0.6668881658636803,0.9992916189998182,1.0339190795755235,1.12109012614013,1.6032424561748833,0.185,0.349,0.006833333333333334,1.8204143416533052,0.2529708477836023,1.8047017957623097,0.9481641468682506
AR1_SampledZ_Beta1_1_muSD5_HC2p5_sigY1p7_sigC1p02,"Beta(1,1)",1.0,1.0,5.0,2.5,1.6975639410640113,1.0185383646384067,0.36510434830614963,0.036803306212726525,0.28597471297338684,0.43473728705041464,0.46258302239072024,0.052491696540994934,0.3771430925941636,0.543387054463235,0.9645853893355557,0.028874770231199387,0.8866840679364794,0.99,0.997938961457361,0.00031744105715216246,0.9972670313709724,0.9984406914775646,1.0080926219292379,2.284751669222219,1.0321531840604916,1.002194743602,0.1865,0.79,0.008166666666666666,1.719531235117345,0.08807860408275169,1.7191314695197122,0.9460043196544277
AR1_SampledZ_Beta1_1_muSD5_HC2p5_sigY1p7_sigC1p19,"Beta(1,1)",1.0,1.0,5.0,2.5,1.6975639410640113,1.1882947587448078,0.38254260459337014,0.045849779937597986,0.30162037421190746,0.46769604493566064,0.5641646682536706,0.06051375647489764,0.42238096655001206,0.6760592390665596,0.91512818919588,0.059093982496379344,0.8000626111537478,0.9873495303717323,0.9976565127579017,0.0016770247937084141,0.9949119335809625,0.9995415164814551,1.0118383975464393,1.0014646270903547,1.0970958714502848,1.1896786619740474,0.2005,0.6825,0.008666666666666666,1.7012653675624345,0.09307604681814954,1.7005548141468392,0.9568034557235421
AR1_SampledZ_Beta1_1_muSD5_HC2p5_sigY1p7_sigC1p36,"Beta(1,1)",1.0,1.0,5.0,2.5,1.6975639410640113,1.3580511528512091,0.3750739068898682,0.05040388126486969,0.26570978932189426,0.4633870935815322,0.5053066175392036,0.05946634579909432,0.4110485714419705,0.6611626824995445,0.9496739691645208,0.04426769662606414,0.8347781012884768,0.99,0.9985328443576018,0.0010765891045808344,0.9969582273763127,0.9997227306234935,1.0088333666599572,1.0060150241748143,1.0707880324693784,1.2995247137721713,0.195,0.7675000000000001,0.007166666666666667,1.707821778048906,0.08528494576195338,1.7075359634863692,0.9524838012958964
AR1_SampledZ_Beta1_1_muSD5_HC2p5_sigY2p04_sigC0p849,"Beta(1,1)",1.0,1.0,5.0,2.5,2.0370767292768135,0.8487819705320057,0.43490206332179104,0.09898973824713235,0.27762386885148493,0.5737442548026719,0.5902601468057805,0.2716598433673972,0.28880799648757544,0.9107899063752221,0.4569976948747187,0.2314656858801107,0.11877959855068596,0.8793091476402942,0.8322032388930863,0.16710556066022184,0.6642613550276245,0.9997348662681785,3.493859329666599,15.24676826511079,2.8669951951716524,403.2400388819695,0.188,0.37,0.006833333333333334,1.7790121066019953,0.18989785714966553,1.7707611988015193,0.9740820734341252
AR1_SampledZ_Beta1_1_muSD5_HC2p5_sigY2p04_sigC1p02,"Beta(1,1)",1.0,1.0,5.0,2.5,2.0370767292768135,1.0185383646384067,0.4258727208740861,0.10361486767594433,0.255481069388216,0.5734274195385549,0.5168644558186148,0.15713855772185373,0.3266051226948103,0.734414662843537,0.5054714563008224,0.21083215621863333,0.1766697320886023,0.9550641437927867,0.8311922855661685,0.16544589447620847,0.664875668576678,0.9997548422343915,3.73710708011581,4.4563813397118945,1.2119826827320785,162.48211094760035,0.221,0.373,0.009666666666666667,1.7689868944730949,0.18162830970413013,1.7615413119782053,0.9676025917926566
AR1_SampledZ_Beta1_1_muSD5_HC2p5_sigY2p04_sigC1p19,"Beta(1,1)",1.0,1.0,5.0,2.5,2.0370767292768135,1.1882947587448078,0.3485065550038382,0.03934953153068606,0.27115528750942247,0.42309975334916217,0.395419145975054,0.040036279686020075,0.3393736224902085,0.5058650315351142,0.766972280257714,0.096620072460146,0.5684094841066558,0.9152933860187681,0.9963709504649514,0.002032734510916435,0.9911412284823659,0.9987599025637505,1.000671451041222,1.0240851591217761,1.1157477075026123,1.0502481373257195,0.199,0.498,0.011166666666666667,1.7507659185713187,0.10028972203294748,1.749781727594409,0.9697624190064795
AR1_SampledZ_Beta1_1_muSD5_HC2p5_sigY2p04_sigC1p36,"Beta(1,1)",1.0,1.0,5.0,2.5,2.0370767292768135,1.3580511528512091,0.32401390821675696,0.04894703931049332,0.23863900971832414,0.4308723144905255,0.32550317587292366,0.1428797789750542,0.17250072833414723,0.5529711812116394,0.3882712150144219,0.10317922901378845,0.20022320683689915,0.6338688538869093,0.9974406169374754,0.00205013112254203,0.9909749545644596,0.9994467123541839,1.0966654772899591,4.344424742830361,1.199909583335253,1.0676427854380282,0.21100000000000002,0.3395,0.010333333333333333,1.7645988558434014,0.0868287115436531,1.7643677124712038,0.9697624190064795
AR1_SampledZ_Beta1_1_muSD5_HC5p0_sigY1p36_sigC0p849,"Beta(1,1)",1.0,1.0,5.0,5.0,1.3580511528512091,0.8487819705320057,0.43897874936050846,0.041023908084869116,0.359115321000686,0.5168953269426076,0.8109120260459372,0.041994125167347844,0.7210596399601762,0.8777292485760916,0.9402595039349769,0.042236253043442765,0.8412024124610665,0.9897678567119989,0.9980398484353048,0.0003746866049356161,0.9975910927045143,0.9989469150992744,0.999286136200242,1.197259343865715,0.999392333461358,2.4001859251233135,0.1845,0.729,0.0038333333333333336,1.6450694562412123,0.052274121858073834,1.6460172262011434,0.9481641468682506
AR1_SampledZ_Beta1_1_muSD5_HC5p0_sigY1p36_sigC1p02,"Beta(1,1)",1.0,1.0,5.0,5.0,1.3580511528512091,1.0185383646384067,0.4441945534915873,0.0427836092287698,0.3618927487137533,0.532268987583529,0.831216338680467,0.036850995498609075,0.7558411727333468,0.9039007178930073,0.9317716379485731,0.03862272491849391,0.8423599168651128,0.9859033829051973,0.9989139696654807,0.0008948809927728105,0.9967458182687888,0.9994600556100753,1.0052624197912654,1.0811762434551178,1.0319246555172696,1.2534729203063872,0.21300000000000002,0.725,0.006,1.6397865191769134,0.056619419396001854,1.6405813787950043,0.9460043196544277
AR1_SampledZ_Beta1_1_muSD5_HC5p0_sigY1p36_sigC1p19,"Beta(1,1)",1.0,1.0,5.0,5.0,1.3580511528512091,1.1882947587448078,0.43963861038101015,0.04231469011858221,0.36154261138932703,0.5236360579972344,0.8079110063228717,0.045907194702723204,0.7174286270549624,0.8999927054480982,0.9413787069136452,0.03890838428887826,0.8480099114740645,0.9894129195863447,0.9990230171988953,0.0004789966363592508,0.9978753765851249,0.9997880780501666,0.9995508831637729,1.1028356751036346,1.027342881040024,1.0607014223585347,0.20450000000000002,0.736,0.007666666666666667,1.6422344591602336,0.04912499190167478,1.6432750987063445,0.9481641468682506
AR1_SampledZ_Beta1_1_muSD5_HC5p0_sigY1p36_sigC1p36,"Beta(1,1)",1.0,1.0,5.0,5.0,1.3580511528512091,1.3580511528512091,0.4427527174323775,0.04317130826156573,0.36186563839086944,0.5324054313269583,0.80658310859177,0.03386389101892029,0.7146226272078602,0.8637528565305944,0.9571030852178931,0.02870787639714338,0.87448009458317,0.99,0.9985739373779109,0.000833743988533914,0.9960614500535386,0.999628134099441,1.037942753411518,1.0160894016007036,1.118371583944485,1.5758747271829663,0.1905,0.7885,0.007166666666666667,1.6398176515959413,0.05463520098034664,1.640679985478023,0.9460043196544277
AR1_SampledZ_Beta1_1_muSD5_HC5p0_sigY1p7_sigC0p849,"Beta(1,1)",1.0,1.0,5.0,5.0,1.6975639410640113,0.8487819705320057,0.3476104924157212,0.036202840683127666,0.277817553363941,0.41814641243806006,0.25078102459618656,0.08180068303774803,0.15721278467269684,0.4185056527205108,0.8509526425595977,0.1486718834541419,0.5357045893015682,0.99,0.9981557297119357,0.0009930968730080445,0.9952880182057565,0.999132398148586,1.0259270947128496,2.359082294688576,1.0138059457774387,1.0707485019977816,0.192,0.661,0.007166666666666667,1.7584649517172737,0.10056697055435639,1.7574858324013571,0.9352051835853131
AR1_SampledZ_Beta1_1_muSD5_HC5p0_sigY1p7_sigC1p02,"Beta(1,1)",1.0,1.0,5.0,5.0,1.6975639410640113,1.0185383646384067,0.5074778625108323,0.03328654286562943,0.4437971492435827,0.5710208765030055,0.6889308403413578,0.04041146976737299,0.6062688476823589,0.7550244726931659,0.5818908227254528,0.13092851611375014,0.3553019855243104,0.833352319963886,0.6673336732595879,0.002128666593846871,0.665001974563185,0.672471867217037,1.0050314702706193,1.0788752357308122,1.082589959789098,1.3671096182248728,0.2155,0.394,0.009666666666666667,1.7729312979692828,0.24703419266030108,1.7575355052812311,0.9524838012958964
AR1_SampledZ_Beta1_1_muSD5_HC5p0_sigY1p7_sigC1p19,"Beta(1,1)",1.0,1.0,5.0,5.0,1.6975639410640113,1.1882947587448078,0.39419164980491034,0.047848135901338386,0.303732961767339,0.48944762625808463,0.5656134259252955,0.039561115428740336,0.5038113408129147,0.6594754269658177,0.9055960335685703,0.0987035400080323,0.5735737058926035,0.9887208138938746,0.9970042754826242,0.001433591978192279,0.9950585724799282,0.9989404506039353,0.9995517875500876,1.1368814948302932,1.1009974810223313,1.3962690980444152,0.1895,0.6419999999999999,0.0085,1.702943388490183,0.10134934141891559,1.7017636009773867,0.9546436285097192
AR1_SampledZ_Beta1_1_muSD5_HC5p0_sigY1p7_sigC1p36,"Beta(1,1)",1.0,1.0,5.0,5.0,1.6975639410640113,1.3580511528512091,0.37186660543829525,0.044617342549695446,0.28836707523582356,0.4616652787936876,0.5849108417222735,0.03895881534787034,0.514837197663596,0.6553834129361039,0.9065717770085153,0.0836395074305774,0.6563103143690393,0.9879837897571202,0.9972952114035682,0.0016772919187350722,0.9910479679943077,0.9987040638007866,1.0272783636522478,1.235352162132495,1.018752880978165,1.1946002380482432,0.2185,0.656,0.009166666666666667,1.7067752751918435,0.07392019178232868,1.707018216053874,0.958963282937365
AR1_SampledZ_Beta1_1_muSD5_HC5p0_sigY2p04_sigC0p849,"Beta(1,1)",1.0,1.0,5.0,5.0,2.0370767292768135,0.8487819705320057,0.4413216328965423,0.10452460178960617,0.2614857508653719,0.5843269947555276,0.5960533284436041,0.27235558083902706,0.28505019901127865,0.9119317379298639,0.42945729588534604,0.19133698720113512,0.14443636536574245,0.8198827070768478,0.8320861159826602,0.16534654139898822,0.6650589599494284,0.9978342971846031,2.5471938158718697,14.322050154918676,1.7039896221185489,270.7656354188286,0.1815,0.365,0.007666666666666667,1.7793144979008757,0.198465051104535,1.7701240569958019,0.9762419006479481
AR1_SampledZ_Beta1_1_muSD5_HC5p0_sigY2p04_sigC1p02,"Beta(1,1)",1.0,1.0,5.0,5.0,2.0370767292768135,1.0185383646384067,0.34432078499426066,0.040983001690534177,0.27085368970628454,0.42254168367465256,0.37985608022765077,0.0611209428058646,0.2678695307469328,0.5019510633545766,0.5121784082588681,0.09650206593605488,0.3431324155044009,0.7129737892923332,0.9969675474934429,0.0014649347407451215,0.9924457204421667,0.9988869231231569,1.02252146606173,1.0144875844834274,1.0016310782369284,1.0061030339653285,0.187,0.362,0.008833333333333334,1.758769854495491,0.10417598626792149,1.757580913373797,0.9697624190064795
AR1_SampledZ_Beta1_1_muSD5_HC5p0_sigY2p04_sigC1p19,"Beta(1,1)",1.0,1.0,5.0,5.0,2.0370767292768135,1.1882947587448078,0.3334283725841182,0.04833560627421645,0.24497289815526793,0.42432611526605324,0.413526413256198,0.07074596243045841,0.3004384769013451,0.5265698715175426,0.7897333607452682,0.10929634347501549,0.5422991632145614,0.9285510711635179,0.9982289596762582,0.00134762173182136,0.9941437530556093,0.9992261732369473,1.0669883158943818,1.20976683466036,1.2717032296401363,1.0269670735892142,0.20700000000000002,0.5245,0.007333333333333334,1.7472589811285428,0.08155454322746931,1.7472425263956277,0.9740820734341252
AR1_SampledZ_Beta1_1_muSD5_HC5p0_sigY2p04_sigC1p36,"Beta(1,1)",1.0,1.0,5.0,5.0,2.0370767292768135,1.3580511528512091,0.3300378367766171,0.055690885092749096,0.2212963386820288,0.42895901763829875,0.3862404653704387,0.06098634588740068,0.32368587982622504,0.5442081506913762,0.5709187868220283,0.20894862743652012,0.18647271144161157,0.8623064018484454,0.9956350380769179,0.002883482898792086,0.9883877982333313,0.9986739599752918,1.5342031647688583,1.0011703710315698,1.002996683145455,1.0339683285417953,0.21750000000000003,0.4155,0.0115,1.7554475708112067,0.08573418447596093,1.7552492800791406,0.9676025917926566
AR1_SampledZ_Beta1_1_muSD10_HC1p0_sigY1p36_sigC0p849,"Beta(1,1)",1.0,1.0,10.0,1.0,1.3580511528512091,0.8487819705320057,0.49335818064500697,0.03336300465431435,0.42708269214247,0.5577524674716208,0.9575271163454767,0.03544279269725725,0.8654950118440358,1.030383365922609,0.4887947204230736,0.06385431651382921,0.3700416007454179,0.6130560523186197,0.6659953321892135,0.0005667159078309411,0.664793832384342,0.6667189704344677,1.0047085591885938,1.082021774216789,1.0158249616172486,1.3656835671337049,0.2125,0.372,0.008,1.804411520191473,0.21804323603373077,1.7931264817160477,0.91792656587473
AR1_SampledZ_Beta1_1_muSD10_HC1p0_sigY1p36_sigC1p02,"Beta(1,1)",1.0,1.0,10.0,1.0,1.3580511528512091,1.0185383646384067,0.4716852021569933,0.0556119194307211,0.36225263764412535,0.5668626228022543,0.7962918141444418,0.026113410936926398,0.7486816605208367,0.842474479198995,0.902681114055976,0.0766957322742778,0.7310901924644025,0.987660671538129,0.8326712325823451,0.16543521803463315,0.6663872293867671,0.9981654349282708,1.7559160916849101,1.0121730896453354,1.3157109547098698,265.5741425373735,0.20450000000000002,0.694,0.007666666666666667,1.6850701088173456,0.12557960736685034,1.6822018069179236,0.9330453563714903
AR1_SampledZ_Beta1_1_muSD10_HC1p0_sigY1p36_sigC1p19,"Beta(1,1)",1.0,1.0,10.0,1.0,1.3580511528512091,1.1882947587448078,0.3665809128939219,0.08451853139282275,0.2544271045571579,0.5202344450230274,0.4504453283420788,0.36392620132976117,0.07934896064893249,0.8508308679340763,0.8703018044685513,0.08276708927721017,0.6945232663976197,0.9755018557722264,0.9971523185559505,0.0020234870863634615,0.9920897575050468,0.9992805186329253,3.1270362800702265,29.941827783821058,2.1415667325234784,1.4975709214781723,0.1805,0.65,0.009000000000000001,1.6888529689030018,0.05761886649550392,1.6896954981809214,0.9244060475161987
AR1_SampledZ_Beta1_1_muSD10_HC1p0_sigY1p36_sigC1p36,"Beta(1,1)",1.0,1.0,10.0,1.0,1.3580511528512091,1.3580511528512091,0.44394935113626915,0.04513228161726481,0.3620779754588262,0.5361739319365428,0.8086393593000945,0.03108795523579595,0.7480599599049659,0.8703441751674112,0.9511367563817359,0.03355191183010947,0.8805167813996144,0.99,0.9981212050748078,0.0009441964269766616,0.9964217020889018,0.9993918070398314,1.0349242629918753,1.2778382984738932,1.2045888821600943,3.161024540608529,0.1895,0.782,0.0085,1.6397160213116457,0.05833510541165271,1.640450520230886,0.9481641468682506
AR1_SampledZ_Beta1_1_muSD10_HC1p0_sigY1p7_sigC0p849,"Beta(1,1)",1.0,1.0,10.0,1.0,1.6975639410640113,0.8487819705320057,0.44862503393857794,0.07686490628665045,0.308252341748994,0.5673312103099271,0.7467466107410996,0.15074775220991812,0.5702527906593671,0.956958350526516,0.6755447953976437,0.2717543579326723,0.30827675656532877,0.9873909384056124,0.8324603948428705,0.16653096205844067,0.6657744053873113,0.9991709143238195,2.73993950841712,5.78669825124325,7.069013655984961,895.8639677682194,0.216,0.5635,0.008333333333333333,1.737852277419205,0.16319194499101888,1.732044561242167,0.9568034557235421
AR1_SampledZ_Beta1_1_muSD10_HC1p0_sigY1p7_sigC1p02,"Beta(1,1)",1.0,1.0,10.0,1.0,1.6975639410640113,1.0185383646384067,0.431662909708135,0.08527911656548846,0.28090888176191253,0.5645190910384205,0.6158952541011992,0.10562558965449408,0.45883098229994496,0.7612977425353249,0.7265955131181346,0.19448513277406734,0.43404344634233505,0.9815208550386113,0.832615140692372,0.16560003986784233,0.664493361245838,0.9992154446837365,2.925790455590585,4.0845440403367315,2.805734953718808,197.5900881385431,0.1975,0.528,0.0075,1.7416196716555388,0.16101558618501127,1.7360364043805174,0.9546436285097192
AR1_SampledZ_Beta1_1_muSD10_HC1p0_sigY1p7_sigC1p19,"Beta(1,1)",1.0,1.0,10.0,1.0,1.6975639410640113,1.1882947587448078,0.37160467097141786,0.04343010989774083,0.28635031343598966,0.4706514820615573,0.5352314055012614,0.05618663538343977,0.42378574504044686,0.6207116173151723,0.9171684058455786,0.04952352472090126,0.8168582867435747,0.9850503616735499,0.9976367885379195,0.0009944877250979325,0.9957858144669173,0.9990934067779295,1.0174612387373585,0.9992898029192729,0.9994773994364263,1.4781006093367615,0.202,0.6759999999999999,0.009666666666666667,1.7130207614082995,0.08318609774175822,1.71285049726255,0.9546436285097192
AR1_SampledZ_Beta1_1_muSD10_HC1p0_sigY1p7_sigC1p36,"Beta(1,1)",1.0,1.0,10.0,1.0,1.6975639410640113,1.3580511528512091,0.38226602921224057,0.04413992891395992,0.29595865303064284,0.46634557800009213,0.5727974480667734,0.04820235368580861,0.4941680994809303,0.6716714846970591,0.925357535710314,0.05597895339481018,0.8047110101421547,0.9893126529149256,0.9982266786194972,0.0009428945843479133,0.9960571774735514,0.9992098509404711,0.999724899634707,1.0288549439095487,1.0004321313003697,1.5933793729642154,0.202,0.711,0.007666666666666667,1.6977208989863768,0.08498200553570363,1.697426678114954,0.9568034557235421
AR1_SampledZ_Beta1_1_muSD10_HC1p0_sigY2p04_sigC0p849,"Beta(1,1)",1.0,1.0,10.0,1.0,2.0370767292768135,0.8487819705320057,0.35095354155325686,0.035313550927251865,0.2840269078277996,0.41078181082306486,0.34334221838166784,0.060484625482356384,0.2573624548996659,0.4930781288797844,0.7154378158435938,0.2252879356076517,0.20900974704229744,0.9884850435730279,0.9981757043953491,0.0009392864914484161,0.9961494692316268,0.9993002524603614,1.131858217628949,1.0961256195504714,1.0049744369342943,1.1252508692541485,0.1815,0.5175000000000001,0.006666666666666666,1.7563101352339314,0.10664272410686894,1.7549657211665632,0.9697624190064795
AR1_SampledZ_Beta1_1_muSD10_HC1p0_sigY2p04_sigC1p02,"Beta(1,1)",1.0,1.0,10.0,1.0,2.0370767292768135,1.0185383646384067,0.33174753315181554,0.0628186204306776,0.23036680644251098,0.4616128341801518,0.2512064653495676,0.08821439436313959,0.13617296894222772,0.38822117077411616,0.44299729617787015,0.14806971189449009,0.09361155944270189,0.6564757383579092,0.9967496736251477,0.00160168184474715,0.9937968127177239,0.9989428619259358,1.6375465903219506,6.04640019649812,1.0077675744135075,1.0119960766811384,0.182,0.364,0.010833333333333334,1.7703228403426445,0.09594488220030363,1.7696330852000015,0.9676025917926566
AR1_SampledZ_Beta1_1_muSD10_HC1p0_sigY2p04_sigC1p19,"Beta(1,1)",1.0,1.0,10.0,1.0,2.0370767292768135,1.1882947587448078,0.3153497125241103,0.06415810250229134,0.1932365011171247,0.4678494819542924,0.26370918690246037,0.12772401403799488,0.11296198547563716,0.4678962650691684,0.5591219453037102,0.25756483882253023,0.02401827913021064,0.9100021414467825,0.9965399682034455,0.002069488640012132,0.9922713299051181,0.9990909247274745,1.53775568054403,4.937185816853276,2.070861630094133,1.076070371125034,0.189,0.447,0.0105,1.762013515566676,0.0719918888675581,1.7624465071249305,0.9697624190064795
AR1_SampledZ_Beta1_1_muSD10_HC1p0_sigY2p04_sigC1p36,"Beta(1,1)",1.0,1.0,10.0,1.0,2.0370767292768135,1.3580511528512091,0.25511765007657766,0.08554704092786578,0.14408163033162322,0.4053514339899354,0.22191788386515562,0.11999798553620357,0.10376492085641824,0.47038444327587725,0.6522810387905571,0.19686098828898763,0.34931456422930296,0.9658250628991407,0.996054419640763,0.0020591538009534518,0.9914697119791294,0.9985574644220426,3.1425563412205144,3.612276496550359,3.3372403284457777,1.407060114630409,0.2,0.475,0.011833333333333335,1.7666996436661648,0.020940860164277816,1.7684863771293546,0.9676025917926566
AR1_SampledZ_Beta1_1_muSD10_HC2p5_sigY1p36_sigC0p849,"Beta(1,1)",1.0,1.0,10.0,2.5,1.3580511528512091,0.8487819705320057,0.4671511793038269,0.048124526065162786,0.3637870913531782,0.5530725904514965,0.9017187195991424,0.09041044835265381,0.6508585769372376,1.0423381171712827,0.6884807342698402,0.2345648961801408,0.32630633386914076,0.9870439786424854,0.8325801967361156,0.1667934985725591,0.6658463030226528,0.999391672311084,1.3406943543453644,2.332033130626429,4.908096626924807,2574.9377960366783,0.201,0.5820000000000001,0.006166666666666667,1.7052956673221324,0.14313142618601346,1.7011163419721722,0.9352051835853131
AR1_SampledZ_Beta1_1_muSD10_HC2p5_sigY1p36_sigC1p02,"Beta(1,1)",1.0,1.0,10.0,2.5,1.3580511528512091,1.0185383646384067,0.4755076924420039,0.049015988756261356,0.379344069956378,0.5590829673307612,0.8173683280956704,0.04287599144317422,0.7457446894814218,0.9097559830963636,0.8563530485890526,0.13016081070006325,0.5780416016828527,0.9854423542261271,0.8322063942521001,0.16645693523037214,0.6647510332118735,0.999103041322138,1.4095538015157345,1.000987437247538,1.4291931402096032,293.2091006773741,0.1825,0.644,0.008166666666666666,1.6884361157222485,0.13320198386669357,1.684994344984502,0.937365010799136
AR1_SampledZ_Beta1_1_muSD10_HC2p5_sigY1p36_sigC1p19,"Beta(1,1)",1.0,1.0,10.0,2.5,1.3580511528512091,1.1882947587448078,0.4375196459429781,0.04040923625273727,0.3616243780889693,0.5188000870429106,0.8211276903799253,0.03726067559046356,0.7613094479565802,0.9126833433406564,0.9396509622096533,0.035371203908106455,0.8546354591558749,0.9888388716115588,0.9984648295280952,0.0008950319930979949,0.9948130516750796,0.9992314868586772,0.999344442078264,1.1938617812516,1.245909567137062,1.1218906891195597,0.20850000000000002,0.7525,0.007333333333333333,1.642330416049186,0.04977780618337034,1.6433515156366605,0.9460043196544277
AR1_SampledZ_Beta1_1_muSD10_HC2p5_sigY1p36_sigC1p36,"Beta(1,1)",1.0,1.0,10.0,2.5,1.3580511528512091,1.3580511528512091,0.43901246828543483,0.044837547809781206,0.3505302532997529,0.5268702797045473,0.8216070127987996,0.040548341798183986,0.7669631152617402,0.9076862506679861,0.9471341118924259,0.037398034493335015,0.8610608097351032,0.989976318632807,0.9976570217298922,0.0005909187499354497,0.9966453120708384,0.9983819841921852,1.0063056922750064,1.010643367496224,1.0049935396523588,2.1998798519434564,0.20600000000000002,0.788,0.007,1.6365263594102242,0.05233122832830708,1.63745871696573,0.9481641468682506
AR1_SampledZ_Beta1_1_muSD10_HC2p5_sigY1p7_sigC0p849,"Beta(1,1)",1.0,1.0,10.0,2.5,1.6975639410640113,0.8487819705320057,0.5105976054755692,0.03437492918701267,0.4403108689458239,0.5746409801737684,0.8989213236902497,0.03536670316325556,0.848486541483355,0.9754378227394547,0.37179799023222554,0.08492767194964036,0.21146909528415764,0.5612848391677122,0.6662349996349429,0.0003946829092080174,0.6659333444076003,0.6668881658636803,0.9992916199213505,1.0339190795755235,1.12109012614013,1.6032424561748833,0.185,0.349,0.006833333333333334,1.8204160236869025,0.25298110875635443,1.8047020546577017,0.9481641468682506
