mu_chain_1,tau_chain_1,phi_chain_1,Zmean_chain_1,mu_chain_2,tau_chain_2,phi_chain_2,Zmean_chain_2
0.4642375023562831,0.7915184993767876,0.9252693657331631,0.998318223423499,0.5080970740575421,0.9571916844309017,0.8329747448910212,0.9993040587145772
0.4376508198538275,0.7915184993767876,0.9202600251513018,0.998318223423499,0.4267671296490171,0.9571916844309017,0.8523410694010278,0.9993040587145772
0.40610315314887685,0.7819805037660036,0.933880230126036,0.998318223423499,0.39728602104649025,0.9334697248957728,0.8523410694010278,0.9993040587145772
0.40416317935893087,0.7840726720064711,0.9417202288848651,0.998318223423499,0.4276868003853517,0.9334697248957728,0.8523410694010278,0.9993040587145772
0.4394289005737597,0.7840726720064711,0.938187260869912,0.998318223423499,0.4576466823701626,0.906683015476012,0.8438079604775577,0.9993040587145772
0.3959386311613989,0.7840726720064711,0.9447974304453286,0.998318223423499,0.4631080319189201,0.906683015476012,0.8452907303652222,0.9993040587145772
0.42370979585046065,0.7840726720064711,0.9292049225185678,0.998318223423499,0.4533916808038645,0.906683015476012,0.8482009262716195,0.9993040587145772
0.42330513604818565,0.7840726720064711,0.9156499000867168,0.9997880780501666,0.3781567041426786,0.9169130445385505,0.8482009262716195,0.9993040587145772
0.4408873622518151,0.7840726720064711,0.9026312772857309,0.9997880780501666,0.4071317980851045,0.9169130445385505,0.8734198236790338,0.9993040587145772
0.436778305711672,0.7840726720064711,0.9026312772857309,0.9997880780501666,0.378213515650211,0.9169130445385505,0.8675931942501977,0.9993040587145772
0.4037474472392695,0.7840726720064711,0.9093761055165196,0.9997880780501666,0.40331262817027697,0.9169130445385505,0.8553701397820648,0.9993040587145772
0.41423281485522584,0.8142339267183492,0.9193068094956146,0.9997880780501666,0.33469003665154323,0.9169130445385505,0.8553701397820648,0.9993040587145772
0.4013913902000057,0.8142339267183492,0.9193068094956146,0.9997880780501666,0.39363932875605545,0.9169130445385505,0.8588918560018467,0.9993040587145772
0.3861871139234259,0.8142339267183492,0.9131920323886136,0.9997880780501666,0.3701086336001257,0.9081814262240296,0.8412656870818775,0.9993040587145772
0.330553554795355,0.8142339267183492,0.9234176917420537,0.9997880780501666,0.37663527606078445,0.9081814262240296,0.8412656870818775,0.9993040587145772
0.3474464682403001,0.8142339267183492,0.9160587576784782,0.9997880780501666,0.41860489436063925,0.9081814262240296,0.8435481659755074,0.9993040587145772
0.42601546743142443,0.8455647127245017,0.913535643648625,0.9997880780501666,0.3919845494235584,0.9081814262240296,0.8489786402638733,0.9993040587145772
0.40216549043251315,0.8455647127245017,0.9163410326834476,0.9997880780501666,0.40835341062803426,0.9081814262240296,0.8472789135788004,0.9993040587145772
0.3924728185416818,0.8263236498166515,0.9163410326834476,0.9997880780501666,0.37305232096354846,0.9081814262240296,0.8396428308993996,0.9993040587145772
0.39193286782634923,0.7865979125127988,0.9163410326834476,0.9997880780501666,0.3793040719620743,0.9081814262240296,0.8508490802623879,0.9993040587145772
0.42165724622359163,0.7600244919453963,0.9282531512170801,0.9997880780501666,0.3662775944216953,0.9081814262240296,0.8508490802623879,0.9993040587145772
0.47490542466371294,0.7600244919453963,0.9262579243656055,0.9997880780501666,0.4329190877060293,0.9081814262240296,0.8508490802623879,0.9993040587145772
0.45023419814626614,0.7600244919453963,0.9307692076493347,0.9997880780501666,0.3739681570621646,0.9081814262240296,0.8698647343775111,0.9993040587145772
0.42835991464607776,0.7600244919453963,0.9415043712137203,0.9997880780501666,0.4198495242962758,0.9081814262240296,0.8698647343775111,0.9993040587145772
0.4565427549125545,0.7600244919453963,0.9526383268359201,0.9997880780501666,0.3945952546772126,0.8801873167988334,0.8853038529140312,0.9993040587145772
0.4322100798811885,0.7600244919453963,0.9418248907171358,0.9997880780501666,0.44493456163250267,0.8801873167988334,0.8664428013647003,0.9993040587145772
0.4271518426580404,0.7600244919453963,0.9451917190237661,0.9997880780501666,0.4394686256788343,0.8801873167988334,0.8890310843886514,0.9993040587145772
0.4758129645708404,0.7600244919453963,0.9418635739598425,0.9997880780501666,0.4595202639773022,0.8667156933946978,0.9002804625651036,0.9993040587145772
0.40508823857696724,0.7575666874495494,0.9344415581096361,0.9997880780501666,0.4593255140082856,0.8667156933946978,0.9002804625651036,0.9993040587145772
0.4808930806248791,0.7575666874495494,0.9383463049578246,0.9997880780501666,0.4430714123917846,0.8667156933946978,0.9002804625651036,0.9993040587145772
0.49093139286416787,0.7575666874495494,0.9383559584854124,0.9997880780501666,0.4319091245023787,0.8667156933946978,0.8982285674766126,0.9993040587145772
0.4546637592963402,0.7575666874495494,0.9383484336855874,0.9997880780501666,0.4361837289125431,0.8667156933946978,0.9124860588414881,0.9993040587145772
0.4380501607997327,0.7575666874495494,0.9338336769105865,0.9997880780501666,0.40931443671583617,0.8667156933946978,0.9124860588414881,0.9993040587145772
0.4466121131206852,0.7575666874495494,0.9338336769105865,0.9997880780501666,0.4299989051091896,0.8667156933946978,0.9051213622030067,0.9993040587145772
0.47439797527893085,0.7575666874495494,0.9286803184027397,0.9997880780501666,0.4372559727611428,0.8667156933946978,0.8762426828152656,0.9993040587145772
0.4529643827447689,0.7603051103245426,0.9441129446569155,0.9997880780501666,0.44134730361126573,0.8667156933946978,0.8809067449822773,0.9993040587145772
0.46696553458733125,0.7603051103245426,0.9367532869853039,0.9997880780501666,0.41825329867746225,0.8609617254912559,0.8985024743083864,0.9993040587145772
0.4449643052768347,0.7603051103245426,0.9479551909673417,0.9997880780501666,0.4169818910958572,0.8609617254912559,0.8985024743083864,0.9993040587145772
0.46078787164412616,0.7603051103245426,0.9398733774747937,0.9997880780501666,0.43184013809575605,0.8730980463282201,0.8985024743083864,0.9993040587145772
0.4648172346434898,0.7603051103245426,0.9338935023189613,0.9997880780501666,0.4134773349246076,0.8730980463282201,0.8872413506439831,0.9993040587145772
0.4511041796658055,0.7603051103245426,0.9299679989218809,0.9997880780501666,0.48393344571878494,0.8730980463282201,0.879104921738055,0.9993040587145772
0.46170657069787824,0.7603051103245426,0.9319091196567028,0.9997880780501666,0.4770918519195078,0.8879432278939896,0.8691899481582377,0.9993040587145772
0.4400239313658882,0.7603051103245426,0.9319091196567028,0.9997880780501666,0.43073271826734344,0.8879432278939896,0.8691899481582377,0.9993040587145772
0.39223612224557347,0.7603051103245426,0.9274741205568847,0.9997880780501666,0.4274544104672537,0.8752514226715162,0.8708030081274718,0.9993040587145772
0.43962519928601285,0.7603051103245426,0.9268998404616249,0.9997880780501666,0.4190281853359,0.8752514226715162,0.8791080827043989,0.9993040587145772
0.41975892092618894,0.7603051103245426,0.9421851214030618,0.9997880780501666,0.44839127955021224,0.8752514226715162,0.8791080827043989,0.9993040587145772
0.4147371262848666,0.7603051103245426,0.9442377589344119,0.9997880780501666,0.4279411461346017,0.8752514226715162,0.8705123775778643,0.9993040587145772
0.4418749808397103,0.7603051103245426,0.9442377589344119,0.9997880780501666,0.4254930444647964,0.8752514226715162,0.8433524239219367,0.9993040587145772
0.475235259220249,0.7603051103245426,0.939561693700344,0.9997880780501666,0.39311821891138515,0.8752514226715162,0.8002549460765824,0.9993040587145772
0.4671404728996361,0.7603051103245426,0.939561693700344,0.9997880780501666,0.4189036065185032,0.8752514226715162,0.8267079793596518,0.9993040587145772
0.46898408685928383,0.7603051103245426,0.938398182261297,0.9997880780501666,0.40070644508373304,0.864853882262963,0.8106824036368986,0.9993040587145772
0.43342493091272444,0.7476177162108141,0.9297255229477617,0.9997880780501666,0.452263407560321,0.864853882262963,0.8106824036368986,0.9993040587145772
0.5248060873454325,0.7538456158930221,0.9297255229477617,0.9997880780501666,0.4869328331937419,0.864853882262963,0.8574963864398066,0.9993040587145772
0.4617085519767397,0.7538456158930221,0.9297255229477617,0.9997880780501666,0.4716920897982918,0.864853882262963,0.8574963864398066,0.9993040587145772
0.5168089069190094,0.7538456158930221,0.916678905347105,0.9997880780501666,0.4196477603440756,0.864853882262963,0.8574963864398066,0.9993040587145772
0.5200293680839972,0.7538456158930221,0.916678905347105,0.9997880780501666,0.3984713140548536,0.864853882262963,0.8574963864398066,0.9993040587145772
0.4976805559059227,0.7538456158930221,0.9367978134158295,0.9997880780501666,0.40680945293032933,0.864853882262963,0.8574963864398066,0.9993040587145772
0.5112826381258541,0.7554853111269718,0.9367978134158295,0.9997880780501666,0.36733957176275067,0.8967483694203843,0.8410370406467379,0.9993040587145772
0.4637991580287777,0.7554853111269718,0.937976432021906,0.9997880780501666,0.3540250938203208,0.8967483694203843,0.8410370406467379,0.9993040587145772
0.46466659209587424,0.7554853111269718,0.937976432021906,0.9997880780501666,0.3904432828701763,0.8967483694203843,0.8410370406467379,0.9993040587145772
