mu_chain_1,tau_chain_1,mu_chain_2,tau_chain_2
0.10865494839683297,0.04867790300144117,0.43618936492893584,0.27278119586729277
0.10836337881945741,0.04867790300144117,0.443173329957899,0.27278119586729277
0.1103869995780028,0.04867790300144117,0.44603449329442313,0.27278119586729277
0.11155973966238363,0.04867790300144117,0.43897154207898637,0.27278119586729277
0.11185799136829593,0.0469598362853947,0.4445179067986561,0.27278119586729277
0.11095197602997378,0.0469598362853947,0.43920604368838895,0.27278119586729277
0.1100197270810954,0.0469598362853947,0.43348602580825774,0.27278119586729277
0.1112345148267387,0.0469598362853947,0.4240880997573941,0.27278119586729277
0.11118808896689727,0.0469598362853947,0.4148729804917578,0.2690368114554809
0.11061334332171283,0.0469598362853947,0.4149274139182029,0.2690368114554809
0.10946551759260044,0.0469598362853947,0.41904407818168815,0.2690368114554809
0.10791350414301347,0.0469598362853947,0.4163875259681547,0.2690368114554809
0.1085343441680371,0.0469598362853947,0.4219405807020427,0.2690368114554809
0.10746969898225395,0.0469598362853947,0.41596973338566007,0.2693961104687449
0.10740841765527234,0.0469598362853947,0.42513686796927797,0.2693961104687449
0.10779957911010102,0.0469598362853947,0.42250443171012314,0.2693961104687449
0.1077810619711661,0.0469598362853947,0.42003658811466243,0.2693961104687449
0.10818549260086222,0.0469598362853947,0.40002528469069787,0.2693961104687449
0.10717624445257765,0.0469598362853947,0.39990494843710694,0.2693961104687449
0.10877641854022917,0.0469598362853947,0.40034308126736046,0.2693961104687449
0.10880782110597555,0.0469598362853947,0.3946903883577435,0.2693961104687449
0.10950104217541384,0.0469598362853947,0.40090695963604306,0.27102235813618386
0.1102953092066007,0.04683055261080496,0.407104278788106,0.27102235813618386
0.11265454640575462,0.04683055261080496,0.40516547686351834,0.27102235813618386
0.11561331545136806,0.04683055261080496,0.4153129397816714,0.27102235813618386
0.11599416561871063,0.04683055261080496,0.4185074921002399,0.26623950702670435
0.11564823805214056,0.04604197416322639,0.40994585628428115,0.26623950702670435
0.11606057525656233,0.04604197416322639,0.400837075431267,0.26623950702670435
0.1149792314833285,0.04604197416322639,0.39209755312913486,0.26623950702670435
0.11292100958448689,0.04691817061902312,0.39591665212340355,0.2576281577838929
0.11360932134752154,0.04691817061902312,0.41070175568357997,0.2576281577838929
0.11349923991762736,0.04691817061902312,0.39815768950418506,0.2576281577838929
0.11393424220581082,0.04691817061902312,0.3922996609492979,0.2576281577838929
0.11253521476581756,0.04691817061902312,0.39888487253008803,0.2576281577838929
0.11381216283382782,0.04691817061902312,0.4003651839696567,0.2576281577838929
0.11593027856943308,0.04691817061902312,0.40101537971129975,0.2576281577838929
0.11742090247551233,0.04691817061902312,0.40420859928811204,0.2576281577838929
0.1174733298261346,0.04691817061902312,0.41385374783248735,0.2576281577838929
0.1179179057311475,0.04691817061902312,0.4102585694410248,0.2576281577838929
0.11591633847818668,0.04691817061902312,0.4026383428443763,0.2576281577838929
0.11728878658263152,0.04657694939090445,0.4033760223056811,0.2576281577838929
0.11665681640643823,0.04657694939090445,0.39341059055599603,0.2576281577838929
0.1166047005241086,0.04657694939090445,0.39453233500832824,0.2576281577838929
0.11729126615263807,0.04609486370994807,0.3986642419166218,0.2576281577838929
0.1204227021787224,0.045182247434027614,0.4091316292593045,0.2576281577838929
0.12037678370454019,0.045182247434027614,0.4145282024710706,0.2576281577838929
0.12163534593518185,0.045182247434027614,0.4152619461023695,0.2604393924107291
0.1217318151424374,0.045182247434027614,0.40944121923242327,0.2605547597488774
0.1221808426781203,0.045182247434027614,0.4083616075338259,0.2605547597488774
0.12098155432860931,0.045182247434027614,0.4085846649807656,0.2605547597488774
0.12290344459756929,0.045182247434027614,0.4146904358569765,0.2605547597488774
0.12318436381667218,0.04542133195397982,0.4173143238780094,0.2600858847160411
0.12420991746148351,0.04542133195397982,0.4182136193166466,0.2600858847160411
0.12531500371610446,0.04542133195397982,0.4179905561045253,0.2600858847160411
0.12385401448483223,0.04542133195397982,0.41518970191125554,0.2600858847160411
0.12325544694283326,0.04501983824175163,0.42007989467470946,0.2600858847160411
0.12261052519008117,0.04554475095745247,0.4208001561920275,0.2566896029236865
0.12116206486584187,0.04554475095745247,0.4294598073296007,0.2566896029236865
0.12145547295987455,0.04675387667841371,0.4260433412560584,0.2566896029236865
0.12154230716468842,0.04675387667841371,0.4269839118776313,0.2566896029236865
