ID,timepoint,posterior_mean,posterior_se,ci_2_5,ci_97_5
2,Y_t3,9.639601709192391,,9.639601709192391,9.639601709192391
3,Y_t3,3.0867793027212,,3.0867793027212,3.0867793027212
4,Y_t2,4.117901233883496,,4.117901233883496,4.117901233883496
4,Y_t3,-1.035313386804634,,-1.035313386804634,-1.035313386804634
5,Y_t2,2.151583420581919,,2.151583420581919,2.151583420581919
5,Y_t3,-0.3922618813823835,,-0.3922618813823835,-0.3922618813823835
6,Y_t2,-1.5474645055562628,,-1.5474645055562628,-1.5474645055562628
6,Y_t3,-4.076797087948183,,-4.076797087948183,-4.076797087948183
8,Y_t3,5.481600865650904,,5.481600865650904,5.481600865650904
9,Y_t3,3.1491844811512943,,3.1491844811512943,3.1491844811512943
10,Y_t3,-6.070852420662711,,-6.070852420662711,-6.070852420662711
11,Y_t3,-2.1872322827245494,,-2.1872322827245494,-2.1872322827245494
13,Y_t2,1.4049173082519029,,1.4049173082519029,1.4049173082519029
13,Y_t3,-1.2114433843589736,,-1.2114433843589736,-1.2114433843589736
14,Y_t2,-2.8009474830010124,,-2.8009474830010124,-2.8009474830010124
14,Y_t3,-2.2922507494518083,,-2.2922507494518083,-2.2922507494518083
15,Y_t2,2.873281147167484,,2.873281147167484,2.873281147167484
15,Y_t3,6.930957794341532,,6.930957794341532,6.930957794341532
16,Y_t2,-1.8371406169905709,,-1.8371406169905709,-1.8371406169905709
16,Y_t3,6.279594012976199,,6.279594012976199,6.279594012976199
17,Y_t2,-3.3178707426218264,,-3.3178707426218264,-3.3178707426218264
17,Y_t3,-0.29258703363480454,,-0.29258703363480454,-0.29258703363480454
18,Y_t2,1.1132188748732466,,1.1132188748732466,1.1132188748732466
18,Y_t3,-2.321078823498041,,-2.321078823498041,-2.321078823498041
19,Y_t2,2.727536668321509,,2.727536668321509,2.727536668321509
19,Y_t3,3.624048605363811,,3.624048605363811,3.624048605363811
20,Y_t3,-7.25747434179647,,-7.25747434179647,-7.25747434179647
21,Y_t2,2.6048416072705276,,2.6048416072705276,2.6048416072705276
21,Y_t3,-4.947820328576054,,-4.947820328576054,-4.947820328576054
22,Y_t2,-3.050448639507901,,-3.050448639507901,-3.050448639507901
22,Y_t3,-5.7796158757704905,,-5.7796158757704905,-5.7796158757704905
24,Y_t2,-0.9931760711426841,,-0.9931760711426841,-0.9931760711426841
24,Y_t3,1.752945173865529,,1.752945173865529,1.752945173865529
27,Y_t2,0.24695258726439095,,0.24695258726439095,0.24695258726439095
27,Y_t3,0.928849870993132,,0.928849870993132,0.928849870993132
29,Y_t2,8.752164690941772,,8.752164690941772,8.752164690941772
29,Y_t3,-8.76198113768654,,-8.76198113768654,-8.76198113768654
35,Y_t2,-2.4516689275232495,,-2.4516689275232495,-2.4516689275232495
35,Y_t3,3.5047343021774124,,3.5047343021774124,3.5047343021774124
36,Y_t2,11.162272575290904,,11.162272575290904,11.162272575290904
36,Y_t3,4.990952874047786,,4.990952874047786,4.990952874047786
38,Y_t3,-5.407049561013983,,-5.407049561013983,-5.407049561013983
44,Y_t3,0.5865845809368048,,0.5865845809368048,0.5865845809368048
45,Y_t2,0.9305757483795003,,0.9305757483795003,0.9305757483795003
45,Y_t3,3.023293209789844,,3.023293209789844,3.023293209789844
46,Y_t2,-0.208261575976589,,-0.208261575976589,-0.208261575976589
46,Y_t3,1.7815250026541514,,1.7815250026541514,1.7815250026541514
48,Y_t3,-2.633924475811598,,-2.633924475811598,-2.633924475811598
49,Y_t2,6.569605778313205,,6.569605778313205,6.569605778313205
49,Y_t3,3.4898616148057924,,3.4898616148057924,3.4898616148057924
50,Y_t2,3.510677675014922,,3.510677675014922,3.510677675014922
50,Y_t3,1.0322028201742492,,1.0322028201742492,1.0322028201742492
52,Y_t2,2.6812009840148856,,2.6812009840148856,2.6812009840148856
52,Y_t3,5.363257648252992,,5.363257648252992,5.363257648252992
53,Y_t2,-5.6903568945411305,,-5.6903568945411305,-5.6903568945411305
53,Y_t3,1.270542235258735,,1.270542235258735,1.270542235258735
54,Y_t2,-3.1979676239911106,,-3.1979676239911106,-3.1979676239911106
54,Y_t3,1.810208868354596,,1.810208868354596,1.810208868354596
56,Y_t2,-0.1253407130287707,,-0.1253407130287707,-0.1253407130287707
56,Y_t3,14.757061984484167,,14.757061984484167,14.757061984484167
57,Y_t2,-3.1549239054881415,,-3.1549239054881415,-3.1549239054881415
57,Y_t3,6.216172414769133,,6.216172414769133,6.216172414769133
58,Y_t2,6.216301085205222,,6.216301085205222,6.216301085205222
58,Y_t3,3.9614925005667514,,3.9614925005667514,3.9614925005667514
59,Y_t2,-1.4568815126661172,,-1.4568815126661172,-1.4568815126661172
59,Y_t3,2.7348870681744097,,2.7348870681744097,2.7348870681744097
63,Y_t2,0.9925987526182397,,0.9925987526182397,0.9925987526182397
63,Y_t3,-4.421249408666045,,-4.421249408666045,-4.421249408666045
64,Y_t3,4.589089026466649,,4.589089026466649,4.589089026466649
65,Y_t3,4.293228979054366,,4.293228979054366,4.293228979054366
66,Y_t3,-3.7372454383844262,,-3.7372454383844262,-3.7372454383844262
67,Y_t2,5.654392582827904,,5.654392582827904,5.654392582827904
67,Y_t3,-4.088647208190629,,-4.088647208190629,-4.088647208190629
68,Y_t2,-7.335403460422917,,-7.335403460422917,-7.335403460422917
68,Y_t3,3.8842725075336757,,3.8842725075336757,3.8842725075336757
70,Y_t2,5.784640412592561,,5.784640412592561,5.784640412592561
70,Y_t3,5.620609928893499,,5.620609928893499,5.620609928893499
71,Y_t2,3.8045281729030833,,3.8045281729030833,3.8045281729030833
71,Y_t3,4.844341217464372,,4.844341217464372,4.844341217464372
72,Y_t3,1.1392723740163608,,1.1392723740163608,1.1392723740163608
73,Y_t2,2.418212812498056,,2.418212812498056,2.418212812498056
73,Y_t3,-0.9103610083093654,,-0.9103610083093654,-0.9103610083093654
77,Y_t3,7.431446118303387,,7.431446118303387,7.431446118303387
79,Y_t3,0.2470109672902463,,0.2470109672902463,0.2470109672902463
81,Y_t2,6.655353219658449,,6.655353219658449,6.655353219658449
81,Y_t3,-3.3340265605147,,-3.3340265605147,-3.3340265605147
83,Y_t3,1.9872577475658157,,1.9872577475658157,1.9872577475658157
84,Y_t2,-0.5946405865064459,,-0.5946405865064459,-0.5946405865064459
84,Y_t3,-6.075162600872622,,-6.075162600872622,-6.075162600872622
86,Y_t3,-5.335671773079417,,-5.335671773079417,-5.335671773079417
89,Y_t3,-4.479990111619206,,-4.479990111619206,-4.479990111619206
91,Y_t3,7.811736945648012,,7.811736945648012,7.811736945648012
94,Y_t2,-0.7299953880247454,,-0.7299953880247454,-0.7299953880247454
94,Y_t3,2.3938806512667474,,2.3938806512667474,2.3938806512667474
95,Y_t2,-0.21307316741928672,,-0.21307316741928672,-0.21307316741928672
95,Y_t3,-0.08931961027157787,,-0.08931961027157787,-0.08931961027157787
96,Y_t3,-11.497721609400774,,-11.497721609400774,-11.497721609400774
97,Y_t3,-4.444334955042312,,-4.444334955042312,-4.444334955042312
98,Y_t3,0.5414055376632629,,0.5414055376632629,0.5414055376632629
99,Y_t3,-0.9176402991306505,,-0.9176402991306505,-0.9176402991306505
100,Y_t2,1.471059968438492,,1.471059968438492,1.471059968438492
100,Y_t3,0.21658247479164205,,0.21658247479164205,0.21658247479164205
101,Y_t2,0.3649720444259782,,0.3649720444259782,0.3649720444259782
101,Y_t3,-2.961484474478178,,-2.961484474478178,-2.961484474478178
102,Y_t3,-10.257896386926717,,-10.257896386926717,-10.257896386926717
103,Y_t2,4.8931655495896775,,4.8931655495896775,4.8931655495896775
103,Y_t3,-8.622377476935904,,-8.622377476935904,-8.622377476935904
104,Y_t2,3.220917548523577,,3.220917548523577,3.220917548523577
104,Y_t3,15.285878631248526,,15.285878631248526,15.285878631248526
105,Y_t2,-4.262067309166375,,-4.262067309166375,-4.262067309166375
105,Y_t3,-1.6567027085767996,,-1.6567027085767996,-1.6567027085767996
107,Y_t3,0.598476534692651,,0.598476534692651,0.598476534692651
108,Y_t3,-3.154368409417562,,-3.154368409417562,-3.154368409417562
109,Y_t2,-11.56573565831778,,-11.56573565831778,-11.56573565831778
109,Y_t3,3.1957662169104446,,3.1957662169104446,3.1957662169104446
112,Y_t2,3.75058587440894,,3.75058587440894,3.75058587440894
112,Y_t3,-8.569775410645917,,-8.569775410645917,-8.569775410645917
113,Y_t2,-2.9828098465868913,,-2.9828098465868913,-2.9828098465868913
113,Y_t3,7.679048144506403,,7.679048144506403,7.679048144506403
114,Y_t2,-0.8929062901069774,,-0.8929062901069774,-0.8929062901069774
114,Y_t3,5.54247222638454,,5.54247222638454,5.54247222638454
115,Y_t3,1.4035248609501467,,1.4035248609501467,1.4035248609501467
118,Y_t3,-6.284375165661286,,-6.284375165661286,-6.284375165661286
119,Y_t2,3.8373962097169487,,3.8373962097169487,3.8373962097169487
119,Y_t3,0.5377088804058743,,0.5377088804058743,0.5377088804058743
120,Y_t2,-3.5644531774858654,,-3.5644531774858654,-3.5644531774858654
120,Y_t3,-2.08884415087848,,-2.08884415087848,-2.08884415087848
121,Y_t3,8.773019294813032,,8.773019294813032,8.773019294813032
123,Y_t3,2.3464423426455854,,2.3464423426455854,2.3464423426455854
125,Y_t2,3.6422120164970275,,3.6422120164970275,3.6422120164970275
125,Y_t3,8.498863436831227,,8.498863436831227,8.498863436831227
127,Y_t3,-4.513770038878244,,-4.513770038878244,-4.513770038878244
128,Y_t2,4.411098061496053,,4.411098061496053,4.411098061496053
128,Y_t3,2.6837969356509257,,2.6837969356509257,2.6837969356509257
129,Y_t3,0.23862140972962886,,0.23862140972962886,0.23862140972962886
131,Y_t3,4.82737783091701,,4.82737783091701,4.82737783091701
133,Y_t2,2.968960624853819,,2.968960624853819,2.968960624853819
133,Y_t3,-4.0026870038741915,,-4.0026870038741915,-4.0026870038741915
134,Y_t2,-1.196739495602276,,-1.196739495602276,-1.196739495602276
134,Y_t3,1.2412017312603087,,1.2412017312603087,1.2412017312603087
136,Y_t2,2.9553888134546717,,2.9553888134546717,2.9553888134546717
136,Y_t3,-6.385446369010337,,-6.385446369010337,-6.385446369010337
137,Y_t3,-6.776699872610115,,-6.776699872610115,-6.776699872610115
138,Y_t2,1.582645520935332,,1.582645520935332,1.582645520935332
138,Y_t3,-3.1431652737758764,,-3.1431652737758764,-3.1431652737758764
139,Y_t2,1.1581730147385771,,1.1581730147385771,1.1581730147385771
