ID,timepoint,posterior_mean,posterior_se,ci_2_5,ci_97_5
2,Y_t3,5.189543659336172,,5.189543659336172,5.189543659336172
3,Y_t3,3.0339426092630966,,3.0339426092630966,3.0339426092630966
4,Y_t2,2.5523172269235053,,2.5523172269235053,2.5523172269235053
4,Y_t3,-0.39198214172358625,,-0.39198214172358625,-0.39198214172358625
5,Y_t2,1.6083342326712535,,1.6083342326712535,1.6083342326712535
5,Y_t3,0.9471304010452402,,0.9471304010452402,0.9471304010452402
6,Y_t2,-1.2496251009699595,,-1.2496251009699595,-1.2496251009699595
6,Y_t3,-2.693592376566681,,-2.693592376566681,-2.693592376566681
8,Y_t3,4.689777820422606,,4.689777820422606,4.689777820422606
9,Y_t3,0.5963049384144947,,0.5963049384144947,0.5963049384144947
10,Y_t3,-3.714836961396273,,-3.714836961396273,-3.714836961396273
11,Y_t3,-1.1067057264584514,,-1.1067057264584514,-1.1067057264584514
13,Y_t2,0.6026141544413162,,0.6026141544413162,0.6026141544413162
13,Y_t3,-1.287162942545739,,-1.287162942545739,-1.287162942545739
14,Y_t2,-1.098760659224807,,-1.098760659224807,-1.098760659224807
14,Y_t3,-2.0720099159414134,,-2.0720099159414134,-2.0720099159414134
15,Y_t2,1.8753864346979237,,1.8753864346979237,1.8753864346979237
15,Y_t3,4.168745999213179,,4.168745999213179,4.168745999213179
16,Y_t2,-1.4372012709531297,,-1.4372012709531297,-1.4372012709531297
16,Y_t3,3.6298716639313637,,3.6298716639313637,3.6298716639313637
17,Y_t2,-2.7297076467171992,,-2.7297076467171992,-2.7297076467171992
17,Y_t3,0.8774911442036754,,0.8774911442036754,0.8774911442036754
18,Y_t2,1.8278556187324484,,1.8278556187324484,1.8278556187324484
18,Y_t3,-2.6212722201866145,,-2.6212722201866145,-2.6212722201866145
19,Y_t2,2.8243732583150205,,2.8243732583150205,2.8243732583150205
19,Y_t3,2.8552177981341265,,2.8552177981341265,2.8552177981341265
20,Y_t3,-4.610927127562073,,-4.610927127562073,-4.610927127562073
21,Y_t2,0.9561550661416545,,0.9561550661416545,0.9561550661416545
21,Y_t3,-2.497043400452453,,-2.497043400452453,-2.497043400452453
22,Y_t2,-0.9485559725108355,,-0.9485559725108355,-0.9485559725108355
22,Y_t3,-2.541678204896214,,-2.541678204896214,-2.541678204896214
24,Y_t2,0.01251448674685407,,0.01251448674685407,0.01251448674685407
24,Y_t3,1.0489773230765045,,1.0489773230765045,1.0489773230765045
27,Y_t2,0.6296850025417777,,0.6296850025417777,0.6296850025417777
27,Y_t3,0.9605037909278288,,0.9605037909278288,0.9605037909278288
29,Y_t2,5.694721903614427,,5.694721903614427,5.694721903614427
29,Y_t3,-6.348685666287074,,-6.348685666287074,-6.348685666287074
35,Y_t2,-1.098755181732462,,-1.098755181732462,-1.098755181732462
35,Y_t3,2.6999211587688077,,2.6999211587688077,2.6999211587688077
36,Y_t2,7.60599874185375,,7.60599874185375,7.60599874185375
36,Y_t3,4.930691563906595,,4.930691563906595,4.930691563906595
38,Y_t3,-4.279115104675916,,-4.279115104675916,-4.279115104675916
44,Y_t3,0.11823202184241643,,0.11823202184241643,0.11823202184241643
45,Y_t2,0.04179457830843725,,0.04179457830843725,0.04179457830843725
45,Y_t3,2.0938149102225796,,2.0938149102225796,2.0938149102225796
46,Y_t2,0.5159189660031663,,0.5159189660031663,0.5159189660031663
46,Y_t3,3.351738939514691,,3.351738939514691,3.351738939514691
48,Y_t3,-2.259453635069563,,-2.259453635069563,-2.259453635069563
49,Y_t2,5.169616098658849,,5.169616098658849,5.169616098658849
49,Y_t3,1.9115918066199722,,1.9115918066199722,1.9115918066199722
50,Y_t2,4.005967961583049,,4.005967961583049,4.005967961583049
50,Y_t3,0.538883859801297,,0.538883859801297,0.538883859801297
52,Y_t2,1.5026961229925038,,1.5026961229925038,1.5026961229925038
52,Y_t3,3.26664755156269,,3.26664755156269,3.26664755156269
53,Y_t2,-3.404845497228396,,-3.404845497228396,-3.404845497228396
53,Y_t3,0.5382492375426102,,0.5382492375426102,0.5382492375426102
54,Y_t2,-2.271040070014564,,-2.271040070014564,-2.271040070014564
54,Y_t3,0.7746699335861367,,0.7746699335861367,0.7746699335861367
56,Y_t2,-0.5066831180816724,,-0.5066831180816724,-0.5066831180816724
56,Y_t3,10.165306151343994,,10.165306151343994,10.165306151343994
57,Y_t2,0.01809560018464218,,0.01809560018464218,0.01809560018464218
57,Y_t3,4.908395324872556,,4.908395324872556,4.908395324872556
58,Y_t2,4.025849271566574,,4.025849271566574,4.025849271566574
58,Y_t3,2.747879359404749,,2.747879359404749,2.747879359404749
59,Y_t2,0.8143361573208003,,0.8143361573208003,0.8143361573208003
59,Y_t3,3.2833804103927977,,3.2833804103927977,3.2833804103927977
63,Y_t2,0.9703883395601731,,0.9703883395601731,0.9703883395601731
63,Y_t3,-3.0299642834415685,,-3.0299642834415685,-3.0299642834415685
64,Y_t3,3.8472426118161542,,3.8472426118161542,3.8472426118161542
65,Y_t3,3.0256008467446542,,3.0256008467446542,3.0256008467446542
66,Y_t3,-3.041980678085453,,-3.041980678085453,-3.041980678085453
67,Y_t2,4.008792251502622,,4.008792251502622,4.008792251502622
67,Y_t3,-1.5459717855307002,,-1.5459717855307002,-1.5459717855307002
68,Y_t2,-4.654728446924345,,-4.654728446924345,-4.654728446924345
