ID,timepoint,posterior_mean,posterior_se,ci_2_5,ci_97_5
2,Y_t3,5.004639461247451,,5.004639461247451,5.004639461247451
3,Y_t3,2.8906995442708983,,2.8906995442708983,2.8906995442708983
4,Y_t2,2.3738178803526555,,2.3738178803526555,2.3738178803526555
4,Y_t3,-0.5546423530414213,,-0.5546423530414213,-0.5546423530414213
5,Y_t2,1.5388796743602753,,1.5388796743602753,1.5388796743602753
5,Y_t3,0.7806358623829979,,0.7806358623829979,0.7806358623829979
6,Y_t2,-1.2153617542435886,,-1.2153617542435886,-1.2153617542435886
6,Y_t3,-2.6878344672896626,,-2.6878344672896626,-2.6878344672896626
8,Y_t3,4.572875651405621,,4.572875651405621,4.572875651405621
9,Y_t3,0.5981434151072487,,0.5981434151072487,0.5981434151072487
10,Y_t3,-3.6386664955019685,,-3.6386664955019685,-3.6386664955019685
11,Y_t3,-1.0505136988579629,,-1.0505136988579629,-1.0505136988579629
13,Y_t2,0.46925615753742456,,0.46925615753742456,0.46925615753742456
13,Y_t3,-1.349869703927443,,-1.349869703927443,-1.349869703927443
14,Y_t2,-1.0665405442144658,,-1.0665405442144658,-1.0665405442144658
14,Y_t3,-2.0069443730950023,,-2.0069443730950023,-2.0069443730950023
15,Y_t2,1.7234953812718183,,1.7234953812718183,1.7234953812718183
15,Y_t3,4.0990401568532775,,4.0990401568532775,4.0990401568532775
16,Y_t2,-1.4492363788240132,,-1.4492363788240132,-1.4492363788240132
16,Y_t3,3.502743971881595,,3.502743971881595,3.502743971881595
17,Y_t2,-2.684780333587889,,-2.684780333587889,-2.684780333587889
17,Y_t3,0.8124285614490633,,0.8124285614490633,0.8124285614490633
18,Y_t2,1.8246701926778974,,1.8246701926778974,1.8246701926778974
18,Y_t3,-2.6398020230804233,,-2.6398020230804233,-2.6398020230804233
19,Y_t2,2.6736676947878175,,2.6736676947878175,2.6736676947878175
19,Y_t3,2.8064589533306803,,2.8064589533306803,2.8064589533306803
20,Y_t3,-4.494866960064626,,-4.494866960064626,-4.494866960064626
21,Y_t2,0.8587623256550907,,0.8587623256550907,0.8587623256550907
21,Y_t3,-2.411654719364279,,-2.411654719364279,-2.411654719364279
22,Y_t2,-0.8812141010626038,,-0.8812141010626038,-0.8812141010626038
22,Y_t3,-2.439459628753586,,-2.439459628753586,-2.439459628753586
24,Y_t2,0.007958377156970009,,0.007958377156970009,0.007958377156970009
24,Y_t3,1.026669787743732,,1.026669787743732,1.026669787743732
27,Y_t2,0.49467132902889155,,0.49467132902889155,0.49467132902889155
27,Y_t3,0.9876672155480233,,0.9876672155480233,0.9876672155480233
29,Y_t2,5.570717275828798,,5.570717275828798,5.570717275828798
29,Y_t3,-6.194585642467056,,-6.194585642467056,-6.194585642467056
35,Y_t2,-1.0547138805288236,,-1.0547138805288236,-1.0547138805288236
35,Y_t3,2.641900322091561,,2.641900322091561,2.641900322091561
36,Y_t2,7.401247634796765,,7.401247634796765,7.401247634796765
36,Y_t3,4.650636704562524,,4.650636704562524,4.650636704562524
38,Y_t3,-4.164718838130352,,-4.164718838130352,-4.164718838130352
44,Y_t3,0.08199284306194154,,0.08199284306194154,0.08199284306194154
45,Y_t2,-0.021938493634876544,,-0.021938493634876544,-0.021938493634876544
45,Y_t3,2.0077017245320925,,2.0077017245320925,2.0077017245320925
46,Y_t2,0.4359736619306801,,0.4359736619306801,0.4359736619306801
46,Y_t3,3.3077421549206854,,3.3077421549206854,3.3077421549206854
