ID,timepoint,posterior_mean,posterior_se,ci_2_5,ci_97_5
2,Y_t3,3.1747005643800126,,3.1747005643800126,3.1747005643800126
3,Y_t3,2.4388354419052876,,2.4388354419052876,2.4388354419052876
4,Y_t2,1.3840545880495603,,1.3840545880495603,1.3840545880495603
4,Y_t3,-0.8676583518016217,,-0.8676583518016217,-0.8676583518016217
5,Y_t2,1.1725157207391241,,1.1725157207391241,1.1725157207391241
5,Y_t3,0.6539586808271589,,0.6539586808271589,0.6539586808271589
6,Y_t2,-1.026136368725698,,-1.026136368725698,-1.026136368725698
6,Y_t3,-2.2767484105844913,,-2.2767484105844913,-2.2767484105844913
8,Y_t3,3.9910960109504283,,3.9910960109504283,3.9910960109504283
9,Y_t3,-0.12255360726790121,,-0.12255360726790121,-0.12255360726790121
10,Y_t3,-2.736083145489738,,-2.736083145489738,-2.736083145489738
11,Y_t3,-0.5717375708206895,,-0.5717375708206895,-0.5717375708206895
13,Y_t2,-0.16568855436928986,,-0.16568855436928986,-0.16568855436928986
13,Y_t3,-1.562641780788623,,-1.562641780788623,-1.562641780788623
14,Y_t2,-0.4840041646430906,,-0.4840041646430906,-0.4840041646430906
14,Y_t3,-1.7458621582016831,,-1.7458621582016831,-1.7458621582016831
15,Y_t2,0.9763860251964722,,0.9763860251964722,0.9763860251964722
15,Y_t3,3.1006068737842423,,3.1006068737842423,3.1006068737842423
16,Y_t2,-1.3721542465429692,,-1.3721542465429692,-1.3721542465429692
16,Y_t3,2.361201551605785,,2.361201551605785,2.361201551605785
17,Y_t2,-2.380436121328903,,-2.380436121328903,-2.380436121328903
17,Y_t3,0.9469062423838185,,0.9469062423838185,0.9469062423838185
18,Y_t2,2.018272746147564,,2.018272746147564,2.018272746147564
18,Y_t3,-2.781716352411717,,-2.781716352411717,-2.781716352411717
19,Y_t2,2.241628669830031,,2.241628669830031,2.241628669830031
19,Y_t3,2.4390295325394824,,2.4390295325394824,2.4390295325394824
20,Y_t3,-3.3879792315878308,,-3.3879792315878308,-3.3879792315878308
21,Y_t2,0.09269752730253678,,0.09269752730253678,0.09269752730253678
21,Y_t3,-1.453999654543424,,-1.453999654543424,-1.453999654543424
22,Y_t2,-0.0778531665972797,,-0.0778531665972797,-0.0778531665972797
22,Y_t3,-1.2065302478734883,,-1.2065302478734883,-1.2065302478734883
24,Y_t2,0.2801867948433342,,0.2801867948433342,0.2801867948433342
24,Y_t3,0.7583596268708968,,0.7583596268708968,0.7583596268708968
27,Y_t2,0.1918244659023678,,0.1918244659023678,0.1918244659023678
27,Y_t3,1.079510038034102,,1.079510038034102,1.079510038034102
29,Y_t2,4.322700941509491,,4.322700941509491,4.322700941509491
29,Y_t3,-5.0380531257784895,,-5.0380531257784895,-5.0380531257784895
35,Y_t2,-0.5354972660454895,,-0.5354972660454895,-0.5354972660454895
35,Y_t3,2.2359885650822497,,2.2359885650822497,2.2359885650822497
36,Y_t2,5.765068801312305,,5.765068801312305,5.765068801312305
36,Y_t3,3.7794411075563077,,3.7794411075563077,3.7794411075563077
38,Y_t3,-3.4949562278563144,,-3.4949562278563144,-3.4949562278563144
44,Y_t3,-0.16176962895908864,,-0.16176962895908864,-0.16176962895908864
45,Y_t2,-0.4691594084988826,,-0.4691594084988826,-0.4691594084988826
45,Y_t3,1.480652272794728,,1.480652272794728,1.480652272794728
46,Y_t2,0.39820570637696007,,0.39820570637696007,0.39820570637696007
46,Y_t3,3.6203018671368303,,3.6203018671368303,3.6203018671368303
48,Y_t3,-1.3568785426481242,,-1.3568785426481242,-1.3568785426481242
49,Y_t2,4.191928732520349,,4.191928732520349,4.191928732520349
49,Y_t3,1.4561934470330278,,1.4561934470330278,1.4561934470330278
50,Y_t2,3.0234390945570397,,3.0234390945570397,3.0234390945570397
50,Y_t3,0.24756661562557963,,0.24756661562557963,0.24756661562557963
52,Y_t2,0.9399902151718658,,0.9399902151718658,0.9399902151718658
52,Y_t3,2.3292180701897824,,2.3292180701897824,2.3292180701897824
53,Y_t2,-2.1901527042805906,,-2.1901527042805906,-2.1901527042805906
53,Y_t3,0.3221237172711723,,0.3221237172711723,0.3221237172711723
54,Y_t2,-1.7492596880383484,,-1.7492596880383484,-1.7492596880383484
54,Y_t3,0.23760078142905616,,0.23760078142905616,0.23760078142905616
56,Y_t2,-0.9759136489117952,,-0.9759136489117952,-0.9759136489117952
56,Y_t3,7.765857165404306,,7.765857165404306,7.765857165404306
57,Y_t2,1.2708172577453087,,1.2708172577453087,1.2708172577453087
57,Y_t3,4.089874170250729,,4.089874170250729,4.089874170250729
58,Y_t2,2.3492245061002404,,2.3492245061002404,2.3492245061002404
58,Y_t3,2.271728808245169,,2.271728808245169,2.271728808245169
59,Y_t2,1.3168940527718223,,1.3168940527718223,1.3168940527718223
59,Y_t3,2.4572260328434083,,2.4572260328434083,2.4572260328434083
63,Y_t2,0.9357747938087307,,0.9357747938087307,0.9357747938087307
63,Y_t3,-2.340145718385622,,-2.340145718385622,-2.340145718385622
64,Y_t3,3.4683003607827323,,3.4683003607827323,3.4683003607827323
65,Y_t3,2.3178659619397783,,2.3178659619397783,2.3178659619397783
66,Y_t3,-2.6163298488602846,,-2.6163298488602846,-2.6163298488602846
67,Y_t2,3.146733484349312,,3.146733484349312,3.146733484349312
67,Y_t3,-0.46127662241208656,,-0.46127662241208656,-0.46127662241208656
68,Y_t2,-3.1796786597502256,,-3.1796786597502256,-3.1796786597502256
68,Y_t3,1.066255688970179,,1.066255688970179,1.066255688970179
70,Y_t2,1.934859949126163,,1.934859949126163,1.934859949126163
70,Y_t3,0.6377247677616855,,0.6377247677616855,0.6377247677616855
71,Y_t2,0.8946578532083616,,0.8946578532083616,0.8946578532083616
71,Y_t3,2.2809310913446224,,2.2809310913446224,2.2809310913446224
72,Y_t3,1.8585291797748915,,1.8585291797748915,1.8585291797748915
73,Y_t2,2.2235832101939272,,2.2235832101939272,2.2235832101939272
73,Y_t3,-0.5625841427004825,,-0.5625841427004825,-0.5625841427004825
77,Y_t3,3.2378321666131056,,3.2378321666131056,3.2378321666131056
79,Y_t3,0.8686650246383399,,0.8686650246383399,0.8686650246383399
81,Y_t2,2.7323880971531955,,2.7323880971531955,2.7323880971531955
81,Y_t3,-1.9689328531893162,,-1.9689328531893162,-1.9689328531893162
83,Y_t3,2.7687002228474613,,2.7687002228474613,2.7687002228474613
84,Y_t2,-1.6131883351764675,,-1.6131883351764675,-1.6131883351764675
84,Y_t3,-4.21445776694023,,-4.21445776694023,-4.21445776694023
86,Y_t3,-4.425167834152745,,-4.425167834152745,-4.425167834152745
89,Y_t3,-2.254295154608171,,-2.254295154608171,-2.254295154608171
91,Y_t3,4.1087815798152185,,4.1087815798152185,4.1087815798152185
94,Y_t2,-1.376823062307725,,-1.376823062307725,-1.376823062307725
94,Y_t3,0.7203570458215895,,0.7203570458215895,0.7203570458215895
95,Y_t2,0.905573888451063,,0.905573888451063,0.905573888451063
95,Y_t3,-2.201191905571217,,-2.201191905571217,-2.201191905571217
96,Y_t3,-7.080862307222568,,-7.080862307222568,-7.080862307222568
97,Y_t3,-0.3746624977344679,,-0.3746624977344679,-0.3746624977344679
98,Y_t3,2.531031469646371,,2.531031469646371,2.531031469646371
99,Y_t3,1.1488037437468328,,1.1488037437468328,1.1488037437468328
100,Y_t2,0.13486884636338958,,0.13486884636338958,0.13486884636338958
100,Y_t3,-1.3608826040744415,,-1.3608826040744415,-1.3608826040744415
101,Y_t2,0.9925182489529201,,0.9925182489529201,0.9925182489529201
101,Y_t3,-0.844209963316165,,-0.844209963316165,-0.844209963316165
102,Y_t3,-2.5425970181048614,,-2.5425970181048614,-2.5425970181048614
103,Y_t2,2.677284714281989,,2.677284714281989,2.677284714281989
103,Y_t3,-2.7764991566845567,,-2.7764991566845567,-2.7764991566845567
104,Y_t2,1.4062331030193296,,1.4062331030193296,1.4062331030193296
104,Y_t3,9.715180766420248,,9.715180766420248,9.715180766420248
105,Y_t2,-1.9636232731688519,,-1.9636232731688519,-1.9636232731688519
105,Y_t3,-1.2339605585650228,,-1.2339605585650228,-1.2339605585650228
107,Y_t3,0.19557458942838574,,0.19557458942838574,0.19557458942838574
108,Y_t3,-2.391983776039192,,-2.391983776039192,-2.391983776039192
109,Y_t2,-7.379124740456594,,-7.379124740456594,-7.379124740456594
109,Y_t3,1.126681689340689,,1.126681689340689,1.126681689340689
112,Y_t2,3.412650362310178,,3.412650362310178,3.412650362310178
112,Y_t3,-4.923086922711672,,-4.923086922711672,-4.923086922711672
113,Y_t2,-1.2164976283611373,,-1.2164976283611373,-1.2164976283611373
113,Y_t3,2.678840646066329,,2.678840646066329,2.678840646066329
114,Y_t2,0.23628674907276181,,0.23628674907276181,0.23628674907276181
114,Y_t3,2.1680365537715462,,2.1680365537715462,2.1680365537715462
115,Y_t3,-0.1583584378432943,,-0.1583584378432943,-0.1583584378432943
118,Y_t3,-3.518466740640192,,-3.518466740640192,-3.518466740640192
119,Y_t2,0.3419926604743555,,0.3419926604743555,0.3419926604743555
119,Y_t3,1.0092482750811933,,1.0092482750811933,1.0092482750811933
120,Y_t2,-0.5914884499665427,,-0.5914884499665427,-0.5914884499665427
120,Y_t3,-2.5518627403361953,,-2.5518627403361953,-2.5518627403361953
121,Y_t3,5.402680326939048,,5.402680326939048,5.402680326939048
123,Y_t3,1.2466696506951498,,1.2466696506951498,1.2466696506951498
125,Y_t2,0.8281409467411915,,0.8281409467411915,0.8281409467411915
125,Y_t3,4.574179650629456,,4.574179650629456,4.574179650629456
127,Y_t3,-1.7970254602969806,,-1.7970254602969806,-1.7970254602969806
128,Y_t2,1.907832235560043,,1.907832235560043,1.907832235560043
128,Y_t3,1.2139844986105808,,1.2139844986105808,1.2139844986105808
129,Y_t3,1.140516176911105,,1.140516176911105,1.140516176911105
131,Y_t3,2.186239192516342,,2.186239192516342,2.186239192516342
133,Y_t2,1.8457240164015725,,1.8457240164015725,1.8457240164015725
133,Y_t3,-0.9970834362317564,,-0.9970834362317564,-0.9970834362317564
134,Y_t2,0.0673493317523497,,0.0673493317523497,0.0673493317523497
134,Y_t3,0.6296137398654004,,0.6296137398654004,0.6296137398654004
136,Y_t2,0.6997131509757851,,0.6997131509757851,0.6997131509757851
136,Y_t3,-2.730814157461989,,-2.730814157461989,-2.730814157461989
137,Y_t3,-4.233650006833247,,-4.233650006833247,-4.233650006833247
138,Y_t2,0.30491884496651184,,0.30491884496651184,0.30491884496651184
138,Y_t3,-3.6606391441845827,,-3.6606391441845827,-3.6606391441845827
139,Y_t2,-0.4666615033262316,,-0.4666615033262316,-0.4666615033262316
139,Y_t3,-1.769376144049739,,-1.769376144049739,-1.769376144049739
140,Y_t3,2.9520881128904732,,2.9520881128904732,2.9520881128904732
141,Y_t2,3.860249696865097,,3.860249696865097,3.860249696865097
141,Y_t3,-1.586162708990054,,-1.586162708990054,-1.586162708990054
142,Y_t2,2.2489144349069483,,2.2489144349069483,2.2489144349069483
142,Y_t3,-0.46671081043492735,,-0.46671081043492735,-0.46671081043492735
143,Y_t2,3.716699524642237,,3.716699524642237,3.716699524642237
143,Y_t3,-0.27086733336792146,,-0.27086733336792146,-0.27086733336792146
144,Y_t3,0.3042102686625244,,0.3042102686625244,0.3042102686625244
145,Y_t2,1.2013913822919131,,1.2013913822919131,1.2013913822919131
145,Y_t3,1.0231763727508667,,1.0231763727508667,1.0231763727508667
147,Y_t3,-1.1695834412765906,,-1.1695834412765906,-1.1695834412765906
149,Y_t3,-0.2637024933942944,,-0.2637024933942944,-0.2637024933942944
150,Y_t2,-0.6831463762950829,,-0.6831463762950829,-0.6831463762950829
150,Y_t3,-1.8343020110756958,,-1.8343020110756958,-1.8343020110756958
