ID,timepoint,posterior_mean,posterior_se,ci_2_5,ci_97_5
2,Y_t3,3.6841990140810976,,3.6841990140810976,3.6841990140810976
3,Y_t3,2.91849863779383,,2.91849863779383,2.91849863779383
4,Y_t2,1.944240588598414,,1.944240588598414,1.944240588598414
4,Y_t3,-0.30537170130280833,,-0.30537170130280833,-0.30537170130280833
5,Y_t2,1.3921355115350929,,1.3921355115350929,1.3921355115350929
5,Y_t3,1.246541679845675,,1.246541679845675,1.246541679845675
6,Y_t2,-1.1337323423524182,,-1.1337323423524182,-1.1337323423524182
6,Y_t3,-2.2614629978265497,,-2.2614629978265497,-2.2614629978265497
8,Y_t3,4.3638153108031785,,4.3638153108031785,4.3638153108031785
9,Y_t3,-0.1926215392369075,,-0.1926215392369075,-0.1926215392369075
10,Y_t3,-2.9328830531307264,,-2.9328830531307264,-2.9328830531307264
11,Y_t3,-0.7333768357166384,,-0.7333768357166384,-0.7333768357166384
13,Y_t2,0.2620242890326998,,0.2620242890326998,0.2620242890326998
13,Y_t3,-1.3539783869384363,,-1.3539783869384363,-1.3539783869384363
14,Y_t2,-0.5495906641268451,,-0.5495906641268451,-0.5495906641268451
14,Y_t3,-1.9588287902760415,,-1.9588287902760415,-1.9588287902760415
15,Y_t2,1.4614343347588319,,1.4614343347588319,1.4614343347588319
15,Y_t3,3.2655332169468334,,3.2655332169468334,3.2655332169468334
16,Y_t2,-1.321732554950945,,-1.321732554950945,-1.321732554950945
16,Y_t3,2.7217560440836825,,2.7217560440836825,2.7217560440836825
17,Y_t2,-2.516573508273556,,-2.516573508273556,-2.516573508273556
17,Y_t3,1.1946604784070858,,1.1946604784070858,1.1946604784070858
18,Y_t2,2.04685511687735,,2.04685511687735,2.04685511687735
18,Y_t3,-2.727009834270803,,-2.727009834270803,-2.727009834270803
19,Y_t2,2.7500957462158953,,2.7500957462158953,2.7500957462158953
19,Y_t3,2.583510710416653,,2.583510710416653,2.583510710416653
20,Y_t3,-3.7114503456827594,,-3.7114503456827594,-3.7114503456827594
21,Y_t2,0.37846154245549335,,0.37846154245549335,0.37846154245549335
21,Y_t3,-1.679381012397883,,-1.679381012397883,-1.679381012397883
22,Y_t2,-0.25136847206705704,,-0.25136847206705704,-0.25136847206705704
22,Y_t3,-1.4687220825987182,,-1.4687220825987182,-1.4687220825987182
24,Y_t2,0.32065631420636875,,0.32065631420636875,0.32065631420636875
24,Y_t3,0.8156452692164154,,0.8156452692164154,0.8156452692164154
27,Y_t2,0.6547564021272327,,0.6547564021272327,0.6547564021272327
27,Y_t3,0.989092171068991,,0.989092171068991,0.989092171068991
29,Y_t2,4.662564105845851,,4.662564105845851,4.662564105845851
29,Y_t3,-5.495093477697271,,-5.495093477697271,-5.495093477697271
35,Y_t2,-0.6495190462078564,,-0.6495190462078564,-0.6495190462078564
35,Y_t3,2.4106693389044525,,2.4106693389044525,2.4106693389044525
36,Y_t2,6.363579805844775,,6.363579805844775,6.363579805844775
36,Y_t3,4.718308991129397,,4.718308991129397,4.718308991129397
38,Y_t3,-3.8508487865538266,,-3.8508487865538266,-3.8508487865538266
44,Y_t3,-0.05180683217759663,,-0.05180683217759663,-0.05180683217759663
45,Y_t2,-0.27739951983899647,,-0.27739951983899647,-0.27739951983899647
45,Y_t3,1.746542154211513,,1.746542154211513,1.746542154211513
46,Y_t2,0.6847734341379853,,0.6847734341379853,0.6847734341379853
46,Y_t3,3.807335551745866,,3.807335551745866,3.807335551745866
48,Y_t3,-2.0075626184786604,,-2.0075626184786604,-2.0075626184786604
49,Y_t2,4.637302815746486,,4.637302815746486,4.637302815746486
49,Y_t3,1.4219776298334312,,1.4219776298334312,1.4219776298334312
50,Y_t2,3.967368293093125,,3.967368293093125,3.967368293093125
50,Y_t3,0.36039750605201676,,0.36039750605201676,0.36039750605201676
52,Y_t2,1.0990632753475162,,1.0990632753475162,1.0990632753475162
52,Y_t3,2.559440090656376,,2.559440090656376,2.559440090656376
53,Y_t2,-2.600984940061747,,-2.600984940061747,-2.600984940061747
53,Y_t3,0.31025109591465166,,0.31025109591465166,0.31025109591465166
54,Y_t2,-1.940042948402607,,-1.940042948402607,-1.940042948402607
54,Y_t3,0.41272089189063377,,0.41272089189063377,0.41272089189063377
56,Y_t2,-0.6863425481194687,,-0.6863425481194687,-0.6863425481194687
56,Y_t3,8.55728892520191,,8.55728892520191,8.55728892520191
57,Y_t2,1.0600322552220005,,1.0600322552220005,1.0600322552220005
57,Y_t3,4.427332352017223,,4.427332352017223,4.427332352017223
