Model,Z_prior,mu_prior_sd,tau_halfcauchy_scale,sigma_y_used,sigma_c_used,mu_mean,mu_sd,mu_2.5%,mu_97.5%,tau_mean,tau_sd,tau_2.5%,tau_97.5%,phi_mean,phi_sd,phi_2.5%,phi_97.5%,Z_mean,Z_sd,Z_2.5%,Z_97.5%,Rhat_mu,Rhat_tau,Rhat_phi,Rhat_Z_mean,tau_accept_rate,phi_accept_rate,z_accept_rate,Validation_RMSE,Validation_Bias,Validation_SE,Validation_Coverage
AR1_SampledZ_Beta1_1_muSD10_HC2p5_sigY1p36_sigC1p19,"Beta(1,1)",10.0,2.5,1.3580511528512091,1.1882947587448078,0.4375196459429781,0.04040923625273727,0.3616243780889693,0.5188000870429106,0.8211276903799253,0.03726067559046356,0.7613094479565802,0.9126833433406564,0.9396509622096533,0.035371203908106455,0.8546354591558749,0.9888388716115588,0.9984648295280952,0.0008950319930979949,0.9948130516750796,0.9992314868586772,0.999344442078264,1.1938617812516,1.245909567137062,1.1218906891195597,0.20850000000000002,0.7525,0.007333333333333333,1.642330416049186,0.04977780618337034,1.6433515156366605,0.9460043196544277
AR1_SampledZ_Beta1_1_muSD5_HC2p5_sigY1p36_sigC1p19,"Beta(1,1)",5.0,2.5,1.3580511528512091,1.1882947587448078,0.43749530740718795,0.04040816715682373,0.3616028697083141,0.5187711143043048,0.8211276903799253,0.03726067559046356,0.7613094479565802,0.9126833433406564,0.9396509622096533,0.035371203908106455,0.8546354591558749,0.9888388716115588,0.9984648295280952,0.0008950319930979949,0.9948130516750796,0.9992314868586772,0.9993443487474972,1.1938617812516,1.245909567137062,1.1218906891195597,0.20850000000000002,0.7525,0.007333333333333333,1.6423309560334791,0.04975946791846766,1.6433526130267402,0.9460043196544277
AR1_SampledZ_Beta1_1_muSD10_HC5p0_sigY1p36_sigC0p849,"Beta(1,1)",10.0,5.0,1.3580511528512091,0.8487819705320057,0.4390027497134973,0.041025032874059536,0.359137001184716,0.5169204421332447,0.8109120260459372,0.041994125167347844,0.7210596399601762,0.8777292485760916,0.9402595039349769,0.042236253043442765,0.8412024124610665,0.9897678567119989,0.9980398484353048,0.0003746866049356161,0.9975910927045143,0.9989469150992744,0.9992861547914167,1.197259343865715,0.999392333461358,2.4001859251233135,0.1845,0.729,0.0038333333333333336,1.6450689701575971,0.05229222869898607,1.6460161629651167,0.9481641468682506
AR1_SampledZ_Beta1_1_muSD5_HC5p0_sigY1p36_sigC0p849,"Beta(1,1)",5.0,5.0,1.3580511528512091,0.8487819705320057,0.43897874936050846,0.041023908084869116,0.359115321000686,0.5168953269426076,0.8109120260459372,0.041994125167347844,0.7210596399601762,0.8777292485760916,0.9402595039349769,0.042236253043442765,0.8412024124610665,0.9897678567119989,0.9980398484353048,0.0003746866049356161,0.9975910927045143,0.9989469150992744,0.999286136200242,1.197259343865715,0.999392333461358,2.4001859251233135,0.1845,0.729,0.0038333333333333336,1.6450694562412123,0.052274121858073834,1.6460172262011434,0.9481641468682506
AR1_SampledZ_Beta1_1_muSD5_HC1p0_sigY1p36_sigC1p02,"Beta(1,1)",5.0,1.0,1.3580511528512091,1.0185383646384067,0.4716644261822033,0.05561305008042986,0.36223298177566754,0.5668423928000786,0.7962918141444418,0.026113410936926398,0.7486816605208367,0.842474479198995,0.902681114055976,0.0766957322742778,0.7310901924644025,0.987660671538129,0.8326712325823451,0.16543521803463315,0.6663872293867671,0.9981654349282708,1.7560201758534746,1.0121730896453354,1.3157109547098698,265.5741425373735,0.20450000000000002,0.694,0.007666666666666667,1.6850697779756751,0.12556552990531084,1.6822025279199924,0.9330453563714903
AR1_SampledZ_Beta1_1_muSD10_HC1p0_sigY1p36_sigC1p02,"Beta(1,1)",10.0,1.0,1.3580511528512091,1.0185383646384067,0.4716852021569933,0.0556119194307211,0.36225263764412535,0.5668626228022543,0.7962918141444418,0.026113410936926398,0.7486816605208367,0.842474479198995,0.902681114055976,0.0766957322742778,0.7310901924644025,0.987660671538129,0.8326712325823451,0.16543521803463315,0.6663872293867671,0.9981654349282708,1.7559160916849101,1.0121730896453354,1.3157109547098698,265.5741425373735,0.20450000000000002,0.694,0.007666666666666667,1.6850701088173456,0.12557960736685034,1.6822018069179236,0.9330453563714903
AR1_SampledZ_Beta1_1_muSD5_HC2p5_sigY1p36_sigC1p02,"Beta(1,1)",5.0,2.5,1.3580511528512091,1.0185383646384067,0.47548645337856055,0.04901713147640831,0.3793212237824973,0.559064141730967,0.8173683280956704,0.04287599144317422,0.7457446894814218,0.9097559830963636,0.8563530485890526,0.13016081070006325,0.5780416016828527,0.9854423542261271,0.8322063942521001,0.16645693523037214,0.6647510332118735,0.999103041322138,1.409656189327158,1.000987437247538,1.4291931402096032,293.2091006773741,0.1825,0.644,0.008166666666666666,1.6884356799234732,0.13318741934300318,1.684995061132371,0.937365010799136
AR1_SampledZ_Beta1_1_muSD10_HC2p5_sigY1p36_sigC1p02,"Beta(1,1)",10.0,2.5,1.3580511528512091,1.0185383646384067,0.4755076924420039,0.049015988756261356,0.379344069956378,0.5590829673307612,0.8173683280956704,0.04287599144317422,0.7457446894814218,0.9097559830963636,0.8563530485890526,0.13016081070006325,0.5780416016828527,0.9854423542261271,0.8322063942521001,0.16645693523037214,0.6647510332118735,0.999103041322138,1.4095538015157345,1.000987437247538,1.4291931402096032,293.2091006773741,0.1825,0.644,0.008166666666666666,1.6884361157222485,0.13320198386669357,1.684994344984502,0.937365010799136
AR1_SampledZ_Beta1_1_muSD10_HC1p0_sigY1p36_sigC1p19,"Beta(1,1)",10.0,1.0,1.3580511528512091,1.1882947587448078,0.3665809128939219,0.08451853139282275,0.2544271045571579,0.5202344450230274,0.4504453283420788,0.36392620132976117,0.07934896064893249,0.8508308679340763,0.8703018044685513,0.08276708927721017,0.6945232663976197,0.9755018557722264,0.9971523185559505,0.0020234870863634615,0.9920897575050468,0.9992805186329253,3.1270362800702265,29.941827783821058,2.1415667325234784,1.4975709214781723,0.1805,0.65,0.009000000000000001,1.6888529689030018,0.05761886649550392,1.6896954981809214,0.9244060475161987
AR1_SampledZ_Beta1_1_muSD5_HC1p0_sigY1p36_sigC1p19,"Beta(1,1)",5.0,1.0,1.3580511528512091,1.1882947587448078,0.3665656918626555,0.08450978628162048,0.25442342562985737,0.5202090300531494,0.4504453283420788,0.36392620132976117,0.07934896064893249,0.8508308679340763,0.8703018044685513,0.08276708927721017,0.6945232663976197,0.9755018557722264,0.9971523185559505,0.0020234870863634615,0.9920897575050468,0.9992805186329253,3.126779362558586,29.941827783821058,2.1415667325234784,1.4975709214781723,0.1805,0.65,0.009000000000000001,1.6888531824119963,0.05760663779147672,1.6896961299041289,0.9244060475161987
