ID,timepoint,is_original_missing,is_validation_holdout,posterior_mean,posterior_se,ci_2_5,ci_97_5
163,Y_t3,True,False,0.36023734703440247,1.4137167930603027,-2.4753477573394775,3.0335185527801514
164,Y_t1,False,True,0.33745168732654807,1.3743586540222168,-2.3487465381622314,2.826215982437134
164,Y_t2,True,False,0.2930339353719884,1.3989301919937134,-2.4583287239074707,3.100071907043457
164,Y_t3,True,False,0.35984407027428744,1.4384950399398804,-2.345349073410034,3.293766975402832
165,Y_t2,True,False,0.37020042844911755,1.3828321695327759,-2.3298466205596924,2.965435028076172
165,Y_t3,True,False,0.36718496164200376,1.4227352142333984,-2.414414167404175,3.225651979446411
166,Y_t1,False,True,0.35062657454777824,1.4243556261062622,-2.4676032066345215,3.0259523391723633
167,Y_t2,True,False,0.2815628186603091,1.3993271589279175,-2.5267651081085205,2.946153163909912
167,Y_t3,True,False,0.3193820915144327,1.4538981914520264,-2.5510501861572266,3.2826902866363525
168,Y_t2,False,True,0.3582808807351876,1.3908705711364746,-2.4324283599853516,2.9770567417144775
170,Y_t3,True,False,0.3598110676008264,1.4051754474639893,-2.3649168014526367,3.119305372238159
171,Y_t3,False,True,0.33933440875222787,1.4102343320846558,-2.4664628505706787,3.2391250133514404
172,Y_t1,False,True,0.3590445904093297,1.4066463708877563,-2.5271027088165283,3.046922445297241
172,Y_t3,True,False,0.4255657705126604,1.4275929927825928,-2.3175079822540283,3.2979512214660645
173,Y_t2,True,False,0.34422088272918194,1.4559601545333862,-2.4763894081115723,3.2333984375
173,Y_t3,True,False,0.2526725451269413,1.4471542835235596,-2.415665626525879,3.1100971698760986
175,Y_t3,False,True,0.37627018589022887,1.4049254655838013,-2.269944906234741,3.1215407848358154
176,Y_t2,True,False,0.292538550026363,1.4377351999282837,-2.492093801498413,3.095834493637085
176,Y_t3,True,False,0.3436111186615583,1.4118382930755615,-2.5149385929107666,3.2003672122955322
177,Y_t3,True,False,0.3639220419994552,1.4233299493789673,-2.3577122688293457,3.040576219558716
178,Y_t2,True,False,0.32159313244681276,1.4328086376190186,-2.4535787105560303,3.1454830169677734
178,Y_t3,True,False,0.4355282821756309,1.474188208580017,-2.4919729232788086,3.4196174144744873
179,Y_t2,True,False,0.42583198856420734,1.3810588121414185,-2.3254213333129883,3.1229171752929688
179,Y_t3,True,False,0.31297046899319525,1.4779521226882935,-2.5483362674713135,3.040311813354492
180,Y_t2,False,True,0.3743602762415722,1.4271999597549438,-2.4419820308685303,3.0824601650238037
180,Y_t3,True,False,0.3512601519939462,1.3859127759933472,-2.3076415061950684,3.052554130554199
182,Y_t2,True,False,0.349518124575246,1.4716334342956543,-2.534505844116211,3.172563314437866
182,Y_t3,True,False,0.3487186901530196,1.445290446281433,-2.4540374279022217,3.2569353580474854
183,Y_t1,False,True,0.3382361332038204,1.4050450325012207,-2.323760986328125,3.090986490249634
183,Y_t3,True,False,0.3848745512609294,1.3891006708145142,-2.41841459274292,3.1707205772399902
184,Y_t1,False,True,0.4050649904115281,1.3949978351593018,-2.4492087364196777,3.0404601097106934
185,Y_t2,True,False,0.4356739929437782,1.414379358291626,-2.410454750061035,3.314514398574829
185,Y_t3,True,False,0.38402131905551995,1.4223196506500244,-2.5967471599578857,2.982804775238037
187,Y_t1,False,True,0.40822280649822085,1.4398102760314941,-2.4200491905212402,3.2697463035583496
187,Y_t2,True,False,0.38698090892337944,1.3931269645690918,-2.345057964324951,3.0190300941467285
187,Y_t3,True,False,0.3609016168246792,1.388756513595581,-2.3934226036071777,3.1699459552764893
189,Y_t2,True,False,0.3454974071701672,1.4208118915557861,-2.6214263439178467,3.132575750350952
189,Y_t3,True,False,0.33107636822662717,1.4350018501281738,-2.472517490386963,3.1560134887695312
190,Y_t2,True,False,0.39731217110284234,1.395779013633728,-2.3229575157165527,3.0661094188690186
190,Y_t3,True,False,0.34288416438902103,1.424673318862915,-2.4925625324249268,3.076726198196411
191,Y_t2,True,False,0.35139951037869754,1.4212110042572021,-2.4960694313049316,3.2532496452331543
191,Y_t3,True,False,0.39366389640196736,1.4174089431762695,-2.405794143676758,3.2510621547698975
192,Y_t2,False,True,0.3914173565580916,1.4122896194458008,-2.228600263595581,3.1617958545684814
193,Y_t1,False,True,0.39543805019335704,1.417516827583313,-2.444213390350342,3.1227848529815674
193,Y_t3,True,False,0.43100848468925734,1.4736437797546387,-2.48134446144104,3.2921407222747803
194,Y_t1,False,True,0.3587242912141314,1.4493247270584106,-2.5492546558380127,3.1558544635772705
195,Y_t2,True,False,0.3008232447996563,1.4843792915344238,-2.6130311489105225,3.2767250537872314
195,Y_t3,True,False,0.340217561791189,1.4639618396759033,-2.5459210872650146,3.1251471042633057
196,Y_t3,True,False,0.3315063903204238,1.429449200630188,-2.420870304107666,3.186635971069336
197,Y_t3,True,False,0.3316706845034898,1.4336466789245605,-2.5251073837280273,3.1944990158081055
198,Y_t1,False,True,0.2873699482485521,1.419730305671692,-2.5124895572662354,3.0647099018096924
198,Y_t2,True,False,0.3632884036033137,1.399000883102417,-2.4115171432495117,3.2862188816070557
198,Y_t3,True,False,0.3754606203599792,1.43927800655365,-2.458287239074707,3.1873397827148438
199,Y_t2,True,False,0.44816696136627676,1.348390817642212,-2.2516300678253174,3.1197314262390137
199,Y_t3,True,False,0.368888907940551,1.4532458782196045,-2.4689297676086426,3.182102918624878
