mu_chain_1,tau_chain_1,mu_chain_2,tau_chain_2
0.29262169151373546,0.5564674613789956,0.3363938767387666,0.5611830119538789
0.304125424266835,0.5564674613789956,0.35784709173428614,0.5611830119538789
0.29783711054187695,0.5564674613789956,0.35637555010721317,0.5611830119538789
0.3212795027825788,0.5564674613789956,0.3621741870736094,0.5611830119538789
0.3210585822498233,0.5564674613789956,0.34606564598906764,0.5611830119538789
0.3247274476068658,0.5564674613789956,0.3517460242167404,0.5611830119538789
0.3221997561890742,0.5564674613789956,0.34542427959324873,0.5611830119538789
0.3153165119250434,0.5564674613789956,0.33677224807249095,0.5611830119538789
0.3132385831930647,0.5564674613789956,0.334248585609768,0.5479186171211659
0.32588194998420356,0.5564674613789956,0.3247086905471616,0.5479186171211659
0.33068552615417074,0.5564674613789956,0.32176055479244475,0.5479186171211659
0.35003138382291565,0.5576795196091883,0.3161223700565697,0.5424164350445199
0.34549213412515994,0.5576795196091883,0.31667328483803486,0.5424164350445199
0.3551835530040415,0.5576795196091883,0.31587835964912875,0.5424164350445199
0.3665388982093685,0.5576795196091883,0.3163586376094585,0.5424164350445199
0.3972249698745422,0.5576795196091883,0.3102569377108432,0.5424164350445199
0.4059123556543792,0.5576795196091883,0.3208670991584967,0.5424164350445199
0.41106803140472514,0.5576795196091883,0.36285582763908103,0.5424164350445199
0.4207561551650026,0.5576795196091883,0.3788706971620731,0.5424164350445199
0.42114847504760566,0.5576795196091883,0.3746010439927953,0.5424164350445199
0.4050794740475251,0.5576795196091883,0.37282527307370633,0.5459272591532613
0.41812923261231705,0.5576795196091883,0.4045112843727788,0.5459272591532613
0.41713964526450714,0.5576795196091883,0.41022522320484167,0.5459272591532613
0.4377553768325212,0.5576795196091883,0.38619832955118555,0.5459272591532613
0.4483981356937295,0.5576795196091883,0.40278996781327797,0.5459272591532613
0.4432591549984436,0.5577858819105505,0.396896872287785,0.5459272591532613
0.45063033541557307,0.5577858819105505,0.3860810068477639,0.5459272591532613
0.4376742944770584,0.5577858819105505,0.3925232070407484,0.5459272591532613
0.43587645065301905,0.5577858819105505,0.4133900276508602,0.5459272591532613
0.4148554625076861,0.5577858819105505,0.41067828045483656,0.5459272591532613
0.42105667495252364,0.5577858819105505,0.4228170262423676,0.5459272591532613
0.4171316340494879,0.5577858819105505,0.4243663466085317,0.5421645348581077
0.4325511582022205,0.5577858819105505,0.40504563078223094,0.5461935453760989
0.43011768451062155,0.5577858819105505,0.3990181604895548,0.5461935453760989
0.4262385694017973,0.5613892311241799,0.39954990587440614,0.5461935453760989
0.4131908663887099,0.5613892311241799,0.41247716661605194,0.5366803544189646
0.42770245373020965,0.5613892311241799,0.40749377843143475,0.5366803544189646
0.4192943432217526,0.5613892311241799,0.383918447019737,0.5366803544189646
0.39146079327804595,0.5613892311241799,0.3779829535856872,0.5599975855608946
0.381591420818172,0.5534422795806672,0.3783471371508164,0.5614514674633372
0.38963239561093516,0.5534422795806672,0.38681021133111154,0.5614514674633372
0.3751448242183694,0.5534422795806672,0.39164507860751174,0.5614514674633372
0.3590070446749772,0.5514538893913113,0.3892600435186241,0.5614514674633372
0.3611837568723208,0.5514538893913113,0.3995857671398299,0.5661728983736641
0.3601803250074109,0.5514538893913113,0.39350036019934537,0.5661728983736641
0.3777879474124926,0.5514538893913113,0.40595020393322767,0.5661728983736641
0.3654210014471844,0.5514538893913113,0.4191550251897249,0.5661728983736641
0.36834280747163267,0.5514538893913113,0.3961343848205765,0.549650855036639
0.3814931177848356,0.5514538893913113,0.38252199864965464,0.549650855036639
0.3788429942864241,0.542064846918753,0.36965060611285033,0.549650855036639
0.38042312246641347,0.542064846918753,0.3874885280620064,0.549650855036639
0.38700899472307076,0.542064846918753,0.40259088721765096,0.549650855036639
0.39716995859355836,0.542064846918753,0.397342086950919,0.549650855036639
0.3843355279818611,0.5431411458574383,0.3900055753998896,0.5498806292012938
0.40092347405467377,0.5431411458574383,0.3841719783551355,0.5498806292012938
0.39819880057490187,0.5431411458574383,0.3855543134272898,0.5506999559713015
0.41004968147677223,0.5431411458574383,0.40146382550786897,0.5471707762815874
0.42152216209707793,0.5431411458574383,0.4060266120374156,0.5471707762815874
0.42698864463217034,0.5431411458574383,0.39069242188742015,0.5411791205502023
0.40281294674601237,0.5431411458574383,0.38346625332487133,0.5411791205502023
0.3911458501287698,0.5431411458574383,0.38560986531654834,0.5411791205502023
0.3932397168684602,0.5431411458574383,0.37832626710831263,0.5411791205502023
0.37349684774101183,0.5431411458574383,0.35554393349210806,0.5463376139243844
0.37069697143120445,0.5431411458574383,0.376852017951981,0.5323978988206375
0.3658091669191384,0.5431411458574383,0.37934666718669113,0.5323978988206375
0.36813879913921604,0.5431411458574383,0.38311568681794694,0.537116771467426
0.36270872986286146,0.5415602077909935,0.39670764064944297,0.537116771467426
0.3669710056227755,0.5415602077909935,0.39599982469782846,0.537116771467426
0.38061312183048907,0.5415602077909935,0.39144907465711004,0.537116771467426
0.39635749099785356,0.5415602077909935,0.3677796944147144,0.537116771467426
0.3991247273196422,0.5415602077909935,0.38379514145205634,0.537116771467426
