Rank_by_RMSE,Model,Z,mu_prior_sd,tau_halfcauchy_scale,sigma_y_used,sigma_c_used,Validation_RMSE,Validation_Bias,Validation_SE,Validation_Coverage,Rhat_mu,Rhat_tau,tau_accept_rate,Method_Type
14,Ind_FixedZ0p9_muSD5_HC2p5_sigY1p36_sigC1p19,0.9,5.0,2.5,1.3580511528512091,1.1882947587448078,1.771907801446202,0.1198065056557246,1.769765064792784,0.8898488120950324,1.3880881298296786,4.575721285876681,0.179,Bayesian independent fixed Z
15,Ind_FixedZ0p9_muSD10_HC2p5_sigY1p36_sigC1p19,0.9,10.0,2.5,1.3580511528512091,1.1882947587448078,1.7719084174419184,0.1198156157311983,1.769765064792784,0.8898488120950324,1.3881093766783243,4.575721285876681,0.179,Bayesian independent fixed Z
16,Ind_FixedZ0p9_muSD5_HC1p0_sigY2p04_sigC1p02,0.9,5.0,1.0,2.0370767292768135,1.0185383646384067,1.772137376941733,0.14478021511858682,1.7681237958030709,0.9654427645788337,1.3661490637609577,2.1612785031975954,0.198,Bayesian independent fixed Z
17,Ind_FixedZ0p9_muSD10_HC1p0_sigY2p04_sigC1p02,0.9,10.0,1.0,2.0370767292768135,1.0185383646384067,1.7721385391699118,0.14479444031843008,1.7681237958030709,0.9654427645788337,1.3661814873847378,2.1612785031975954,0.198,Bayesian independent fixed Z
18,Ind_FixedZ0p7_muSD5_HC2p5_sigY1p7_sigC1p19,0.7,5.0,2.5,1.6975639410640113,1.1882947587448078,1.7722055739516671,0.08419292951557439,1.7721193196886564,0.9352051835853131,4.768327999583779,3.3626053467968453,0.1985,Bayesian independent fixed Z
19,Ind_FixedZ0p7_muSD10_HC2p5_sigY1p7_sigC1p19,0.7,10.0,2.5,1.6975639410640113,1.1882947587448078,1.7722058593948478,0.08419893769214784,1.7721193196886564,0.9352051835853131,4.768465216252908,3.3626053467968453,0.1985,Bayesian independent fixed Z
20,Ind_FixedZ0p9_muSD5_HC5p0_sigY1p7_sigC1p36,0.9,5.0,5.0,1.6975639410640113,1.3580511528512091,1.772847897084814,0.12521442068746952,1.770333326385485,0.9352051835853131,1.1195451926451263,1.0259175129425708,0.217,Bayesian independent fixed Z
21,Ind_FixedZ0p9_muSD10_HC5p0_sigY1p7_sigC1p36,0.9,10.0,5.0,1.6975639410640113,1.3580511528512091,1.7728488847384207,0.12522840360043397,1.770333326385485,0.9352051835853131,1.119549514501811,1.0259175129425708,0.217,Bayesian independent fixed Z
22,Ind_FixedZ0p5_muSD5_HC1p0_sigY2p04_sigC1p36,0.5,5.0,1.0,2.0370767292768135,1.3580511528512091,1.7730872739874648,0.08066143800580833,1.7731674979996173,0.9632829373650108,4.856108612033366,6.404008478181748,0.2095,Bayesian independent fixed Z
23,Ind_FixedZ0p5_muSD10_HC1p0_sigY2p04_sigC1p36,0.5,10.0,1.0,2.0370767292768135,1.3580511528512091,1.773087554357746,0.08066760082708632,1.7731674979996173,0.9632829373650108,4.856239878370894,6.404008478181748,0.2095,Bayesian independent fixed Z
24,Ind_FixedZ0p9_muSD5_HC5p0_sigY1p36_sigC1p36,0.9,5.0,5.0,1.3580511528512091,1.3580511528512091,1.7733072676618342,0.11448357459110999,1.7715220409511518,0.9028077753779697,1.00438023365441,1.0840985487510637,0.216,Bayesian independent fixed Z
25,Ind_FixedZ0p9_muSD10_HC5p0_sigY1p36_sigC1p36,0.9,10.0,5.0,1.3580511528512091,1.3580511528512091,1.7733079600861108,0.11449429948098176,1.7715220409511518,0.9028077753779697,1.0043801016511151,1.0840985487510637,0.216,Bayesian independent fixed Z
26,Ind_FixedZ0p7_muSD5_HC2p5_sigY1p7_sigC0p849,0.7,5.0,2.5,1.6975639410640113,0.8487819705320057,1.7733521823875364,0.09590517060210707,1.7726723135074738,0.9308855291576674,5.866990483001462,8.383220346689068,0.20500000000000002,Bayesian independent fixed Z
27,Ind_FixedZ0p7_muSD10_HC2p5_sigY1p7_sigC0p849,0.7,10.0,2.5,1.6975639410640113,0.8487819705320057,1.7733523924221783,0.09590905420784922,1.7726723135074738,0.9308855291576674,5.867085160983429,8.383220346689068,0.20500000000000002,Bayesian independent fixed Z
