Rank_by_RMSE,Model,Z,mu_prior_sd,tau_halfcauchy_scale,sigma_y_used,sigma_c_used,Validation_RMSE,Validation_Bias,Validation_SE,Validation_Coverage,Rhat_mu,Rhat_tau,tau_accept_rate,Method_Type
14,Ind_FixedZ0p9_muSD5_HC1p0_sigY2p04_sigC1p02,0.9,5.0,1.0,2.0370767292768135,1.0185383646384067,1.772137376941733,0.14478021511858682,1.7681237958030709,0.9654427645788337,1.3661490637609577,2.1612785031975954,0.198,Bayesian independent fixed Z
15,Ind_FixedZ0p9_muSD10_HC1p0_sigY2p04_sigC1p02,0.9,10.0,1.0,2.0370767292768135,1.0185383646384067,1.7721385391699118,0.14479444031843008,1.7681237958030709,0.9654427645788337,1.3661814873847378,2.1612785031975954,0.198,Bayesian independent fixed Z
16,Ind_FixedZ0p9_muSD5_HC5p0_sigY1p7_sigC1p36,0.9,5.0,5.0,1.6975639410640113,1.3580511528512091,1.772847897084814,0.12521442068746952,1.770333326385485,0.9352051835853131,1.1195451926451263,1.0259175129425708,0.217,Bayesian independent fixed Z
17,Ind_FixedZ0p9_muSD10_HC5p0_sigY1p7_sigC1p36,0.9,10.0,5.0,1.6975639410640113,1.3580511528512091,1.7728488847384207,0.12522840360043397,1.770333326385485,0.9352051835853131,1.119549514501811,1.0259175129425708,0.217,Bayesian independent fixed Z
18,Ind_FixedZ0p9_muSD5_HC5p0_sigY1p36_sigC1p36,0.9,5.0,5.0,1.3580511528512091,1.3580511528512091,1.7733072676618342,0.11448357459110999,1.7715220409511518,0.9028077753779697,1.00438023365441,1.0840985487510637,0.216,Bayesian independent fixed Z
19,Ind_FixedZ0p9_muSD10_HC5p0_sigY1p36_sigC1p36,0.9,10.0,5.0,1.3580511528512091,1.3580511528512091,1.7733079600861108,0.11449429948098176,1.7715220409511518,0.9028077753779697,1.0043801016511151,1.0840985487510637,0.216,Bayesian independent fixed Z
20,Ind_FixedZ0p9_muSD5_HC1p0_sigY1p36_sigC0p849,0.9,5.0,1.0,1.3580511528512091,0.8487819705320057,1.7739690678510598,0.15430148628769128,1.7691572529791035,0.8855291576673866,1.001637042913182,1.0566018516804854,0.20600000000000002,Bayesian independent fixed Z
21,Ind_FixedZ0p9_muSD10_HC1p0_sigY1p36_sigC0p849,0.9,10.0,1.0,1.3580511528512091,0.8487819705320057,1.7739698148667196,0.1543100743195181,1.7691572529791035,0.8855291576673866,1.0016371930094736,1.0566018516804854,0.20600000000000002,Bayesian independent fixed Z
22,Ind_FixedZ0p9_muSD5_HC5p0_sigY2p04_sigC1p36,0.9,5.0,5.0,2.0370767292768135,1.3580511528512091,1.774155437739854,0.14864586125203397,1.7698296940134772,0.9632829373650108,1.1710470959934556,1.0335494909764673,0.22,Bayesian independent fixed Z
23,Ind_FixedZ0p9_muSD10_HC5p0_sigY2p04_sigC1p36,0.9,10.0,5.0,2.0370767292768135,1.3580511528512091,1.774157052640632,0.14866513458091132,1.7698296940134775,0.9632829373650108,1.1710544044873883,1.0335494909764673,0.22,Bayesian independent fixed Z
24,Ind_FixedZ0p9_muSD5_HC5p0_sigY1p36_sigC1p02,0.9,5.0,5.0,1.3580511528512091,1.0185383646384067,1.7742862486833182,0.13560330043410976,1.7710103576891127,0.8876889848812095,1.014246360780398,3.42445717169394,0.2015,Bayesian independent fixed Z
25,Ind_FixedZ0p9_muSD10_HC5p0_sigY1p36_sigC1p02,0.9,10.0,5.0,1.3580511528512091,1.0185383646384067,1.7742869519842994,0.135612502386903,1.7710103576891127,0.8876889848812095,1.014244388904828,3.42445717169394,0.2015,Bayesian independent fixed Z
26,Ind_FixedZ0p9_muSD5_HC5p0_sigY1p7_sigC1p02,0.9,5.0,5.0,1.6975639410640113,1.0185383646384067,1.7746758517565813,0.14761311522091713,1.7704391058230537,0.9352051835853131,1.2342406125697183,1.0377744549090184,0.21050000000000002,Bayesian independent fixed Z
27,Ind_FixedZ0p9_muSD10_HC5p0_sigY1p7_sigC1p02,0.9,10.0,5.0,1.6975639410640113,1.0185383646384067,1.7746769032632939,0.14762575640271003,1.7704391058230537,0.9352051835853131,1.234244694580599,1.0377744549090184,0.21050000000000002,Bayesian independent fixed Z
28,Ind_FixedZ0p9_muSD5_HC1p0_sigY1p36_sigC1p19,0.9,5.0,1.0,1.3580511528512091,1.1882947587448078,1.7748483223427634,0.13097862053012632,1.7719233630667948,0.8941684665226782,0.9994011608568785,1.626883186141627,0.1925,Bayesian independent fixed Z
29,Ind_FixedZ0p9_muSD10_HC1p0_sigY1p36_sigC1p19,0.9,10.0,1.0,1.3580511528512091,1.1882947587448078,1.7748490605910092,0.13098862391002275,1.7719233630667948,0.8941684665226782,0.9994012235954186,1.626883186141627,0.1925,Bayesian independent fixed Z
30,Ind_FixedZ0p9_muSD5_HC1p0_sigY1p36_sigC1p36,0.9,5.0,1.0,1.3580511528512091,1.3580511528512091,1.7750501192779535,0.12029287178285192,1.7728849792194739,0.896328293736501,1.0379835482218154,1.0614122120864824,0.195,Bayesian independent fixed Z
31,Ind_FixedZ0p9_muSD10_HC1p0_sigY1p36_sigC1p36,0.9,10.0,1.0,1.3580511528512091,1.3580511528512091,1.7750508452519256,0.12030358383133839,1.772884979219474,0.896328293736501,1.0379839219113414,1.0614122120864824,0.195,Bayesian independent fixed Z
32,Ind_FixedZ0p9_muSD5_HC2p5_sigY2p04_sigC0p849,0.9,5.0,2.5,2.0370767292768135,0.8487819705320057,1.775078541470521,0.16513790132646114,1.7692920654820539,0.9654427645788337,1.2124269470423519,1.237215563077805,0.199,Bayesian independent fixed Z
33,Ind_FixedZ0p9_muSD10_HC2p5_sigY2p04_sigC0p849,0.9,10.0,2.5,2.0370767292768135,0.8487819705320057,1.775079786522821,0.16515128394081702,1.769292065482054,0.9654427645788337,1.2124310490555985,1.237215563077805,0.199,Bayesian independent fixed Z
34,Ind_FixedZ0p9_muSD5_HC5p0_sigY1p36_sigC1p19,0.9,5.0,5.0,1.3580511528512091,1.1882947587448078,1.7751610079919817,0.13034976126372624,1.7722837071749131,0.896328293736501,1.0051059224310224,1.2274322278736485,0.21200000000000002,Bayesian independent fixed Z
35,Ind_FixedZ0p9_muSD10_HC5p0_sigY1p36_sigC1p19,0.9,10.0,5.0,1.3580511528512091,1.1882947587448078,1.7751617563423323,0.13035995223532637,1.7722837071749131,0.896328293736501,1.0051069278005866,1.2274322278736485,0.21200000000000002,Bayesian independent fixed Z
36,Ind_FixedZ0p9_muSD5_HC2p5_sigY1p7_sigC1p36,0.9,5.0,2.5,1.6975639410640113,1.3580511528512091,1.7754374451415882,0.12909649228046244,1.7726531077097178,0.9352051835853131,1.000160006838183,1.4182998774115996,0.21000000000000002,Bayesian independent fixed Z
37,Ind_FixedZ0p9_muSD10_HC2p5_sigY1p7_sigC1p36,0.9,10.0,2.5,1.6975639410640113,1.3580511528512091,1.7754384900913194,0.1291108624631322,1.772653107709718,0.9352051835853131,1.00016014882325,1.4182998774115996,0.21000000000000002,Bayesian independent fixed Z
38,Ind_FixedZ0p9_muSD5_HC2p5_sigY1p36_sigC1p36,0.9,5.0,2.5,1.3580511528512091,1.3580511528512091,1.7755008904237326,0.1180590547847557,1.7734877182504052,0.896328293736501,0.9995964583988511,1.0397167646297292,0.1985,Bayesian independent fixed Z
39,Ind_FixedZ0p9_muSD10_HC2p5_sigY1p36_sigC1p36,0.9,10.0,2.5,1.3580511528512091,1.3580511528512091,1.7755015995918706,0.11806971954948196,1.7734877182504052,0.896328293736501,0.9995965203764899,1.0397167646297292,0.1985,Bayesian independent fixed Z
40,Ind_FixedZ0p9_muSD5_HC1p0_sigY1p7_sigC1p36,0.9,5.0,1.0,1.6975639410640113,1.3580511528512091,1.7755501596808974,0.13146585181628118,1.7725917331348395,0.9352051835853131,1.0103360224556477,1.0158780680025,0.20700000000000002,Bayesian independent fixed Z
41,Ind_FixedZ0p9_muSD10_HC1p0_sigY1p7_sigC1p36,0.9,10.0,1.0,1.6975639410640113,1.3580511528512091,1.7755512189651217,0.13148015751225997,1.7725917331348398,0.9352051835853131,1.0103371518941262,1.0158780680025,0.20700000000000002,Bayesian independent fixed Z
42,Ind_FixedZ0p9_muSD5_HC1p0_sigY1p7_sigC0p849,0.9,5.0,1.0,1.6975639410640113,0.8487819705320057,1.775774696432178,0.16719852654609355,1.7697981253479036,0.9352051835853131,1.1147229439164408,3.5316408510801356,0.2135,Bayesian independent fixed Z
43,Ind_FixedZ0p9_muSD10_HC1p0_sigY1p7_sigC0p849,0.9,10.0,1.0,1.6975639410640113,0.8487819705320057,1.7757757416800777,0.16720962750338741,1.7697981253479036,0.9352051835853131,1.114722493516486,3.5316408510801356,0.2135,Bayesian independent fixed Z
44,Ind_FixedZ0p9_muSD5_HC2p5_sigY1p7_sigC1p02,0.9,5.0,2.5,1.6975639410640113,1.0185383646384067,1.776062222841157,0.14851168435591636,1.7717565460680298,0.9330453563714903,1.13498734876829,1.3724272205786796,0.192,Bayesian independent fixed Z
45,Ind_FixedZ0p9_muSD10_HC2p5_sigY1p7_sigC1p02,0.9,10.0,2.5,1.6975639410640113,1.0185383646384067,1.7760632795404334,0.14852432096690354,1.7717565460680296,0.9330453563714903,1.1349928483956198,1.3724272205786796,0.192,Bayesian independent fixed Z
46,Ind_FixedZ0p9_muSD5_HC2p5_sigY2p04_sigC1p19,0.9,5.0,2.5,2.0370767292768135,1.1882947587448078,1.7762866153572552,0.14679311547810772,1.7721254765181464,0.9697624190064795,1.4141743603182388,1.0289667543423282,0.2215,Bayesian independent fixed Z
47,Ind_FixedZ0p9_muSD10_HC2p5_sigY2p04_sigC1p19,0.9,10.0,2.5,2.0370767292768135,1.1882947587448078,1.7762880675897976,0.1468106873368987,1.7721254765181464,0.9697624190064795,1.4142017213460871,1.0289667543423282,0.2215,Bayesian independent fixed Z
48,Ind_FixedZ0p9_muSD5_HC5p0_sigY2p04_sigC1p19,0.9,5.0,5.0,2.0370767292768135,1.1882947587448078,1.7765152993064177,0.13874464938471057,1.7730048074490983,0.9654427645788337,1.246240295952808,1.2020179647462481,0.219,Bayesian independent fixed Z
49,Ind_FixedZ0p9_muSD10_HC5p0_sigY2p04_sigC1p19,0.9,10.0,5.0,2.0370767292768135,1.1882947587448078,1.7765166418368774,0.1387618383652026,1.7730048074490983,0.9654427645788337,1.2462392732225716,1.2020179647462481,0.219,Bayesian independent fixed Z
50,Ind_FixedZ0p9_muSD5_HC1p0_sigY1p36_sigC1p02,0.9,5.0,1.0,1.3580511528512091,1.0185383646384067,1.776726470272427,0.12733985740944845,1.774074186661784,0.8984881209503239,1.0761639145490254,1.2316885974090948,0.1935,Bayesian independent fixed Z
51,Ind_FixedZ0p9_muSD10_HC1p0_sigY1p36_sigC1p02,0.9,10.0,1.0,1.3580511528512091,1.0185383646384067,1.7767271429598603,0.12734924282715335,1.774074186661784,0.8984881209503239,1.0761641128828445,1.2316885974090948,0.1935,Bayesian independent fixed Z
52,Ind_FixedZ0p9_muSD5_HC2p5_sigY2p04_sigC1p36,0.9,5.0,2.5,2.0370767292768135,1.3580511528512091,1.7769262603207874,0.14500864610885064,1.77291518609894,0.9676025917926566,1.0181847339182133,0.999913351176304,0.213,Bayesian independent fixed Z
53,Ind_FixedZ0p9_muSD10_HC2p5_sigY2p04_sigC1p36,0.9,10.0,2.5,2.0370767292768135,1.3580511528512091,1.7769278651537919,0.14502831030083735,1.77291518609894,0.9676025917926566,1.0181867903744604,0.999913351176304,0.213,Bayesian independent fixed Z
54,Ind_FixedZ0p9_muSD5_HC1p0_sigY1p7_sigC1p19,0.9,5.0,1.0,1.6975639410640113,1.1882947587448078,1.7770074411753884,0.13437790285451126,1.7738359305157259,0.9352051835853131,1.3550583436345873,1.0025884577781488,0.21300000000000002,Bayesian independent fixed Z
55,Ind_FixedZ0p9_muSD10_HC1p0_sigY1p7_sigC1p19,0.9,10.0,1.0,1.6975639410640113,1.1882947587448078,1.777008464145516,0.13439142988926325,1.7738359305157259,0.9352051835853131,1.3550686114282158,1.0025884577781488,0.21300000000000002,Bayesian independent fixed Z
56,Ind_FixedZ0p9_muSD5_HC2p5_sigY1p36_sigC0p849,0.9,5.0,2.5,1.3580511528512091,0.8487819705320057,1.777224680444906,0.14641643322914702,1.7730989906121548,0.8855291576673866,1.0429459956138099,1.3903211693815467,0.223,Bayesian independent fixed Z
57,Ind_FixedZ0p9_muSD10_HC2p5_sigY1p36_sigC0p849,0.9,10.0,2.5,1.3580511528512091,0.8487819705320057,1.7772253729409302,0.14642483861038033,1.7730989906121546,0.8855291576673866,1.0429459289510534,1.3903211693815467,0.223,Bayesian independent fixed Z
58,Ind_FixedZ0p9_muSD5_HC1p0_sigY2p04_sigC0p849,0.9,5.0,1.0,2.0370767292768135,0.8487819705320057,1.777346187079707,0.1533144988841053,1.7726366887821676,0.9654427645788337,1.2822004718794924,1.1478294405704557,0.2025,Bayesian independent fixed Z
59,Ind_FixedZ0p9_muSD10_HC1p0_sigY2p04_sigC0p849,0.9,10.0,1.0,2.0370767292768135,0.8487819705320057,1.7773473052001916,0.15332746050103171,1.7726366887821676,0.9654427645788337,1.28221531350333,1.1478294405704557,0.2025,Bayesian independent fixed Z
60,Ind_FixedZ0p9_muSD5_HC5p0_sigY1p7_sigC0p849,0.9,5.0,5.0,1.6975639410640113,0.8487819705320057,1.7776412720671513,0.1539569437909088,1.7728774047302294,0.9308855291576674,1.0036954402396745,1.2932331112040685,0.21350000000000002,Bayesian independent fixed Z
61,Ind_FixedZ0p9_muSD10_HC5p0_sigY1p7_sigC0p849,0.9,10.0,5.0,1.6975639410640113,0.8487819705320057,1.7776422195654198,0.15396788355494936,1.7728774047302291,0.9308855291576674,1.0036959691415295,1.2932331112040685,0.21350000000000002,Bayesian independent fixed Z
62,Ind_FixedZ0p9_muSD5_HC1p0_sigY2p04_sigC1p36,0.9,5.0,1.0,2.0370767292768135,1.3580511528512091,1.7781240823265316,0.13513666425185125,1.7748992555396488,0.9676025917926566,1.2789085140592298,1.0181090714672563,0.211,Bayesian independent fixed Z
63,Ind_FixedZ0p9_muSD10_HC1p0_sigY2p04_sigC1p36,0.9,10.0,1.0,2.0370767292768135,1.3580511528512091,1.7781254848759906,0.13515511770193345,1.7748992555396486,0.9676025917926566,1.2789213242173834,1.0181090714672563,0.211,Bayesian independent fixed Z
64,Ind_FixedZ0p9_muSD5_HC5p0_sigY2p04_sigC0p849,0.9,5.0,5.0,2.0370767292768135,0.8487819705320057,1.7783966672304103,0.1659655604202654,1.772550754712549,0.9697624190064795,1.1990575521268636,1.0076548491238981,0.219,Bayesian independent fixed Z
65,Ind_FixedZ0p9_muSD10_HC5p0_sigY2p04_sigC0p849,0.9,10.0,5.0,2.0370767292768135,0.8487819705320057,1.7783979081741832,0.1659788571707006,1.772550754712549,0.9697624190064795,1.1990614356115903,1.0076548491238981,0.219,Bayesian independent fixed Z
66,Ind_FixedZ0p9_muSD5_HC5p0_sigY1p36_sigC0p849,0.9,5.0,5.0,1.3580511528512091,0.8487819705320057,1.7786985279551346,0.14969250537299816,1.7743055230198241,0.8876889848812095,1.0443834622994672,1.2872678057594922,0.2025,Bayesian independent fixed Z
67,Ind_FixedZ0p9_muSD10_HC5p0_sigY1p36_sigC0p849,0.9,10.0,5.0,1.3580511528512091,0.8487819705320057,1.7786992489935325,0.14970107275914385,1.7743055230198241,0.8876889848812095,1.0443854959743786,1.2872678057594922,0.2025,Bayesian independent fixed Z
68,Ind_FixedZ0p9_muSD5_HC1p0_sigY2p04_sigC1p19,0.9,5.0,1.0,2.0370767292768135,1.1882947587448078,1.7787364313877692,0.11506463054406299,1.7769307923897504,0.9676025917926566,0.9994309313588111,1.5047328419228785,0.20750000000000002,Bayesian independent fixed Z
69,Ind_FixedZ0p9_muSD10_HC1p0_sigY2p04_sigC1p19,0.9,10.0,1.0,2.0370767292768135,1.1882947587448078,1.7787374837071175,0.11508089676776995,1.7769307923897504,0.9676025917926566,0.9994310825297223,1.5047328419228785,0.20750000000000002,Bayesian independent fixed Z
70,Ind_FixedZ0p9_muSD5_HC5p0_sigY1p7_sigC1p19,0.9,5.0,5.0,1.6975639410640113,1.1882947587448078,1.7788966686566328,0.1362712099317272,1.7755880237457002,0.9352051835853131,1.1262013892404716,1.0445944488411902,0.1965,Bayesian independent fixed Z
71,Ind_FixedZ0p9_muSD10_HC5p0_sigY1p7_sigC1p19,0.9,10.0,5.0,1.6975639410640113,1.1882947587448078,1.7788976929018185,0.1362845798687582,1.7755880237457002,0.9352051835853131,1.1262085662512225,1.0445944488411902,0.1965,Bayesian independent fixed Z
72,Ind_FixedZ0p9_muSD5_HC2p5_sigY1p7_sigC0p849,0.9,5.0,2.5,1.6975639410640113,0.8487819705320057,1.7799205537423297,0.14029363674163486,1.7763022454587734,0.9265658747300216,1.0029267209083925,1.4625065511103605,0.1975,Bayesian independent fixed Z
73,Ind_FixedZ0p9_muSD10_HC2p5_sigY1p7_sigC0p849,0.9,10.0,2.5,1.6975639410640113,0.8487819705320057,1.7799213846751054,0.14030417848209498,1.7763022454587734,0.9265658747300216,1.0029268310827544,1.4625065511103605,0.1975,Bayesian independent fixed Z
74,Ind_FixedZ0p9_muSD5_HC5p0_sigY2p04_sigC1p02,0.9,5.0,5.0,2.0370767292768135,1.0185383646384067,1.780697991255808,0.14300106214780073,1.776866668576481,0.9697624190064795,1.0203773499994857,1.089995853901812,0.194,Bayesian independent fixed Z
75,Ind_FixedZ0p9_muSD10_HC5p0_sigY2p04_sigC1p02,0.9,10.0,5.0,2.0370767292768135,1.0185383646384067,1.780699216227091,0.14301631509973142,1.776866668576481,0.9697624190064795,1.020377679683889,1.089995853901812,0.194,Bayesian independent fixed Z
