Model,Z_prior,mu_prior_sd,tau_halfcauchy_scale,sigma_y_used,sigma_c_used,mu_mean,mu_sd,mu_2.5%,mu_97.5%,tau_mean,tau_sd,tau_2.5%,tau_97.5%,phi_mean,phi_sd,phi_2.5%,phi_97.5%,Z_mean,Z_sd,Z_2.5%,Z_97.5%,Rhat_mu,Rhat_tau,Rhat_phi,Rhat_Z_mean,tau_accept_rate,phi_accept_rate,z_accept_rate,Validation_RMSE,Validation_Bias,Validation_SE,Validation_Coverage
AR1_SampledZ_Beta2_2_muSD5_HC1p0_sigY1p36_sigC0p849,"Beta(2,2)",5.0,1.0,1.3580511528512091,0.8487819705320057,0.4537850183389992,0.05676148793275716,0.33998875985778065,0.5516689894222702,0.7894193208560312,0.11563055674498005,0.5485061742430157,0.9304615637175491,0.7253465501129758,0.21007208518511986,0.4242320353842771,0.9874772506838428,0.821449586769804,0.16727051302262613,0.6505960308398193,0.9915970353107452,1.9164736021986881,2.3804362714813245,5.475454347289101,53.29333797462246,0.1965,0.5775,0.008166666666666666,1.7064762054052576,0.13925919913952758,1.7026241807964253,0.9330453563714903
AR1_SampledZ_Beta2_2_muSD10_HC1p0_sigY1p36_sigC0p849,"Beta(2,2)",10.0,1.0,1.3580511528512091,0.8487819705320057,0.4538021057617199,0.05676064099186732,0.340007420252378,0.5516854584551253,0.7894193208560312,0.11563055674498005,0.5485061742430157,0.9304615637175491,0.7253465501129758,0.21007208518511986,0.4242320353842771,0.9874772506838428,0.821449586769804,0.16727051302262613,0.6505960308398193,0.9915970353107452,1.9163559882958199,2.3804362714813245,5.475454347289101,53.29333797462246,0.1965,0.5775,0.008166666666666666,1.7064767899630238,0.13927091585683163,1.7026238075091118,0.9330453563714903
AR1_SampledZ_Beta2_2_muSD10_HC2p5_sigY1p36_sigC1p19,"Beta(2,2)",10.0,2.5,1.3580511528512091,1.1882947587448078,0.2942453640629121,0.13366707163712682,0.1134435195999697,0.48104206928387144,0.375474645719643,0.31366659309184663,0.056788559746325795,0.7331032699127273,0.909382377831977,0.06336426531346058,0.7416694329453272,0.9876135722237256,0.9772644257968515,0.005294519610299541,0.9619355480039667,0.9837702717989661,5.28602756522203,21.09194886543414,1.4959740428501873,1.1493637198306,0.1725,0.713,0.005166666666666667,1.7069169114597407,0.0011050939914281715,1.7087628674692417,0.91792656587473
AR1_SampledZ_Beta2_2_muSD5_HC2p5_sigY1p36_sigC1p19,"Beta(2,2)",5.0,2.5,1.3580511528512091,1.1882947587448078,0.29423448074562397,0.13365808644455326,0.11344271674504385,0.48102225418036887,0.375474645719643,0.31366659309184663,0.056788559746325795,0.7331032699127273,0.909382377831977,0.06336426531346058,0.7416694329453272,0.9876135722237256,0.9772644257968515,0.005294519610299541,0.9619355480039667,0.9837702717989661,5.285777856927664,21.09194886543414,1.4959740428501873,1.1493637198306,0.1725,0.713,0.005166666666666667,1.7069173365396595,0.0010963799053642176,1.7087632986345618,0.91792656587473
AR1_SampledZ_Beta2_2_muSD10_HC1p0_sigY1p36_sigC1p19,"Beta(2,2)",10.0,1.0,1.3580511528512091,1.1882947587448078,0.33733208505197,0.09187468057867712,0.17289113733438513,0.48080048424503624,0.38739775019463446,0.30859368899849066,0.07541776404073725,0.7469221379615436,0.7901034752598933,0.22837136903217978,0.34126604801385174,0.9866167501772375,0.9855197168346772,0.005679761453438472,0.9715143905336494,0.9906489465843021,2.627180444533522,17.10539620029817,1.805841345715756,1.1706102226885482,0.193,0.622,0.007833333333333333,1.7090883325401334,0.04186873206232642,1.7104235198392062,0.91792656587473
AR1_SampledZ_Beta2_2_muSD5_HC1p0_sigY1p36_sigC1p19,"Beta(2,2)",5.0,1.0,1.3580511528512091,1.1882947587448078,0.3373200673574736,0.09186701510116907,0.17288954306576718,0.4807784777016687,0.38739775019463446,0.30859368899849066,0.07541776404073725,0.7469221379615436,0.7901034752598933,0.22837136903217978,0.34126604801385174,0.9866167501772375,0.9855197168346772,0.005679761453438472,0.9715143905336494,0.9906489465843021,2.6270207115685538,17.10539620029817,1.805841345715756,1.1706102226885482,0.193,0.622,0.007833333333333333,1.709088544812816,0.04185890691442322,1.7104239734031677,0.91792656587473
AR1_SampledZ_Beta2_2_muSD5_HC5p0_sigY1p36_sigC0p849,"Beta(2,2)",5.0,5.0,1.3580511528512091,0.8487819705320057,0.45780652660816307,0.053094745270277334,0.3539141713617911,0.5520244821917462,0.7988847726720046,0.12269184380848383,0.6395444452731155,0.9683778556944368,0.7361350047533401,0.21025940634851492,0.399538129808228,0.9887615686778211,0.8257270432373046,0.15822943192722533,0.6641729847336841,0.9878853251639187,1.854858941375172,5.235113397301383,5.459802875698559,74.07148973046134,0.197,0.565,0.006333333333333333,1.7116628730247343,0.14054876399431282,1.7077279100302816,0.9308855291576674
AR1_SampledZ_Beta2_2_muSD10_HC5p0_sigY1p36_sigC0p849,"Beta(2,2)",10.0,5.0,1.3580511528512091,0.8487819705320057,0.4578240199849574,0.05309404999634546,0.3539326599839613,0.5520408472878454,0.7988847726720046,0.12269184380848383,0.6395444452731155,0.9683778556944368,0.7361350047533401,0.21025940634851492,0.399538129808228,0.9887615686778211,0.8257270432373046,0.15822943192722533,0.6641729847336841,0.9878853251639187,1.8547746150754254,5.235113397301383,5.459802875698559,74.07148973046134,0.197,0.565,0.006333333333333333,1.7116634814562608,0.1405606501409605,1.707727540775881,0.9308855291576674
AR1_SampledZ_Beta2_2_muSD5_HC5p0_sigY1p7_sigC1p36,"Beta(2,2)",5.0,5.0,1.6975639410640113,1.3580511528512091,0.3649234328869475,0.03912394939740143,0.2908128685856491,0.4369927987051739,0.5064738483871801,0.045866658486404845,0.43747972725505785,0.5941529681012653,0.8922948828619325,0.06158525303096285,0.756287259759688,0.9814443879224002,0.9799180432996034,0.006063303016734506,0.9707326293652149,0.9879253383455658,1.054064743370305,1.2973476987092845,1.0022026297821747,1.1587892280251888,0.2015,0.6665,0.005666666666666667,1.7146691059599484,0.08388986640325156,1.7144682067689672,0.9611231101511879
AR1_SampledZ_Beta2_2_muSD10_HC5p0_sigY1p7_sigC1p36,"Beta(2,2)",10.0,5.0,1.6975639410640113,1.3580511528512091,0.364943403627881,0.039124973932919936,0.29083281801457483,0.43701315194874607,0.5064738483871801,0.045866658486404845,0.43747972725505785,0.5941529681012653,0.8922948828619325,0.06158525303096285,0.756287259759688,0.9814443879224002,0.9799180432996034,0.006063303016734506,0.9707326293652149,0.9879253383455658,1.054071317806512,1.2973476987092845,1.0022026297821747,1.1587892280251888,0.2015,0.6665,0.005666666666666667,1.7146695851914737,0.08390796461972538,1.7144677995259445,0.9611231101511879
AR1_SampledZ_Beta2_2_muSD5_HC2p5_sigY1p36_sigC0p849,"Beta(2,2)",5.0,2.5,1.3580511528512091,0.8487819705320057,0.45865768319814365,0.054220524750772485,0.34357429947633705,0.5513001053828296,0.782849909601284,0.1418478975696487,0.5951320510635866,0.9679192451124173,0.7214611973778722,0.23114786651060615,0.395589625152784,0.9852673866205857,0.8171334940768368,0.15761635383621203,0.6471239295495581,0.9804389712500344,1.7298304108336584,5.41470737443319,7.454070666148821,55.975448981886075,0.2065,0.583,0.006500000000000001,1.7193798445250887,0.1527661982036506,1.7144322298591506,0.9287257019438445
AR1_SampledZ_Beta2_2_muSD10_HC2p5_sigY1p36_sigC0p849,"Beta(2,2)",10.0,2.5,1.3580511528512091,0.8487819705320057,0.4586744909437032,0.05422029704459775,0.34358796717021195,0.5513169054961244,0.782849909601284,0.1418478975696487,0.5951320510635866,0.9679192451124173,0.7214611973778722,0.23114786651060615,0.395589625152784,0.9852673866205857,0.8171334940768368,0.15761635383621203,0.6471239295495581,0.9804389712500344,1.7297658508306604,5.41470737443319,7.454070666148821,55.975448981886075,0.2065,0.583,0.006500000000000001,1.719380560628354,0.15277762976269407,1.7144319287200942,0.9287257019438445
AR1_SampledZ_Beta2_2_muSD5_HC5p0_sigY1p7_sigC1p19,"Beta(2,2)",5.0,5.0,1.6975639410640113,1.1882947587448078,0.377417435692664,0.03916624606987851,0.3053452171731405,0.4595001461056547,0.48659271015995054,0.027068429839918032,0.41887431454405755,0.5425996719301097,0.9119412156290381,0.06337748288415172,0.7557556107447146,0.9869513585718582,0.9785091225727168,0.004414940980592421,0.9726868940197129,0.9861968931813548,1.0057309093692182,1.0637220281864646,1.0023642875930137,1.0090265209566063,0.2175,0.677,0.006833333333333334,1.7224135090346038,0.09386736656312075,1.7217141425104845,0.9503239740820735
AR1_SampledZ_Beta2_2_muSD10_HC5p0_sigY1p7_sigC1p19,"Beta(2,2)",10.0,5.0,1.6975639410640113,1.1882947587448078,0.37743749760070167,0.03916712678177928,0.305363640488958,0.4595228511477284,0.48659271015995054,0.027068429839918032,0.41887431454405755,0.5425996719301097,0.9119412156290381,0.06337748288415172,0.7557556107447146,0.9869513585718582,0.9785091225727168,0.004414940980592421,0.9726868940197129,0.9861968931813548,1.0057309773934264,1.0637220281864646,1.0023642875930137,1.0090265209566063,0.2175,0.677,0.006833333333333334,1.7224141134379383,0.09388557146346077,1.7217137536973748,0.9503239740820735
AR1_SampledZ_Beta2_2_muSD5_HC5p0_sigY1p7_sigC1p02,"Beta(2,2)",5.0,5.0,1.6975639410640113,1.0185383646384067,0.3726890935356531,0.04343962514826206,0.2889125826609592,0.4576686853765445,0.42098379931306185,0.04707547198717831,0.3011475852643687,0.4849562242479922,0.9152094105571265,0.07925617191773837,0.6684286578821745,0.9895757318466465,0.9798566333588934,0.006000142310675417,0.9693902737799087,0.9853386459333836,1.0196465338319471,1.3025872053632417,1.0033899049560153,1.6752170554532464,0.1935,0.6905,0.005666666666666667,1.725795294962025,0.10584577738782043,1.7244096116951093,0.9438444924406048
AR1_SampledZ_Beta2_2_muSD10_HC5p0_sigY1p7_sigC1p02,"Beta(2,2)",10.0,5.0,1.6975639410640113,1.0185383646384067,0.37270761537726277,0.043440481900745835,0.28892870068250737,0.45768943331195927,0.42098379931306185,0.04707547198717831,0.3011475852643687,0.4849562242479922,0.9152094105571265,0.07925617191773837,0.6684286578821745,0.9895757318466465,0.9798566333588934,0.006000142310675417,0.9693902737799087,0.9853386459333836,1.019648215098625,1.3025872053632417,1.0033899049560153,1.6752170554532464,0.1935,0.6905,0.005666666666666667,1.7257960450234855,0.10586288125080157,1.7244093117766972,0.9438444924406048
AR1_SampledZ_Beta2_2_muSD5_HC2p5_sigY1p7_sigC1p36,"Beta(2,2)",5.0,2.5,1.6975639410640113,1.3580511528512091,0.3743077662353749,0.04607050032904417,0.2814925425755715,0.46611781953259057,0.4545162502367713,0.03947681644940887,0.3903563725494069,0.5426677066551744,0.8379816757054381,0.1078866939655082,0.5709221093797161,0.9664235759556005,0.9722657691412011,0.00948171583553152,0.952414332674615,0.9836054701638327,1.0168134119909806,1.68535884992424,1.0123386321423127,1.7927010376929187,0.1955,0.5705,0.007833333333333333,1.7275735971978676,0.10556808635034791,1.7262102333823046,0.9460043196544277
AR1_SampledZ_Beta2_2_muSD10_HC2p5_sigY1p7_sigC1p36,"Beta(2,2)",10.0,2.5,1.6975639410640113,1.3580511528512091,0.37432714849093396,0.04607209944626695,0.28150867570790955,0.466140618568223,0.4545162502367713,0.03947681644940887,0.3903563725494069,0.5426677066551744,0.8379816757054381,0.1078866939655082,0.5709221093797161,0.9664235759556005,0.9722657691412011,0.00948171583553152,0.952414332674615,0.9836054701638327,1.016817008205982,1.68535884992424,1.0123386321423127,1.7927010376929187,0.1955,0.5705,0.007833333333333333,1.7275743894883497,0.1055860418329785,1.7262099274593512,0.9460043196544277
AR1_SampledZ_Beta2_2_muSD5_HC2p5_sigY1p7_sigC1p19,"Beta(2,2)",5.0,2.5,1.6975639410640113,1.1882947587448078,0.3557699647513678,0.04436732456716897,0.2662296850058212,0.4355701855345384,0.44980604517198686,0.09541507034593963,0.3077890223096873,0.6314931546209119,0.827830916279518,0.1738104810806199,0.4945655422626274,0.99,0.9804094455716927,0.008705398930278442,0.9694653158784838,0.9910204723854733,1.0726276143806937,2.575112653350939,1.10210457021788,2.1324114526425744,0.2025,0.5880000000000001,0.007666666666666667,1.7325751353267218,0.08896763755446442,1.7321609812578884,0.9416846652267818
AR1_SampledZ_Beta2_2_muSD10_HC2p5_sigY1p7_sigC1p19,"Beta(2,2)",10.0,2.5,1.6975639410640113,1.1882947587448078,0.3557884574329561,0.04436904933717554,0.2662448328653116,0.4355938425009046,0.44980604517198686,0.09541507034593963,0.3077890223096873,0.6314931546209119,0.827830916279518,0.1738104810806199,0.4945655422626274,0.99,0.9804094455716927,0.008705398930278442,0.9694653158784838,0.9910204723854733,1.0726475541531417,2.575112653350939,1.10210457021788,2.1324114526425744,0.2025,0.5880000000000001,0.007666666666666667,1.7325757040680514,0.08898470523333672,1.7321606727509413,0.9416846652267818
AR1_SampledZ_Beta2_2_muSD5_HC1p0_sigY1p7_sigC1p19,"Beta(2,2)",5.0,1.0,1.6975639410640113,1.1882947587448078,0.3645250908463208,0.04987673265045587,0.24929968036599293,0.4503116885800059,0.4132160681036671,0.04594280681109677,0.3252368618975869,0.4933471542241737,0.8310683985863995,0.13023782952221116,0.5675221857543395,0.9860272112790155,0.9716042878487919,0.005824990841551387,0.9653160197946341,0.9812882335099263,1.002184207307299,1.4212518220651338,1.041102496405046,2.074958690370989,0.188,0.5715,0.006666666666666666,1.7386501625293327,0.09966843721717901,1.7376686023664625,0.9481641468682506
AR1_SampledZ_Beta2_2_muSD10_HC1p0_sigY1p7_sigC1p19,"Beta(2,2)",10.0,1.0,1.6975639410640113,1.1882947587448078,0.3645430480234479,0.049878066244756034,0.24931283052734368,0.4503312952753565,0.4132160681036671,0.04594280681109677,0.3252368618975869,0.4933471542241737,0.8310683985863995,0.13023782952221116,0.5675221857543395,0.9860272112790155,0.9716042878487919,0.005824990841551387,0.9653160197946341,0.9812882335099263,1.0021843680209859,1.4212518220651338,1.041102496405046,2.074958690370989,0.188,0.5715,0.006666666666666666,1.7386508936098508,0.09968526191100689,1.7376683682495375,0.9481641468682506
AR1_SampledZ_Beta2_2_muSD5_HC1p0_sigY1p7_sigC1p02,"Beta(2,2)",5.0,1.0,1.6975639410640113,1.0185383646384067,0.34953124291156923,0.04768646854401589,0.270749960038319,0.44875923247057614,0.34328649626062885,0.08764081818677896,0.20672883866169608,0.4792316380480836,0.915906689046715,0.0582176616983045,0.7499338843124496,0.9898953713752464,0.9857011957852446,0.0035535936600368644,0.9781652707548302,0.991552177784831,1.2270994420194483,3.7664988230742047,1.0967752281427712,1.176388681763378,0.196,0.732,0.005833333333333333,1.7407485023103046,0.09121019131749063,1.74023760681982,0.9438444924406048
AR1_SampledZ_Beta2_2_muSD10_HC1p0_sigY1p7_sigC1p02,"Beta(2,2)",10.0,1.0,1.6975639410640113,1.0185383646384067,0.3495484823836938,0.04768829251764281,0.27076423368846003,0.4487780350243212,0.34328649626062885,0.08764081818677896,0.20672883866169608,0.4792316380480836,0.915906689046715,0.0582176616983045,0.7499338843124496,0.9898953713752464,0.9857011957852446,0.0035535936600368644,0.9781652707548302,0.991552177784831,1.227124720337579,3.7664988230742047,1.0967752281427712,1.176388681763378,0.196,0.732,0.005833333333333333,1.7407491435437559,0.09122648750330377,1.7402373935810438,0.9438444924406048
AR1_SampledZ_Beta2_2_muSD5_HC5p0_sigY1p7_sigC0p849,"Beta(2,2)",5.0,5.0,1.6975639410640113,0.8487819705320057,0.37492115022505745,0.040108269241252645,0.29411642619018236,0.4497414220549897,0.3937339290524793,0.044485678245086126,0.33026171695634277,0.4717213629825391,0.8278976022580707,0.14940879425532166,0.5446022167201553,0.9871907734294921,0.9851487558982197,0.004584059864246577,0.9782322555440566,0.988329945807341,1.20224057380906,1.3122486751912827,2.3932629731401875,1.4986996428746997,0.187,0.601,0.006,1.7419148900271815,0.11675494312964736,1.7398775646607463,0.937365010799136
AR1_SampledZ_Beta2_2_muSD10_HC5p0_sigY1p7_sigC0p849,"Beta(2,2)",10.0,5.0,1.6975639410640113,0.8487819705320057,0.3749392972131957,0.04010974331109256,0.294132394585065,0.44976021859029586,0.3937339290524793,0.044485678245086126,0.33026171695634277,0.4717213629825391,0.8278976022580707,0.14940879425532166,0.5446022167201553,0.9871907734294921,0.9851487558982197,0.004584059864246577,0.9782322555440566,0.988329945807341,1.20226850546189,1.3122486751912827,2.3932629731401875,1.4986996428746997,0.187,0.601,0.006,1.741915793861913,0.11677196725569024,1.7398773265480088,0.937365010799136
AR1_SampledZ_Beta2_2_muSD10_HC1p0_sigY1p7_sigC1p36,"Beta(2,2)",10.0,1.0,1.6975639410640113,1.3580511528512091,0.258884844950996,0.1089981615930817,0.0836376947366678,0.4172720742964578,0.2546973190363923,0.18372534018830033,0.06018391244004846,0.4748681985672987,0.8305161172004087,0.11922373824053212,0.6030623525166027,0.9762790849520886,0.9807915225371484,0.002621536542364768,0.9737152613296057,0.9845099272707941,3.1308216971392717,13.915836115605336,1.627964754744052,1.3675339487020985,0.1905,0.6174999999999999,0.006166666666666667,1.7453658273398067,0.001010399802446937,1.747253437576269,0.937365010799136
AR1_SampledZ_Beta2_2_muSD5_HC1p0_sigY1p7_sigC1p36,"Beta(2,2)",5.0,1.0,1.6975639410640113,1.3580511528512091,0.258874383710756,0.10899021429150095,0.08363680896068681,0.41725312326974057,0.2546973190363923,0.18372534018830033,0.06018391244004846,0.4748681985672987,0.8305161172004087,0.11922373824053212,0.6030623525166027,0.9762790849520886,0.9807915225371484,0.002621536542364768,0.9737152613296057,0.9845099272707941,3.1306523539018394,13.915836115605336,1.627964754744052,1.3675339487020985,0.1905,0.6174999999999999,0.006166666666666667,1.7453659823109566,0.001000658603504341,1.747253598333181,0.937365010799136
AR1_SampledZ_Beta2_2_muSD5_HC5p0_sigY1p36_sigC1p02,"Beta(2,2)",5.0,5.0,1.3580511528512091,1.0185383646384067,0.5090778948245274,0.033779188337977294,0.4462219620486668,0.5778798344944378,0.7010489192668788,0.027560654639041657,0.6519454083620508,0.7494210806202593,0.9081502880253853,0.046220640827168494,0.8095664221595399,0.9716779026753675,0.6661896111374508,0.004438175299729268,0.6564935809601916,0.671602135312131,1.0000172166606975,1.0101505432287392,0.9999532078763029,2.5241782565195168,0.2,0.6925,0.005833333333333334,1.7486275267634273,0.20416109902338306,1.7385467054940826,0.91792656587473
AR1_SampledZ_Beta2_2_muSD10_HC5p0_sigY1p36_sigC1p02,"Beta(2,2)",10.0,5.0,1.3580511528512091,1.0185383646384067,0.5090942595175693,0.033779782560067556,0.4462369451966645,0.57789855565773,0.7010489192668788,0.027560654639041657,0.6519454083620508,0.7494210806202593,0.9081502880253853,0.046220640827168494,0.8095664221595399,0.9716779026753675,0.6661896111374508,0.004438175299729268,0.6564935809601916,0.671602135312131,1.000017060075698,1.0101505432287392,0.9999532078763029,2.5241782565195168,0.2,0.6925,0.005833333333333334,1.7486283785028576,0.20417114764595995,1.738546381413112,0.91792656587473
AR1_SampledZ_Beta2_2_muSD5_HC2p5_sigY1p7_sigC1p02,"Beta(2,2)",5.0,2.5,1.6975639410640113,1.0185383646384067,0.3878410238948996,0.05638609499198394,0.2960552826487551,0.5256267516471922,0.39119065532056846,0.07860793171726228,0.31286347250686164,0.5815127913632983,0.7291575511973255,0.14228576727243544,0.38640724372570867,0.9412768992415419,0.9356664317113649,0.10125923140987722,0.6463737840894271,0.9822975382512298,1.2045481031101408,1.1929466249294252,1.0563856099719227,1.1550769975891344,0.2175,0.48550000000000004,0.008333333333333333,1.7499533111242895,0.13783319805935498,1.7464037086584436,0.9395248380129589
AR1_SampledZ_Beta2_2_muSD10_HC2p5_sigY1p7_sigC1p02,"Beta(2,2)",10.0,2.5,1.6975639410640113,1.0185383646384067,0.3878576397632373,0.056385696951530916,0.29607183442443863,0.5256402939764265,0.39119065532056846,0.07860793171726228,0.31286347250686164,0.5815127913632983,0.7291575511973255,0.14228576727243544,0.38640724372570867,0.9412768992415419,0.9356664317113649,0.10125923140987722,0.6463737840894271,0.9822975382512298,1.2045514350008142,1.1929466249294252,1.0563856099719227,1.1550769975891344,0.2175,0.48550000000000004,0.008333333333333333,1.7499543898221592,0.13784872914275084,1.7464035633907953,0.9395248380129589
AR1_SampledZ_Beta2_2_muSD5_HC1p0_sigY1p7_sigC0p849,"Beta(2,2)",5.0,1.0,1.6975639410640113,0.8487819705320057,0.36454029875008254,0.03125433546649666,0.3026918659659556,0.4222908918379506,0.2990511812266634,0.03430060799946479,0.24496835559475516,0.3640522895445127,0.868711288655243,0.11895472845529481,0.5067660558815267,0.9842455256870681,0.9759569323443459,0.003719771598291798,0.9716403098087486,0.9803851828721372,1.0211549259320543,1.155196972030192,1.0121642360125602,2.080065417628572,0.1835,0.625,0.004,1.7514446898120928,0.11515223808880198,1.7495455121743686,0.937365010799136
